--- ABOUT ---
"BASF India Ltd's portfolio consists of six segments: Agricultural Solutions, Materials, Industrial solutions, Surface Technologies, Nutrition & Care and Chemicals. [1] It is a part of BASF group which have ~110,000 employees globally in almost every country in the world. It generated sales of ~59 billion euros in 2020. [2]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"15,166","3,504","5,260 / 2,907",36.4

Book Value,Dividend Yield,ROCE,ROE
914,0.71,14.7,11.0

Face Value
10.0

--- QUARTERLY RESULTS ---
,Jun 2020,Sep 2020,Dec 2020,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"1,786","2,460","2,507","3,326","3,360","3,967","4,248","3,635","3,287","3,875","3,896","3,863","3,444"
Expenses +,"1,774","2,299","2,267","3,114","3,114","3,654","4,047","3,465","3,237","3,661","3,741","3,693","3,333"
Operating Profit,13,161,240,212,246,312,201,170,50,214,155,170,111
OPM %,1%,7%,10%,6%,7%,8%,5%,5%,2%,6%,4%,4%,3%
Other Income +,3,427,6,27,25,36,18,18,35,19,31,11,17
Interest,12,9,6,3,3,5,3,4,4,5,7,5,2
Depreciation,44,44,43,49,48,47,45,45,41,41,37,34,37
Profit before tax,-41,535,197,187,219,297,171,138,41,188,142,143,90
Tax %,-23%,23%,41%,25%,26%,26%,25%,25%,33%,27%,24%,25%,23%
Net Profit +,-31,413,115,140,161,221,128,104,27,137,107,107,69
EPS in Rs,-7.20,95.37,26.60,32.36,37.29,50.96,29.55,23.92,6.24,31.74,24.75,24.64,15.91
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2020,Mar 2024,Mar 2025,Mar 2026
Sales +,683,847,"1,055","1,318","1,627","7,595","13,767","15,260","14,944"
Expenses +,597,754,948,"1,213","1,457","7,316","12,878","14,527","14,284"
Operating Profit,86,93,107,104,170,279,890,733,660
OPM %,13%,11%,10%,8%,10%,4%,6%,5%,4%
Other Income +,8,-0,2,6,9,-4,76,109,70
Interest,2,3,4,7,2,83,16,16,19
Depreciation,22,12,15,17,28,181,191,180,145
Profit before tax,70,78,91,88,150,10,759,646,565
Tax %,36%,36%,37%,45%,36%,-131%,26%,26%,26%
Net Profit +,45,50,57,49,96,23,563,479,420
EPS in Rs,16.07,17.75,20.38,17.24,23.56,5.28,130.13,110.67,97.05
Dividend Payout %,44%,39%,34%,41%,34%,57%,12%,18%,26%

--- BALANCE SHEET ---
,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2020,Mar 2024,Mar 2025,Mar 2026
Equity Capital,28,28,28,28,41,,43,43,43
Reserves,248,275,309,335,802,,"3,180","3,591","3,914"
Borrowings +,5,32,27,22,0,,156,190,133
Other Liabilities +,127,171,211,289,465,,"3,853","4,638","4,346"
Total Liabilities,408,506,576,674,"1,308",,"7,233","8,462","8,436"
Fixed Assets +,64,110,128,138,254,,759,777,725
CWIP,16,5,4,21,10,,61,97,160
Investments,3,3,3,0,0,,0,2,8
Other Assets +,325,388,441,515,"1,043",,"6,413","7,587","7,542"
Total Assets,408,506,576,674,"1,308",,"7,233","8,462","8,436"

--- CASH FLOW ---
,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2020,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,51,48,65,97,46,,807,373,-110
Cash from Investing Activity +,-23,-46,-31,-42,140,,-450,-114,379
Cash from Financing Activity +,-27,2,-31,-36,-47,,-102,-129,-179
Net Cash Flow,1,4,3,20,140,,255,131,89
Free Cash Flow,28,2,34,55,22,,708,202,-310
CFO/OP,92%,83%,93%,130%,66%,,114%,77%,-5%

--- RATIOS ---
,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2020,Mar 2024,Mar 2025,Mar 2026
Debtor Days,80,74,67,49,70,,67,62,67
Inventory Days,103,93,82,91,138,,68,84,79
Days Payable,74,86,89,99,134,,114,120,106
Cash Conversion Cycle,109,81,60,41,74,,21,25,40
Working Capital Days,103,89,75,54,90,,44,42,51
ROCE %,,27%,28%,26%,25%,,,18%,15%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,73.33%,73.33%,73.33%,73.33%,73.33%,73.33%,73.33%,73.33%,73.33%,73.33%,73.33%,73.33%
FIIs +,3.02%,3.18%,3.81%,4.12%,4.35%,4.44%,4.24%,4.29%,4.21%,4.14%,4.13%,5.34%
DIIs +,6.58%,6.77%,6.63%,6.67%,5.97%,6.27%,6.24%,6.30%,6.31%,6.43%,6.42%,6.29%
Public +,17.07%,16.72%,16.21%,15.87%,16.34%,15.94%,16.19%,16.07%,16.14%,16.09%,16.11%,15.04%
No. of Shareholders,"53,883","52,119","51,068","48,219","50,412","54,552","61,747","61,334","64,780","63,572","62,848","62,474"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,%
5 Years:,%
3 Years:,%
TTM:,-2%

Compounded Profit Growth
10 Years:,%
5 Years:,%
3 Years:,%
TTM:,-9%

Stock Price CAGR
10 Years:,13%
5 Years:,6%
3 Years:,11%
1 Year:,-28%

Return on Equity
10 Years:,%
5 Years:,%
3 Years:,14%
Last Year:,11%

