--- ABOUT ---
"Incorporated in 2013, Bodhi Tree Multimedia Ltd provides television content and Internet based program [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
117,6.43,10.6,18.3

Book Value,Dividend Yield,ROCE,ROE
4.57,0.00,16.5,11.0

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,21.97,16.21,13.02,12.90,21.86,18.01,14.01,16.87,40.21,18.12,23.40,39.02,34.96
Expenses +,17.36,14.40,11.38,11.94,20.49,18.62,11.62,14.39,35.47,16.84,19.49,34.95,30.12
Operating Profit,4.61,1.81,1.64,0.96,1.37,-0.61,2.39,2.48,4.74,1.28,3.91,4.07,4.84
OPM %,20.98%,11.17%,12.60%,7.44%,6.27%,-3.39%,17.06%,14.70%,11.79%,7.06%,16.71%,10.43%,13.84%
Other Income +,0.13,0.02,0.01,0.01,0.06,0.00,0.82,0.77,-0.92,0.29,1.00,0.56,1.22
Interest,0.13,0.08,0.09,0.20,0.19,0.23,0.46,0.60,0.74,0.87,0.62,0.81,1.17
Depreciation,0.05,0.05,0.05,0.05,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.63,1.71
Profit before tax,4.56,1.70,1.51,0.72,1.17,-0.92,2.67,2.57,3.00,0.62,4.21,3.19,3.18
Tax %,28.51%,25.88%,35.10%,61.11%,9.40%,9.78%,15.73%,29.18%,37.33%,22.58%,27.55%,26.33%,34.28%
Net Profit +,3.26,1.26,0.98,0.28,1.06,-1.02,2.25,1.81,1.88,0.48,3.05,2.35,2.09
EPS in Rs,0.18,0.07,0.04,-0.01,0.09,-0.03,0.10,0.08,0.12,0.02,0.15,0.08,0.10
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,27,36,59,43,64,89,116
Expenses +,23,32,56,37,58,80,101
Operating Profit,3,3,3,5,6,9,14
OPM %,12%,9%,5%,12%,9%,10%,12%
Other Income +,1,0,0,0,0,1,3
Interest,0,0,0,1,1,2,3
Depreciation,0,0,0,0,0,0,2
Profit before tax,4,3,3,5,5,7,11
Tax %,3%,24%,-6%,29%,30%,33%,29%
Net Profit +,4,2,3,3,4,5,8
EPS in Rs,0.90,0.14,0.18,0.18,0.19,0.27,0.35
Dividend Payout %,0%,5%,0%,19%,18%,0%,0%

--- BALANCE SHEET ---
,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.26,1,1,12,12,12,18
Reserves,-0,5,8,12,15,20,65
Borrowings +,5,3,5,5,5,21,36
Other Liabilities +,10,8,6,15,29,38,50
Total Liabilities,15,18,21,45,62,92,169
Fixed Assets +,0,0,0,0,1,1,14
CWIP,0,0,0,0,0,0,0
Investments,0,0,0,0,0,0,1
Other Assets +,15,17,21,45,61,91,154
Total Assets,15,18,21,45,62,92,169

--- CASH FLOW ---
,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,-4,3,-4,-7,-2,-14,-37
Cash from Investing Activity +,-0,-0,-0,-0,-0,-0,-10
Cash from Financing Activity +,4,-1,2,10,-2,14,50
Net Cash Flow,0,2,-2,3,-4,-0,3
Free Cash Flow,-4,3,-4,-7,-2,-14,-46
CFO/OP,-105%,92%,-112%,-120%,-12%,-128%,-237%

--- RATIOS ---
,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,58,82,7,113,80,96,84
Inventory Days,,585,40,,,,
Days Payable,,705,22,,,,
Cash Conversion Cycle,58,-38,25,113,80,96,84
Working Capital Days,-22,13,43,143,110,102,130
ROCE %,,48%,27%,23%,19%,22%,17%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,35.42%,35.42%,35.30%,35.30%,35.30%,35.30%,35.29%,35.29%,24.43%,24.43%,24.43%,24.27%
FIIs +,0.89%,0.88%,0.44%,1.07%,0.23%,0.62%,0.60%,0.61%,0.42%,0.48%,0.39%,0.39%
DIIs +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,5.51%,8.80%,8.79%,8.64%,9.31%
Public +,63.70%,63.71%,64.27%,63.63%,64.47%,64.08%,64.10%,58.61%,66.36%,66.30%,66.53%,66.04%
No. of Shareholders,923,"1,062","1,871","4,023","14,975","14,063","17,875","20,245","22,357","21,980","21,419","21,498"

--- CAGR BOXES ---




