--- ABOUT ---
"Established in 1981, Cosmo Films Limited is engaged in specialty films for packaging, lamination and labeling applications. Its films offerings include biaxially oriented polypropylene (BOPP) films, cast polypropylene (CPP) films and soon to be offered biaxially oriented polyethylene terephthalate (BOPET) films."

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"2,049",781,"1,307",12.7

Book Value,Dividend Yield,ROCE,ROE
616,0.51,11.2,10.5

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,715,658,664,625,641,690,759,701,746,800,919,899,"1,021"
Expenses +,654,622,602,582,597,622,672,638,676,708,816,831,900
Operating Profit,61,35,61,42,44,68,87,63,70,92,103,68,121
OPM %,9%,5%,9%,7%,7%,10%,11%,9%,9%,11%,11%,8%,12%
Other Income +,13,20,11,14,23,17,20,23,15,24,25,35,10
Interest,17,18,22,23,26,23,25,25,27,32,37,37,36
Depreciation,22,21,22,23,24,24,24,25,26,30,34,35,37
Profit before tax,35,16,29,10,18,37,57,36,33,54,57,31,58
Tax %,8%,11%,25%,-10%,12%,16%,20%,19%,17%,21%,19%,5%,36%
Net Profit +,32,14,22,11,15,31,46,30,27,43,47,30,37
EPS in Rs,12.12,5.30,8.21,4.33,5.86,11.79,17.43,11.26,10.32,16.33,17.79,11.24,14.06
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"1,647","1,621","1,587","1,847","2,157","2,204","2,285","3,038","3,065","2,587","2,895","3,639"
Expenses +,"1,542","1,429","1,433","1,713","1,995","1,943","1,893","2,467","2,682","2,404","2,607","3,255"
Operating Profit,105,191,154,133,161,261,393,572,383,183,288,384
OPM %,6%,12%,10%,7%,7%,12%,17%,19%,12%,7%,10%,11%
Other Income +,8,-1,15,34,20,19,37,48,51,68,74,95
Interest,40,30,36,52,56,53,42,40,55,89,100,141
Depreciation,35,36,42,51,54,65,59,63,75,89,100,137
Profit before tax,38,124,91,64,72,163,329,517,304,72,163,201
Tax %,28%,22%,6%,-1%,15%,30%,28%,23%,20%,14%,18%,22%
Net Profit +,28,96,86,64,61,113,237,397,244,62,133,156
EPS in Rs,9.47,32.96,29.36,22.07,20.93,38.85,86.78,145.28,92.95,23.69,50.81,59.42
Dividend Payout %,25%,20%,23%,18%,19%,26%,19%,16%,5%,13%,8%,7%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,19,19,19,19,19,19,18,18,26,26,26,26
Reserves,361,437,554,600,661,721,836,"1,173","1,272","1,321","1,440","1,590"
Borrowings +,490,422,623,788,811,789,760,818,932,"1,048","1,438","1,680"
Other Liabilities +,209,263,348,355,377,375,506,744,880,"1,117","1,199","1,398"
Total Liabilities,"1,079","1,142","1,544","1,763","1,869","1,905","2,120","2,753","3,110","3,512","4,103","4,695"
Fixed Assets +,595,647,989,"1,023","1,013","1,023","1,020","1,003","1,427","1,589","1,820","2,480"
CWIP,14,12,9,12,32,16,20,270,185,357,589,188
Investments,36,31,0,58,77,146,247,446,418,406,390,394
Other Assets +,434,452,547,669,746,721,832,"1,033","1,080","1,160","1,305","1,634"
Total Assets,"1,079","1,142","1,544","1,763","1,869","1,905","2,120","2,753","3,110","3,512","4,103","4,695"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,129,223,50,82,143,240,335,481,465,245,166,397
Cash from Investing Activity +,-44,-79,-223,-123,-90,-106,-105,-447,-325,-235,-420,-361
Cash from Financing Activity +,-121,-138,165,62,-35,-165,-193,-52,-153,-19,247,-3
Net Cash Flow,-36,6,-7,21,17,-31,37,-18,-13,-8,-6,33
Free Cash Flow,92,138,-172,12,87,190,262,199,85,-49,-325,-8
CFO/OP,128%,134%,42%,75%,98%,105%,99%,97%,141%,142%,65%,112%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,27,26,37,38,35,32,30,26,24,37,39,40
Inventory Days,57,61,86,78,64,68,98,108,95,106,117,110
Days Payable,37,57,50,52,47,39,53,71,94,143,139,140
Cash Conversion Cycle,47,31,74,64,53,61,75,63,25,-0,17,10
Working Capital Days,-5,-11,-4,-16,-13,-18,-15,1,-15,-28,-10,29
ROCE %,9%,18%,12%,9%,8%,14%,23%,31%,17%,7%,10%,11%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,44.96%,45.04%,45.04%,45.04%,45.04%,45.04%,40.98%,40.98%,40.98%,40.86%,40.86%,40.78%
FIIs +,4.74%,3.72%,3.45%,3.19%,3.23%,2.56%,3.99%,3.12%,3.49%,3.24%,2.67%,2.13%
DIIs +,0.77%,0.88%,0.76%,0.03%,0.68%,0.85%,0.69%,0.09%,0.68%,0.47%,0.84%,1.13%
Public +,48.32%,49.16%,49.62%,50.45%,49.72%,50.50%,53.34%,54.16%,53.21%,54.07%,54.28%,54.86%
Others +,1.19%,1.19%,1.13%,1.30%,1.33%,1.05%,1.00%,1.65%,1.64%,1.36%,1.34%,1.11%
No. of Shareholders,"47,548","45,997","47,423","46,304","41,937","44,560","44,065","42,697","37,518","37,330","36,897","36,773"

--- CAGR BOXES ---




