--- ABOUT ---
"Incorporated in 2007, Karma Energy Ltd is engaged in the generation of power from renewable sources like Wind. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
47.0,40.6,76.0,

Book Value,Dividend Yield,ROCE,ROE
26.1,0.00,4.07,-8.08

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2019,Jun 2019,Sep 2019,Dec 2019,Mar 2020,Jun 2020,Sep 2020,Dec 2020,Mar 2021,Jun 2021,Sep 2021,Dec 2021,Mar 2022
Sales +,5.92,9.38,18.69,7.73,6.08,7.08,11.35,4.41,2.44,7.17,12.43,10.03,2.03
Expenses +,6.31,6.56,11.83,6.28,4.22,6.85,9.03,5.42,5.26,6.42,9.30,4.91,2.78
Operating Profit,-0.39,2.82,6.86,1.45,1.86,0.23,2.32,-1.01,-2.82,0.75,3.13,5.12,-0.75
OPM %,-6.59%,30.06%,36.70%,18.76%,30.59%,3.25%,20.44%,-22.90%,-115.57%,10.46%,25.18%,51.05%,-36.95%
Other Income +,0.16,0.20,0.38,0.30,0.29,0.07,0.14,0.19,0.11,0.16,0.17,0.10,0.52
Interest,1.73,2.01,1.96,1.84,1.57,1.75,1.74,1.70,2.00,1.41,1.39,1.31,0.74
Depreciation,1.59,1.65,1.66,1.66,1.65,1.58,1.59,1.59,1.56,1.57,1.58,1.58,1.37
Profit before tax,-3.55,-0.64,3.62,-1.75,-1.07,-3.03,-0.87,-4.11,-6.27,-2.07,0.33,2.33,-2.34
Tax %,31.83%,-14.06%,16.02%,-20.57%,-12.15%,-6.93%,-32.18%,-27.98%,10.53%,-13.04%,-81.82%,2.15%,15.38%
Net Profit +,-4.69,-0.55,3.04,-1.39,-0.94,-2.81,-0.60,-2.96,-6.92,-1.80,0.60,2.28,-2.70
EPS in Rs,-2.96,-0.53,2.44,-1.34,-0.81,-2.43,-0.52,-2.56,-5.98,-1.56,0.52,1.97,-2.33
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Sales +,17.14,26.89,31.71,31.47,19.44,18.98,32.62,40.30,34.70,41.88,25.28,31.66
Expenses +,6.71,10.26,14.92,17.87,13.34,12.28,19.39,28.39,28.46,28.90,26.54,23.41
Operating Profit,10.43,16.63,16.79,13.60,6.10,6.70,13.23,11.91,6.24,12.98,-1.26,8.25
OPM %,60.85%,61.84%,52.95%,43.22%,31.38%,35.30%,40.56%,29.55%,17.98%,30.99%,-4.98%,26.06%
Other Income +,2.27,3.13,1.23,2.14,2.80,5.84,1.10,0.38,-3.72,1.18,0.49,0.95
Interest,4.38,9.58,12.05,11.75,12.21,12.50,11.54,7.85,6.86,7.38,7.18,4.85
Depreciation,7.81,8.01,9.27,9.55,6.51,6.58,6.50,6.26,6.17,6.62,6.32,6.10
Profit before tax,0.51,2.17,-3.30,-5.56,-9.82,-6.54,-3.71,-1.82,-10.51,0.16,-14.27,-1.75
Tax %,-1.96%,80.18%,-26.97%,-26.26%,-33.40%,16.67%,-43.13%,105.49%,9.61%,6.25%,-7.01%,-7.43%
Net Profit +,0.52,0.43,-2.42,-4.10,-6.51,-7.59,-2.10,-3.71,-11.52,0.16,-13.27,-1.62
EPS in Rs,0.50,0.32,-0.86,-1.18,-4.03,-3.93,-0.07,-2.11,-8.63,-0.24,-11.47,-1.40
Dividend Payout %,0.00%,156.22%,-57.85%,-84.45%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%

--- BALANCE SHEET ---
,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Equity Capital,11.56,11.56,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57
