ticker,sales_y1,sales_y2,sales_y3,sales_q1,sales_q2,net_profit_y1,net_profit_y2,opm_y1,opm_y2,operating_profit_y1,interest_y1,share_capital_y1,share_capital_y2,borrowings_y1,borrowings_y2,fixed_assets_y1,fixed_assets_y2,cwip_y1,cwip_y2,cfo_y1,roce_y1,roce_y2,ccc_y1,ccc_y2,promoter_q1,promoter_q2,fii_q1,fii_q2,dii_q1,dii_q2,market_cap,stock_pe,dividend_yield,other_income_y1,debtor_days_y1,debtor_days_y2,days_payable_y1,days_payable_y2,valuation_context,earnings_quality_analysis,pricing_power_analysis,secondary_red_flags,classification,qualification_reason
PNBHOUSING,0.0,0.0,0.0,0.0,0.0,2291.0,1936.0,0.0,0.0,0.0,5000.0,261.0,260.0,0.0,0.0,279.0,239.0,1.0,16.0,-8984.0,0.0,0.0,0.0,0.0,28.04,28.04,16.6,17.22,44.07,43.02,26137.0,11.4,0.5,1.0,0.0,0.0,0.0,0.0,,,,,REJECTED,Failed Survival Gate: Nano-Cap Risk (Sales ₹0.0Cr < ₹50Cr); Bankruptcy Risk (Negative Operating Profit with Debt); No Skin in the Game; Market Cap exceeds 5000Cr
