Borrowings +,58,11,19,7,9,2,4,4,3,17,15,13
Other Liabilities +,154,189,414,488,400,475,517,617,636,716,867,961
Total Liabilities,478,623,"1,069","1,526","1,615","1,880","2,282","2,516","2,735","3,098","3,683","4,260"
Fixed Assets +,90,104,160,312,293,271,292,273,398,497,564,592
CWIP,0,42,94,2,9,26,6,40,34,9,30,20
Investments,111,33,360,584,630,680,"1,235",931,"1,005",746,"1,100","1,262"
Other Assets +,277,444,454,628,683,903,749,"1,272","1,298","1,847","1,988","2,386"
Total Assets,478,623,"1,069","1,526","1,615","1,880","2,282","2,516","2,735","3,098","3,683","4,260"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,89,122,278,281,184,178,383,-212,451,260,584,505
Cash from Investing Activity +,-84,18,-408,-269,-27,-79,-366,299,-418,-218,-485,-385
Cash from Financing Activity +,-12,-74,101,-45,-106,-141,15,-68,-65,-63,-86,-104
Net Cash Flow,-6,66,-30,-34,51,-42,31,18,-32,-21,14,16
Free Cash Flow,73,56,187,201,160,144,340,-267,292,129,437,427
CFO/OP,82%,84%,116%,76%,80%,62%,110%,-44%,137%,87%,118%,99%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,7,7,3,5,5,8,6,8,9,10,9,9
Inventory Days,59,68,63,79,51,61,63,85,71,75,75,79
Days Payable,24,34,44,43,24,24,27,26,25,27,34,20
Cash Conversion Cycle,42,41,22,41,32,44,42,67,55,57,50,67
Working Capital Days,15,28,15,29,25,36,34,57,45,48,39,114
ROCE %,65%,62%,57%,74%,33%,32%,26%,15%,18%,20%,24%,26%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,43.28%,43.28%,43.28%,43.25%,43.23%,43.23%,43.23%,43.23%,43.23%,43.23%,43.23%,43.23%
FIIs +,13.06%,13.50%,13.47%,14.11%,14.28%,14.40%,14.47%,6.42%,7.59%,6.98%,7.98%,7.63%
DIIs +,9.08%,8.81%,8.64%,7.47%,6.41%,5.82%,5.49%,5.07%,4.00%,4.19%,4.16%,6.82%
Government +,2.72%,2.72%,2.72%,2.72%,2.72%,2.72%,2.72%,2.72%,2.72%,2.72%,2.72%,2.72%
Public +,31.87%,31.70%,31.88%,32.44%,33.36%,33.85%,34.10%,42.58%,42.46%,42.88%,41.92%,39.60%
No. of Shareholders,"1,12,344","1,09,295","1,08,983","1,10,902","1,21,268","1,41,006","1,42,103","1,36,266","1,26,372","1,21,964","1,21,432","1,16,798"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,12%
5 Years:,8%
3 Years:,6%
TTM:,8%

Compounded Profit Growth
10 Years:,15%
5 Years:,14%
3 Years:,32%
TTM:,22%

Stock Price CAGR
10 Years:,20%
5 Years:,12%
3 Years:,36%
1 Year:,34%

Return on Equity
10 Years:,21%
5 Years:,17%
3 Years:,19%
Last Year:,20%

