--- ABOUT ---
"Share India Securities Ltd  is a financial service provider that uses technology to offer customized capital market tech-based solutions to  clients. It offers financial products & personalized services, including equity broking, currency & commodity derivative, depository participant services, mutual fund advisory and distributorship, etc to retail and corporate clients [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"3,039",139,211,9.40

Book Value,Dividend Yield,ROCE,ROE
120,0.97,18.4,13.0

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,341,277,366,374,465,414,453,342,239,341,341,372,416
Expenses +,187,153,190,191,292,267,266,211,187,203,182,216,299
Operating Profit,154,125,176,183,174,147,186,131,52,138,159,156,117
OPM %,45%,45%,48%,49%,37%,35%,41%,38%,22%,40%,47%,42%,28%
Other Income +,3,1,2,1,1,7,4,7,3,3,5,5,5
Interest,15,15,17,28,30,19,22,22,27,27,34,34,36
Depreciation,3,3,3,4,4,4,4,4,6,4,4,4,4
Profit before tax,138,108,157,151,141,131,164,112,23,111,126,122,81
Tax %,23%,24%,28%,24%,18%,22%,24%,27%,19%,24%,26%,27%,28%
Net Profit +,107,82,113,115,116,103,124,82,19,84,93,89,58
EPS in Rs,6.53,5.03,6.90,7.01,6.04,5.08,5.69,3.76,0.86,3.85,4.25,4.05,2.64
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,74,110,138,206,228,453,862,"1,088","1,483","1,449","1,470"
Expenses +,60,93,110,154,156,321,558,595,826,932,900
Operating Profit,14,17,28,51,73,132,304,493,657,517,570
OPM %,19%,16%,20%,25%,32%,29%,35%,45%,44%,36%,39%
Other Income +,-0,0,2,1,0,1,2,13,5,21,19
Interest,3,3,5,11,18,25,32,58,90,90,131
Depreciation,2,2,2,5,4,4,9,12,14,18,17
Profit before tax,9,12,23,37,51,103,265,436,558,431,440
Tax %,33%,35%,33%,32%,21%,22%,24%,24%,24%,24%,26%
Net Profit +,6,8,15,25,41,81,202,331,426,328,324
EPS in Rs,2.66,3.38,1.23,2.01,2.51,4.96,12.36,20.21,22.22,15.01,14.78
Dividend Payout %,-0%,-0%,-0%,-0%,4%,8%,10%,8%,8%,9%,6%

--- BALANCE SHEET ---
,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,5,5,24,24,32,32,32,33,38,44,44
Reserves,21,29,49,134,161,248,415,973,"1,708","2,290","2,591"
Borrowings +,21,31,32,106,126,119,201,202,403,513,695
Other Liabilities +,36,40,55,78,141,462,782,632,719,933,"1,260"
Total Liabilities,82,104,160,343,460,861,"1,429","1,839","2,868","3,780","4,590"
Fixed Assets +,8,8,8,35,33,38,53,63,76,74,65
CWIP,-0,-0,-0,-0,-0,-0,10,1,1,3,0
Investments,2,25,39,42,36,67,8,6,149,355,228
Other Assets +,73,71,112,265,391,756,"1,358","1,769","2,643","3,350","4,296"
Total Assets,82,104,160,343,460,861,"1,429","1,839","2,868","3,780","4,590"

--- CASH FLOW ---
,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,10,14,22,49,68,236,409,-263,-310,6,-182
Cash from Investing Activity +,-2,-20,-43,-79,-68,-146,-74,79,-49,-192,106
Cash from Financing Activity +,3,7,20,56,18,-33,13,174,376,274,54
Net Cash Flow,11,2,0,26,18,56,347,-10,16,88,-22
Free Cash Flow,8,12,22,47,65,227,391,-275,-328,4,-186
CFO/OP,94%,109%,108%,112%,106%,188%,155%,-30%,-26%,22%,-11%

--- RATIOS ---
,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,91,52,52,23,14,2,2,11,3,7,9
Inventory Days,,,,,,,,,,620,-0
Days Payable,,,,,,,,,,"1,466",
Cash Conversion Cycle,91,52,52,23,14,2,2,11,3,-839,9
Working Capital Days,29,-116,-83,-211,-290,-188,-174,-139,-103,-138,-139
ROCE %,,28%,32%,26%,24%,36%,57%,52%,38%,21%,18%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,52.81%,52.81%,49.89%,53.19%,51.32%,50.44%,48.45%,48.67%,48.75%,48.61%,48.62%,48.62%
FIIs +,0.93%,0.97%,1.66%,2.68%,2.11%,1.91%,1.70%,1.88%,0.98%,0.72%,1.44%,1.54%
DIIs +,0.05%,0.02%,0.54%,0.58%,0.07%,0.12%,0.48%,1.05%,0.39%,0.40%,0.42%,0.47%
Public +,46.22%,46.20%,47.90%,43.56%,46.50%,47.53%,49.39%,48.39%,49.89%,50.26%,49.53%,49.38%
No. of Shareholders,"21,255","20,747","34,507","48,295","64,867","63,455","70,581","69,838","72,772","72,274","69,152","67,413"

--- CAGR BOXES ---




