--- ABOUT ---
Premier Explosives Limited is engaged in the manufacturing of industrial explosives and detonators. It also undertakes operation and maintenance (O&M) services of solid propellant plants at the Sriharikota Centre of ISRO and Solid Fuel Complex at Jagdalpur under the umbrella of DRDO. [1]

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"4,168",775,799,84.0

Book Value,Dividend Yield,ROCE,ROE
53.8,0.06,22.6,18.6

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,52.32,61.95,78.42,44.56,86.79,82.86,94.60,165.92,74.08,142.15,75.58,81.41,89.21
Expenses +,44.11,45.29,56.55,39.68,71.70,67.36,77.97,150.47,64.52,121.28,69.09,69.76,89.59
Operating Profit,8.21,16.66,21.87,4.88,15.09,15.50,16.63,15.45,9.56,20.87,6.49,11.65,-0.38
OPM %,15.69%,26.89%,27.89%,10.95%,17.39%,18.71%,17.58%,9.31%,12.90%,14.68%,8.59%,14.31%,-0.43%
Other Income +,0.14,0.30,0.41,2.88,0.56,1.17,1.06,0.22,0.51,1.89,21.87,0.43,12.75
Interest,2.73,2.81,3.26,2.26,2.18,3.18,2.54,3.99,1.11,1.02,0.73,0.91,0.72
Depreciation,2.47,2.70,2.79,3.06,2.97,2.81,2.87,2.87,2.93,2.92,2.93,3.02,2.82
Profit before tax,3.15,11.45,16.23,2.44,10.50,10.68,12.28,8.81,6.03,18.82,24.70,8.15,8.83
Tax %,22.54%,27.86%,28.16%,29.51%,35.43%,31.46%,31.35%,-4.88%,37.81%,18.44%,27.94%,25.28%,25.48%
Net Profit +,2.43,8.26,11.66,1.72,6.78,7.33,8.43,9.23,3.75,15.36,17.80,6.09,6.58
EPS in Rs,0.45,1.53,2.17,0.32,1.25,1.36,1.57,1.71,0.70,2.86,3.31,1.13,1.22
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,185,238,275,253,165,152,199,202,272,417,388
Expenses +,167,208,255,230,170,146,178,176,213,359,350
Operating Profit,18,30,20,23,-5,7,21,26,58,58,39
OPM %,10%,12%,7%,9%,-3%,4%,11%,13%,22%,14%,10%
Other Income +,-2,1,2,3,1,-8,3,2,4,2,37
Interest,4,4,5,6,6,7,7,9,10,11,3
Depreciation,3,4,4,4,5,6,10,10,12,11,12
Profit before tax,8,23,13,16,-15,-15,7,9,41,38,60
Tax %,32%,31%,37%,29%,-33%,-28%,25%,25%,30%,24%,24%
Net Profit +,6,16,8,11,-10,-11,5,7,28,29,46
EPS in Rs,1.28,3.55,1.53,2.11,-1.85,-2.03,0.99,1.28,5.27,5.34,8.52
Dividend Payout %,31%,17%,33%,26%,0%,0%,30%,26%,9%,2%,6%

--- BALANCE SHEET ---
,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,9,9,11,11,11,11,11,11,11,11,11
Reserves,57,116,188,199,186,174,179,184,209,235,278
Borrowings +,23,38,46,28,58,58,78,83,61,41,32
Other Liabilities +,41,56,64,61,53,51,54,78,160,242,162
Total Liabilities,130,220,309,299,307,294,322,356,442,528,483
Fixed Assets +,39,104,105,117,116,184,180,189,200,200,187
CWIP,2,4,16,35,62,2,4,2,3,3,26
Investments,5,0,0,0,0,0,0,0,0,0,0
Other Assets +,83,112,188,147,130,108,138,165,238,326,269
Total Assets,130,220,309,299,307,294,322,356,442,528,483

--- CASH FLOW ---
,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,10,-7,-24,50,-6,10,-2,21,79,118,-1
Cash from Investing Activity +,-4,-9,-46,-26,-14,-4,-11,-16,-25,-11,-27
Cash from Financing Activity +,-3,14,71,-24,20,-7,13,-6,-34,-34,-14
Net Cash Flow,3,-3,1,0,-0,-1,-0,-0,20,73,-42
Free Cash Flow,6,-15,-39,12,-36,-3,-15,7,56,105,-29
CFO/OP,77%,-5%,-86%,240%,84%,159%,-7%,73%,136%,223%,39%

--- RATIOS ---
,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,84,86,130,94,106,103,131,97,98,33,50
Inventory Days,80,102,84,84,180,182,142,335,290,235,168
Days Payable,43,38,48,64,81,84,79,66,51,178,68
Cash Conversion Cycle,121,150,166,114,205,202,193,365,336,90,150
Working Capital Days,27,49,77,61,25,17,16,18,29,-27,39
ROCE %,,22%,9%,9%,-4%,0%,5%,7%,18%,17%,23%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
