--- ABOUT ---
"Incorporated in 1954, Akzo Noble India Ltd is in the business of manufacturing, trading, and selling paints and related products. It also provides research and development services to its Holding Company and other group companies [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"14,991","3,292","3,916",41.5

Book Value,Dividend Yield,ROCE,ROE
538,1.52,22.7,19.1

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,951,999,956,"1,033",973,"1,036",982,"1,050","1,014",995,835,894,883
Expenses +,797,837,814,866,812,867,836,884,855,861,724,758,756
Operating Profit,155,162,142,166,162,169,146,167,159,134,111,136,127
OPM %,16%,16%,15%,16%,17%,16%,15%,16%,16%,14%,13%,15%,14%
Other Income +,6,8,9,8,10,10,9,6,3,9,"1,882",-14,67
Interest,6,3,3,3,3,2,2,3,2,3,2,3,4
Depreciation,22,19,21,20,22,22,22,23,22,18,18,19,20
Profit before tax,133,148,127,152,147,154,132,146,138,122,"1,972",101,170
Tax %,28%,26%,26%,25%,26%,26%,26%,26%,21%,26%,15%,27%,26%
Net Profit +,95,110,94,114,109,115,98,109,108,91,"1,683",74,126
EPS in Rs,20.95,24.13,20.68,24.99,23.87,25.16,21.50,23.85,23.80,19.98,369.52,16.32,27.60
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2009,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,856,"2,640","2,572","2,719","2,918","2,662","2,421","3,149","3,802","3,962","4,069","3,599"
Expenses +,"1,024","2,380","2,244","2,420","2,576","2,291","2,078","2,714","3,276","3,328","3,427","3,090"
Operating Profit,-168,260,329,299,342,370,343,434,526,633,642,509
OPM %,-20%,10%,13%,11%,12%,14%,14%,14%,14%,16%,16%,14%
Other Income +,571,110,65,240,43,41,21,23,26,35,27,"1,944"
Interest,3,2,3,4,4,9,10,14,14,12,10,12
Depreciation,21,54,54,58,65,79,76,76,82,82,89,75
Profit before tax,379,314,337,478,316,323,278,367,456,573,570,"2,366"
Tax %,22%,32%,27%,16%,33%,27%,25%,21%,26%,26%,25%,17%
Net Profit +,295,214,247,400,211,237,208,290,335,427,430,"1,974"
EPS in Rs,77.22,45.91,52.94,85.75,46.33,52.13,45.59,63.70,73.58,93.68,94.31,433.42
Dividend Payout %,21%,153%,42%,26%,52%,27%,110%,118%,88%,80%,106%,47%

--- BALANCE SHEET ---
,Mar 2009,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,38,47,47,47,46,46,46,46,46,46,46,46
Reserves,933,"1,116",963,"1,244","1,091","1,192","1,243","1,214","1,271","1,284","1,285","2,406"
Borrowings +,0,3,3,3,3,64,64,70,70,60,62,79
Other Liabilities +,361,878,872,939,959,"1,024","1,178","1,262","1,354","1,514","1,511","1,265"
Total Liabilities,"1,332","2,044","1,884","2,233","2,098","2,326","2,530","2,592","2,740","2,904","2,903","3,795"
Fixed Assets +,133,523,519,539,530,574,543,520,511,526,481,"1,613"
CWIP,2,9,23,27,17,16,16,42,73,119,67,49
Investments,915,600,336,573,377,84,0,0,0,0,0,0
Other Assets +,283,912,"1,007","1,094","1,174","1,652","1,970","2,030","2,157","2,259","2,355","2,133"
Total Assets,"1,332","2,044","1,884","2,233","2,098","2,326","2,530","2,592","2,740","2,904","2,903","3,795"

--- CASH FLOW ---
,Mar 2009,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,2,263,143,183,139,374,283,121,486,486,312,93
Cash from Investing Activity +,283,-156,225,-6,185,4,-225,230,-15,-87,122,804
Cash from Financing Activity +,-54,-113,-392,-126,-360,-157,-174,-346,-302,-439,-460,-875
Net Cash Flow,231,-6,-24,51,-36,221,-115,6,170,-41,-26,22
Free Cash Flow,208,234,68,80,97,326,255,58,382,367,206,"-1,034"
