--- ABOUT ---
"Incorporated in 2006, Tree House Education & Accessories Ltd provides education and related services, including leasing of education infrastructure. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
29.6,7.00,11.0,

Book Value,Dividend Yield,ROCE,ROE
42.7,0.00,-6.97,-5.36

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,5.21,1.95,2.09,2.19,1.94,2.18,2.09,1.88,1.88,1.44,1.06,1.06,0.62
Expenses +,9.82,1.96,1.78,1.95,2.33,1.51,1.73,1.65,1.66,1.13,1.08,1.08,12.31
Operating Profit,-4.61,-0.01,0.31,0.24,-0.39,0.67,0.36,0.23,0.22,0.31,-0.02,-0.02,-11.69
OPM %,-88.48%,-0.51%,14.83%,10.96%,-20.10%,30.73%,17.22%,12.23%,11.70%,21.53%,-1.89%,-1.89%,"-1,885.48%"
Other Income +,-1.65,0.41,0.00,0.00,0.32,0.07,0.00,0.03,0.03,0.06,0.00,0.00,0.84
Interest,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56
Depreciation,0.29,0.23,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.16,0.16,0.16,1.31
Profit before tax,-6.64,0.17,0.13,0.06,-0.25,0.57,0.19,0.09,0.08,0.21,-0.18,-0.18,-12.72
Tax %,-111.75%,588.24%,769.23%,"1,483.33%",400.00%,161.40%,468.42%,944.44%,"1,062.50%",23.81%,-44.44%,-27.78%,-28.85%
Net Profit +,0.78,-0.83,-0.87,-0.83,-1.25,-0.35,-0.70,-0.76,-0.77,0.16,-0.10,-0.13,-9.05
EPS in Rs,0.18,-0.20,-0.21,-0.20,-0.30,-0.08,-0.17,-0.18,-0.18,0.04,-0.02,-0.03,-2.14
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,207.47,209.35,59.27,7.00,3.66,2.76,5.29,6.00,10.01,8.02,7.10,3.99
Expenses +,88.85,142.92,79.11,9.48,4.28,4.95,7.12,6.80,9.18,7.87,10.38,15.72
Operating Profit,118.62,66.43,-19.84,-2.48,-0.62,-2.19,-1.83,-0.80,0.83,0.15,-3.28,-11.73
OPM %,57.17%,31.73%,-33.47%,-35.43%,-16.94%,-79.35%,-34.59%,-13.33%,8.29%,1.87%,-46.20%,-293.98%
Other Income +,7.15,11.37,-84.93,-46.73,0.03,6.76,-8.48,-2.36,-7.71,0.73,0.91,0.34
Interest,14.21,16.72,10.75,5.53,5.11,4.17,5.46,6.25,6.38,0.00,0.00,0.56
Depreciation,27.17,45.06,49.92,52.60,32.45,29.10,24.65,17.01,38.82,0.78,0.68,1.77
Profit before tax,84.39,16.02,-165.44,-107.34,-38.15,-28.70,-40.42,-26.42,-52.08,0.10,-3.05,-13.72
Tax %,28.27%,59.11%,-1.40%,-9.40%,-0.18%,-1.92%,-0.32%,2.95%,-14.27%,"3,900.00%",463.93%,-27.33%
Net Profit +,60.54,6.56,-163.13,-97.25,-38.08,-28.16,-40.30,-27.21,-44.66,-3.79,-17.19,-9.97
EPS in Rs,14.31,1.55,-38.56,-22.98,-9.00,-6.66,-9.52,-6.43,-10.56,-0.90,-4.06,-2.36
Dividend Payout %,13.98%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,42.31,42.31,42.31,42.31,42.31,42.31,42.31,42.31,42.31,42.31,42.31,42.31
Reserves,602.20,611.84,450.42,347.62,309.60,281.44,244.16,214.34,169.68,165.89,148.70,138.40
Borrowings +,105.82,98.91,76.73,79.86,72.73,28.71,33.40,19.87,0.33,0.02,0.03,6.00
Other Liabilities +,52.93,40.88,31.16,20.44,21.36,14.96,14.56,9.63,8.08,4.59,5.32,4.71
Total Liabilities,803.26,793.94,600.62,490.23,446.00,367.42,334.43,286.15,220.40,212.81,196.36,191.42
Fixed Assets +,328.14,471.42,337.04,260.02,226.56,155.16,133.84,79.13,15.22,14.82,10.47,14.41
CWIP,24.81,4.67,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.00,0.00
Investments,0.26,0.00,10.60,9.77,12.76,12.76,12.75,12.74,12.74,12.67,12.71,13.38
Other Assets +,450.05,317.85,252.98,220.44,206.68,199.50,187.84,194.28,191.73,185.32,173.18,163.63
Total Assets,803.26,793.94,600.62,490.23,446.00,367.42,334.43,286.15,220.40,212.81,196.36,191.42

--- CASH FLOW ---
