--- ABOUT ---
"AHCL has been manufacturing ayurvedic balm for pain management since 1893, and is currently managed by the third-generation of promoters. The company is more than 120 years old and is into OTC products in the segments of pain management, women's hygiene, and packaged fruit juice drink. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,577",545,791,77.4

Book Value,Dividend Yield,ROCE,ROE
37.2,0.84,31.4,20.0

Face Value
1.00

--- QUARTERLY RESULTS ---
""
Sales +
Expenses +
Operating Profit
OPM %
Other Income +
Interest
Depreciation
Profit before tax
Tax %
Net Profit +
EPS in Rs
Raw PDF

--- ANNUAL RESULTS ---
,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016
Sales +,67,69,71,87,86,101,136,131,134,158,177
Expenses +,53,53,60,182,76,88,118,113,112,134,145
Operating Profit,13,16,11,-95,10,13,18,17,22,24,31
OPM %,20%,23%,16%,-109%,12%,13%,13%,13%,16%,15%,18%
Other Income +,1,-2,0,220,10,5,4,4,3,4,5
Interest,1,1,1,0,0,1,3,2,2,1,0
Depreciation,3,2,2,2,1,2,3,4,4,3,3
Profit before tax,11,11,9,123,19,15,16,15,19,24,33
Tax %,45%,46%,42%,25%,38%,34%,39%,35%,36%,38%,37%
Net Profit +,6,6,5,92,11,10,10,10,12,15,21
EPS in Rs,,,,29.80,,,3.32,3.47,4.26,5.10,7.05
Dividend Payout %,22%,32%,45%,19%,40%,45%,45%,43%,38%,34%,27%

--- BALANCE SHEET ---
,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016
Equity Capital,3,3,3,3,3,3,3,3,3,3,3
Reserves,15,20,23,90,94,98,74,79,86,92,106
Borrowings +,6,8,8,1,1,30,22,15,8,2,2
Other Liabilities +,13,10,14,17,20,26,25,27,23,26,29
Total Liabilities,37,41,48,111,118,157,124,124,120,124,140
Fixed Assets +,16,13,20,16,16,52,33,30,27,24,29
CWIP,0,3,3,2,7,0,1,1,1,4,1
Investments,0,0,0,0,46,42,29,25,9,9,9
Other Assets +,21,26,25,92,50,62,62,69,83,87,102
Total Assets,37,41,48,111,118,157,124,124,120,124,140

--- CASH FLOW ---
,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016
Cash from Operating Activity +,10,11,5,6,11,6,4,9,17,18,21
Cash from Investing Activity +,3,-4,-8,89,-47,-29,14,13,16,-5,4
Cash from Financing Activity +,-12,-1,-2,-30,-8,20,-27,-14,-14,-12,-13
Net Cash Flow,1,6,-5,65,-43,-4,-9,8,20,1,12
Free Cash Flow,12,7,-3,89,6,-5,-0,8,17,13,19
CFO/OP,103%,116%,61%,-13%,195%,79%,48%,81%,114%,117%,103%

--- RATIOS ---
,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016
Debtor Days,42,26,40,54,43,43,47,79,68,64,57
Inventory Days,93,121,117,52,84,87,74,66,56,50,49
Days Payable,80,76,76,69,122,90,76,56,44,45,51
Cash Conversion Cycle,55,71,81,37,5,40,45,88,80,69,55
Working Capital Days,48,52,67,44,36,-52,14,29,43,44,50
ROCE %,,54%,29%,28%,18%,14%,16%,18%,23%,26%,31%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,50.03%,50.59%,50.59%,50.59%,50.58%,46.52%,46.52%,46.52%,46.52%,46.52%,46.52%,46.52%
FIIs +,0.69%,0.75%,0.80%,1.38%,1.55%,2.34%,2.30%,2.30%,2.41%,2.38%,2.27%,2.17%
DIIs +,7.22%,7.10%,7.24%,7.29%,7.32%,10.60%,11.13%,11.41%,12.70%,12.90%,13.00%,12.66%
Public +,41.87%,41.39%,41.19%,40.66%,40.47%,40.50%,40.01%,39.75%,38.34%,38.16%,38.18%,38.61%
Others +,0.18%,0.18%,0.18%,0.07%,0.07%,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%
No. of Shareholders,"71,428","72,002","68,404","62,664","57,169","54,536","53,856","51,674","49,431","47,954","46,675","45,805"

--- CAGR BOXES ---




