--- ABOUT ---
"Rail Vikas Nigam Ltd was Incorporated in 2003 by the Govt. of India, it is engaged in the business of implementing various types of Rail infrastructure projects assigned by MoR including doubling, gauge conversion, new lines, railway electrification, major bridges, workshops, Production Units and sharing of freight revenue with Railways as per the concession agreement entered into with Ministry of Railway. [1] [2]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"50,872",244,406,58.2

Book Value,Dividend Yield,ROCE,ROE
47.1,0.70,10.8,9.02

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"5,720","5,572","4,914","4,689","6,714","4,074","4,855","4,567","6,427","3,909","5,123","4,684","6,696"
Expenses +,"5,345","5,222","4,616","4,440","6,258","3,892","4,599","4,328","5,994","3,856","4,906","4,464","6,427"
Operating Profit,374,349,298,249,456,182,256,239,433,53,217,221,269
OPM %,7%,6%,6%,5%,7%,4%,5%,5%,7%,1%,4%,5%,4%
Other Income +,274,289,320,358,323,264,281,326,236,238,234,308,89
Interest,146,146,133,139,150,137,141,145,117,108,100,105,98
Depreciation,6,6,6,5,4,7,7,7,9,9,9,9,10
Profit before tax,496,487,480,463,625,302,389,413,543,173,342,415,250
Tax %,28%,30%,18%,22%,23%,26%,26%,25%,16%,23%,33%,22%,27%
Net Profit +,359,343,394,359,478,224,287,312,455,134,231,324,182
EPS in Rs,1.72,1.64,1.89,1.72,2.30,1.07,1.38,1.49,2.18,0.65,1.10,1.55,0.90
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"3,147","4,540","5,915","7,597","10,069","14,531","15,404","19,382","20,282","21,879","19,923","20,412"
Expenses +,"3,001","4,323","5,688","7,215","9,538","13,757","14,524","18,199","19,035","20,525","18,798","19,645"
Operating Profit,146,217,228,382,531,773,880,"1,183","1,246","1,354","1,125",767
OPM %,5%,5%,4%,5%,5%,5%,6%,6%,6%,6%,6%,4%
Other Income +,123,180,356,331,366,246,808,831,"1,077","1,266","1,095",869
Interest,15,23,35,45,52,41,458,564,581,568,540,419
Depreciation,5,5,5,5,6,20,23,21,22,21,31,36
Profit before tax,248,370,543,664,839,958,"1,207","1,430","1,719","2,030","1,650","1,181"
Tax %,16%,19%,18%,14%,18%,21%,18%,22%,22%,24%,22%,26%
Net Profit +,337,429,443,570,688,757,992,"1,110","1,342","1,551","1,282",871
EPS in Rs,1.62,2.06,2.13,2.73,3.30,3.63,4.76,5.32,6.44,7.44,6.15,4.20
Dividend Payout %,11%,9%,58%,29%,27%,31%,33%,34%,33%,28%,28%,41%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,"2,085","2,085","2,085","2,085","2,085","2,085","2,085","2,085","2,085","2,085","2,085","2,085"
Reserves,975,"1,337","1,472","1,839","2,311","3,034","3,551","4,240","5,161","6,637","7,486","7,737"
Borrowings +,"2,514","2,624","2,437","2,259","3,024","4,257","5,931","6,643","6,441","6,033","5,419","4,818"
Other Liabilities +,"10,561","16,169","2,866","2,101","4,669","3,019","2,654","7,097","4,656","4,822","5,492","7,062"
Total Liabilities,"16,135","22,216","8,860","8,284","12,089","12,395","14,221","20,066","18,344","19,577","20,482","21,702"
Fixed Assets +,6,6,8,249,279,305,292,380,355,367,"1,027","1,025"
CWIP,2,6,13,21,11,25,53,1,1,94,0,0
Investments,896,"1,024","1,089","1,231","1,586","1,588","1,730","1,810","1,904","2,381","2,559","2,645"
Other Assets +,"15,232","21,180","7,751","6,783","10,212","10,476","12,145","17,875","16,084","16,735","16,895","18,032"
Total Assets,"16,135","22,216","8,860","8,284","12,089","12,395","14,221","20,066","18,344","19,577","20,482","21,702"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,113,652,571,-363,-695,-962,419,"4,793","-4,064","2,956","1,878","-1,894"
Cash from Investing Activity +,-29,100,-25,36,320,124,312,"-1,431","1,355","-1,402","1,629",942
Cash from Financing Activity +,-152,-182,-668,-581,319,827,416,-189,"-1,048","-1,287","-1,484","-1,619"
Net Cash Flow,-68,570,-123,-908,-56,-11,"1,148","3,173","-3,757",267,"2,023","-2,571"
Free Cash Flow,104,634,385,-454,-721,-983,277,"4,678","-4,125","2,630","1,447","-1,953"
CFO/OP,112%,543%,372%,-66%,-101%,-105%,65%,430%,-295%,252%,208%,-209%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,22,39,30,34,23,21,23,18,17,18,27,96
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,22,39,30,34,23,21,23,18,17,18,27,96
Working Capital Days,267,50,21,70,99,122,129,15,49,34,39,98
ROCE %,,7%,9%,12%,13%,12%,16%,16%,17%,18%,15%,11%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,78.20%,72.84%,72.84%,72.84%,72.84%,72.84%,72.84%,72.84%,72.84%,72.84%,72.84%,72.84%
FIIs +,1.75%,2.32%,2.59%,2.32%,3.13%,5.05%,5.10%,5.07%,4.89%,4.66%,4.97%,4.86%
DIIs +,5.75%,5.83%,6.08%,6.18%,6.77%,6.33%,6.16%,6.21%,6.38%,6.39%,6.37%,6.42%
Government +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%
Public +,14.30%,19.01%,18.50%,18.66%,17.25%,15.78%,15.89%,15.87%,15.89%,16.08%,15.79%,15.87%
No. of Shareholders,"8,86,922","13,41,098","13,97,699","18,44,551","20,74,709","22,96,188","23,17,903","23,71,568","22,90,745","22,79,946","22,07,488","21,90,491"

--- CAGR BOXES ---




