--- ABOUT ---
"Shriram Pistons & Rings Ltd is primarily engaged in the manufacturing of pistons, piston pins, piston rings and engine valves for various automotive companies in the domestic and export markets. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"16,473","3,740","3,870",28.8

Book Value,Dividend Yield,ROCE,ROE
659,0.27,21.0,21.6

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,701,716,752,766,856,837,876,848,988,963,"1,016","1,023","1,456"
Expenses +,566,570,594,604,679,672,699,677,778,768,809,817,"1,188"
Operating Profit,135,146,158,161,177,165,178,170,210,195,207,206,268
OPM %,19%,20%,21%,21%,21%,20%,20%,20%,21%,20%,20%,20%,18%
Other Income +,16,19,23,19,24,26,30,27,27,28,26,8,23
Interest,6,6,7,8,9,9,9,8,8,9,8,12,33
Depreciation,24,23,22,29,34,30,31,31,28,32,33,33,52
Profit before tax,121,136,151,143,158,154,168,159,201,183,192,169,206
Tax %,25%,26%,25%,25%,26%,24%,25%,24%,25%,26%,26%,26%,23%
Net Profit +,91,101,113,108,116,117,126,121,152,135,142,126,159
EPS in Rs,20.67,23.17,25.80,24.37,27.15,26.22,28.33,27.20,33.26,30.35,31.76,27.92,35.48
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"1,244","1,393","1,463","1,729","1,955","1,607","1,597","2,065","2,609","3,089","3,550","4,459"
Expenses +,"1,054","1,161","1,207","1,436","1,660","1,425","1,381","1,760","2,149","2,447","2,826","3,583"
Operating Profit,190,232,255,293,295,182,216,304,460,642,724,876
OPM %,15%,17%,17%,17%,15%,11%,14%,15%,18%,21%,20%,20%
Other Income +,17,18,26,24,22,20,19,29,47,85,111,86
Interest,32,26,20,16,14,12,13,11,19,30,34,62
Depreciation,96,93,90,90,94,103,103,102,95,108,120,149
Profit before tax,79,131,171,211,209,86,120,220,393,589,682,750
Tax %,28%,30%,31%,34%,34%,15%,26%,26%,25%,26%,24%,25%
Net Profit +,57,92,118,139,138,73,89,164,294,439,516,561
EPS in Rs,12.82,20.50,26.42,31.07,30.97,16.34,19.85,37.18,66.70,100.47,115.02,125.43
Dividend Payout %,14%,10%,13%,16%,16%,18%,15%,13%,11%,10%,9%,8%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,22,22,22,22,22,22,22,22,22,44,44,44
Reserves,585,673,772,891,"1,004","1,048","1,126","1,233","1,505","1,882","2,350","2,857"
Borrowings +,310,289,226,179,97,135,146,157,333,487,508,"1,968"
Other Liabilities +,272,308,334,398,445,352,409,438,551,723,821,"1,283"
Total Liabilities,"1,189","1,292","1,354","1,491","1,568","1,558","1,704","1,850","2,412","3,136","3,723","6,153"
Fixed Assets +,667,597,577,555,613,741,703,689,772,934,"1,203","3,021"
CWIP,4,6,9,11,17,19,8,6,5,31,58,51
Investments,0,18,8,20,6,61,34,32,72,115,36,135
Other Assets +,518,672,760,904,934,737,959,"1,124","1,563","2,056","2,425","2,946"
Total Assets,"1,189","1,292","1,354","1,491","1,568","1,558","1,704","1,850","2,412","3,136","3,723","6,153"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,129,255,183,175,157,297,190,219,395,487,434,625
Cash from Investing Activity +,-45,-67,-55,-65,-157,-214,-10,-56,-476,-422,-385,"-1,815"
Cash from Financing Activity +,-111,-113,-89,-88,-61,-111,-28,-91,93,-42,-61,"1,252"
Net Cash Flow,-27,75,39,21,-62,-28,152,72,12,23,-11,63
Free Cash Flow,85,205,111,104,-18,126,145,158,273,340,266,437
CFO/OP,81%,128%,92%,84%,76%,182%,99%,91%,108%,100%,83%,91%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,63,58,59,68,66,54,74,63,55,56,60,68
Inventory Days,196,175,213,190,184,182,175,155,113,114,116,111
Days Payable,129,157,185,178,144,144,184,142,97,104,101,121
Cash Conversion Cycle,130,75,87,80,107,92,65,75,71,66,75,58
Working Capital Days,44,36,38,41,64,44,44,44,27,21,29,11
ROCE %,12%,16%,19%,21%,20%,8%,11%,17%,24%,28%,26%,21%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
