--- ABOUT ---
"Incorporated in 1995, Ind-Swift Laboratories Ltd is in the business of Bulk Drugs & Pharmaceuticals [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,629",187,190,32.9

Book Value,Dividend Yield,ROCE,ROE
159,0.00,4.70,3.87

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,304,310,290,288,529,33,12,129,138,153,153,151,170
Expenses +,241,250,224,236,437,43,24,135,147,149,151,147,149
Operating Profit,64,60,66,52,91,-10,-12,-7,-9,4,1,4,21
OPM %,21%,19%,23%,18%,17%,-29%,-99%,-5%,-7%,2%,1%,3%,12%
Other Income +,-16,6,7,7,458,11,13,16,220,15,18,22,-3
Interest,22,20,21,21,3,0,0,10,-27,1,2,1,-2
Depreciation,9,14,13,14,20,0,0,6,7,7,7,9,8
Profit before tax,16,32,39,24,527,1,1,-7,230,10,10,16,12
Tax %,255%,45%,18%,19%,6%,-3%,31%,-16%,4%,17%,22%,42%,-26%
Net Profit +,-25,17,32,19,494,1,0,-5,222,9,8,10,15
EPS in Rs,-4.25,2.92,5.36,3.29,83.55,0.16,0.07,-0.93,36.67,1.45,0.98,1.17,1.74
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,660,653,716,765,757,780,891,"1,039","1,207","1,709",562,641
Expenses +,571,546,610,631,630,635,709,837,978,"1,403",581,596
Operating Profit,89,107,106,134,126,144,183,202,229,306,-19,45
OPM %,13%,16%,15%,18%,17%,19%,21%,19%,19%,18%,-3%,7%
Other Income +,-31,1,15,16,120,33,23,37,7,476,305,36
Interest,117,106,88,28,92,107,100,96,92,104,3,1
Depreciation,84,85,88,87,104,90,87,131,57,80,24,31
Profit before tax,-143,-83,-55,36,50,-20,18,13,87,598,258,49
Tax %,-17%,-29%,-29%,39%,42%,7%,117%,117%,45%,10%,3%,16%
Net Profit +,-119,-59,-39,22,29,-21,-3,-2,48,539,250,41
EPS in Rs,-29.14,-14.33,-8.75,4.85,6.09,-3.59,-0.53,-0.36,8.06,91.18,41.32,4.77
Dividend Payout %,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,42,42,45,46,48,60,60,60,60,67,69,87
Reserves,553,476,486,507,540,581,544,541,622,745,"1,104","1,297"
Borrowings +,"1,413","1,457","1,242","1,083","1,148","1,031","1,005",953,862,217,41,18
Other Liabilities +,236,240,364,387,188,198,210,247,280,432,224,271
Total Liabilities,"2,244","2,215","2,138","2,023","1,924","1,870","1,818","1,801","1,824","1,460","1,438","1,673"
Fixed Assets +,"1,117","1,099","1,042",934,914,843,753,630,587,192,273,306
CWIP,113,78,70,69,20,11,19,10,8,51,-0,10
Investments,18,18,18,18,19,17,36,29,30,112,213,248
Other Assets +,997,"1,020","1,007","1,002",972,998,"1,011","1,131","1,199","1,106",952,"1,110"
Total Assets,"2,244","2,215","2,138","2,023","1,924","1,870","1,818","1,801","1,824","1,460","1,438","1,673"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,98,79,96,73,-64,125,135,150,195,-187,-25,-70
Cash from Investing Activity +,-35,-29,-31,-17,-12,-9,-10,5,-13,-28,-110,-73
Cash from Financing Activity +,-64,-48,-69,-62,100,-133,-124,-141,-186,657,69,142
Net Cash Flow,-1,3,-4,-6,23,-17,1,14,-4,443,-66,-1
Free Cash Flow,59,49,63,52,-79,114,131,137,182,-250,-51,-156
CFO/OP,111%,74%,90%,54%,-51%,87%,74%,74%,85%,-61%,131%,-140%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,215,208,182,194,169,186,177,160,153,67,107,113
Inventory Days,312,368,305,291,284,315,301,288,242,31,145,191
Days Payable,120,137,91,118,114,124,111,118,113,122,140,188
Cash Conversion Cycle,407,439,396,367,339,377,367,330,282,-24,112,116
Working Capital Days,141,-26,-97,-49,217,248,253,253,234,7,115,165
ROCE %,1%,2%,2%,4%,4%,5%,7%,7%,13%,21%,1%,5%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,42.01%,42.01%,42.01%,42.01%,42.01%,42.01%,42.01%,40.94%,40.94%,39.49%,39.49%,43.00%
FIIs +,0.08%,0.17%,0.31%,0.26%,1.27%,0.65%,0.46%,3.07%,4.27%,14.80%,14.33%,13.88%
DIIs +,19.49%,19.49%,18.73%,8.03%,0.94%,0.94%,0.94%,0.91%,0.91%,0.68%,0.68%,0.00%
Public +,38.44%,38.34%,38.96%,49.72%,55.81%,56.41%,56.61%,55.08%,53.88%,45.02%,45.50%,43.14%
No. of Shareholders,"22,962","25,405","24,633","22,439","25,461","28,883","28,752","28,117","28,709","43,780","42,121","39,222"

--- CAGR BOXES ---




