ticker,sales_y1,sales_y2,sales_y3,sales_q1,sales_q2,net_profit_y1,net_profit_y2,opm_y1,opm_y2,operating_profit_y1,interest_y1,share_capital_y1,share_capital_y2,borrowings_y1,borrowings_y2,fixed_assets_y1,fixed_assets_y2,cwip_y1,cwip_y2,cfo_y1,roce_y1,roce_y2,ccc_y1,ccc_y2,promoter_q1,promoter_q2,fii_q1,fii_q2,dii_q1,dii_q2,market_cap,stock_pe,dividend_yield,other_income_y1,debtor_days_y1,debtor_days_y2,days_payable_y1,days_payable_y2,valuation_context,earnings_quality_analysis,pricing_power_analysis,secondary_red_flags,classification,qualification_reason
MAHEPC,312.0,273.0,262.0,107.0,93.47,13.0,7.0,7.0,5.0,22.0,3.0,28.0,28.0,45.0,25.0,19.0,20.0,0.0,0.0,-16.0,10.0,7.0,103.0,145.0,54.2,54.2,0.02,0.01,0.0,0.0,326.0,23.0,0.0,2.0,254.0,232.0,0.0,0.0,Micro/Small-Cap (₹326.0Cr) trading at fair/standard multiple (PE: 23.0).,Standard Quality: Earnings driven by core operations. No dividend paid.,Neutral: Trade working capital is stable.,"Debt exceeds hard physical assets | Passed survival, but currently burning operating cash flow",EARLY INFLECTION,"Track A. Fired: Working Capital Squeeze, Margin Turnaround, Smart Money Creep"
