--- ABOUT ---
"Sona BLW Precision Forgings is an India-based automotive technology company. The company is engaged in designing, manufacturing and supplying engineered automotive systems and components such as differential assemblies, gears, conventional and micro-hybrid motors, BSG systems and EV Traction motors across all vehicle categories. The company develops mechanical and electrical hardware systems, components as well as base and application software solutions."

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"38,180",614,622,56.3

Book Value,Dividend Yield,ROCE,ROE
96.2,0.55,14.8,11.8

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,743,731,787,782,884,891,922,868,865,854,"1,138","1,200","1,258"
Expenses +,543,529,567,549,637,642,670,634,633,648,854,904,962
Operating Profit,200,203,220,233,247,249,252,234,231,206,284,296,296
OPM %,27%,28%,28%,30%,28%,28%,27%,27%,27%,24%,25%,25%,24%
Other Income +,3,3,4,-0,9,9,13,41,53,32,21,-14,33
Interest,5,5,6,7,7,9,11,6,5,5,5,5,8
Depreciation,48,51,53,56,60,61,63,67,65,67,72,75,74
Profit before tax,150,150,164,169,189,189,192,203,215,165,228,201,247
Tax %,20%,25%,24%,21%,21%,25%,25%,26%,24%,26%,25%,25%,24%
Net Profit +,120,112,124,134,148,142,144,151,164,122,170,150,187
EPS in Rs,2.05,1.91,2.12,2.26,2.54,2.42,2.32,2.43,2.64,2.01,2.78,2.43,3.09
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,612,699,"1,038","1,566","2,131","2,676","3,185","3,546","4,449"
Expenses +,450,499,795,"1,125","1,571","1,980","2,282","2,579","3,368"
Operating Profit,162,200,243,441,560,696,902,967,"1,081"
OPM %,26%,29%,23%,28%,26%,26%,28%,27%,24%
Other Income +,3,76,237,-12,32,8,15,116,72
Interest,19,18,26,33,18,17,26,30,23
Depreciation,23,31,67,97,142,178,220,254,288
Profit before tax,122,228,387,300,432,509,671,798,842
Tax %,37%,24%,7%,28%,16%,22%,23%,25%,25%
Net Profit +,78,173,360,215,362,395,518,600,629
EPS in Rs,27.93,62.40,76.42,3.76,6.19,6.75,8.82,9.67,10.29
Dividend Payout %,0%,0%,55%,504%,25%,42%,35%,33%,33%

--- BALANCE SHEET ---
,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,28,28,47,573,584,585,586,622,622
Reserves,-28,146,"1,131",803,"1,416","1,705","2,064","4,873","5,361"
Borrowings +,614,163,366,447,151,295,412,202,442
Other Liabilities +,869,"1,295",307,375,444,474,802,840,"1,039"
Total Liabilities,"1,484","1,633","1,851","2,198","2,596","3,060","3,865","6,537","7,464"
Fixed Assets +,793,291,"1,065","1,217","1,384","1,588","1,951","2,127","3,938"
CWIP,18,13,90,83,147,91,364,419,136
Investments,1,0,2,0,7,233,42,864,550
Other Assets +,672,"1,328",694,898,"1,058","1,149","1,509","3,126","2,841"
Total Assets,"1,484","1,633","1,851","2,198","2,596","3,060","3,865","6,537","7,464"

--- CASH FLOW ---
,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,149,155,253,143,445,533,693,775,659
Cash from Investing Activity +,-138,204,-954,-156,-352,-562,-471,"-1,762","-1,571"
Cash from Financing Activity +,-13,-346,767,-67,-64,19,-175,"1,944",-1
Net Cash Flow,-2,13,66,-80,29,-10,47,957,-913
Free Cash Flow,61,13,41,-75,101,198,374,360,180
CFO/OP,117%,102%,116%,44%,89%,92%,94%,98%,78%

--- RATIOS ---
,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,168,79,82,97,76,83,74,73,94
Inventory Days,619,121,161,173,140,97,92,82,107
Days Payable,719,123,95,127,85,74,79,77,80
Cash Conversion Cycle,68,77,148,143,132,105,87,78,121
Working Capital Days,8,-35,48,79,87,62,50,118,156
ROCE %,,51%,19%,21%,22%,22%,24%,18%,15%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,29.76%,29.76%,29.71%,29.71%,29.71%,28.04%,28.03%,28.02%,28.02%,28.02%,28.02%,28.01%
FIIs +,31.68%,33.35%,32.88%,32.93%,32.03%,33.55%,33.25%,29.91%,29.75%,23.47%,23.89%,23.70%
DIIs +,28.20%,27.50%,27.90%,28.77%,29.50%,30.95%,31.15%,34.43%,34.60%,40.13%,40.74%,41.46%
Public +,10.35%,9.39%,9.51%,8.59%,8.75%,7.44%,7.57%,7.62%,7.64%,8.37%,7.35%,6.82%
No. of Shareholders,"4,70,818","4,43,173","4,40,928","4,12,728","4,24,896","3,99,335","4,05,093","4,08,859","4,05,414","4,28,049","4,04,507","3,78,653"

--- CAGR BOXES ---




