--- ABOUT ---
"Incorporated in 1986, Jindal Photo Ltd  holds Investments in the Securities of Group Companies and provides Management Consultancy [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,143","1,114","1,635",

Book Value,Dividend Yield,ROCE,ROE
992,0.00,-1.38,-2.29

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,7.78,0.45,0.45,0.43,18.97,0.63,0.81,0.48,0.54,0.54,10.94,0.64,0.46
Expenses +,0.12,0.12,0.14,0.09,0.09,0.10,0.08,0.13,0.09,0.09,0.13,116.18,4.75
Operating Profit,7.66,0.33,0.31,0.34,18.88,0.53,0.73,0.35,0.45,0.45,10.81,-115.54,-4.29
OPM %,98.46%,73.33%,68.89%,79.07%,99.53%,84.13%,90.12%,72.92%,83.33%,83.33%,98.81%,"-18,053.12%",-932.61%
Other Income +,45.52,33.57,45.89,90.09,80.69,48.13,125.23,25.51,29.81,53.34,40.66,0.01,0.01
Interest,1.40,0.36,0.37,0.36,3.41,1.23,1.22,1.23,1.23,1.34,1.33,1.34,1.34
Depreciation,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.01
Profit before tax,51.77,33.53,45.82,90.05,96.15,47.42,124.73,24.61,29.02,52.44,50.13,-116.89,-5.63
Tax %,-0.27%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,0.03%,-0.00%,-0.69%,0.11%,5.37%,0.04%,0.53%
Net Profit +,51.91,33.53,45.82,90.05,96.15,47.42,124.69,24.61,29.22,52.38,47.44,-116.94,-5.66
EPS in Rs,50.40,32.55,44.49,87.43,93.35,46.04,121.06,23.89,28.37,50.85,46.06,-113.53,-5.50
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,21,"1,412",-0,-0,1,0,0,0,8,20,2,13
Expenses +,22,"1,188",5,0,1,1,0,0,0,0,0,27
Operating Profit,-1,223,-5,-0,-0,-0,-0,-0,7,20,2,-15
OPM %,-7%,16%,,,-10%,-308%,-24%,-167%,94%,98%,84%,-116%
Other Income +,6,13,5,-0,2,0,0,638,164,250,229,0
Interest,60,750,1,-0,4,4,5,5,6,4,5,5
Depreciation,5,169,0,0,0,0,0,0,0,0,0,0
Profit before tax,-61,-684,-0,-1,-2,-5,-5,632,166,266,226,-20
Tax %,1%,-43%,400%,7%,26%,-28%,-9%,-0%,-1%,-0%,-0%,14%
Net Profit +,-63,-355,-0,-2,-3,-3,-4,634,167,266,226,-23
EPS in Rs,-29.90,-205.00,-0.04,-2.33,-2.83,-3.30,-4.33,615.25,162.29,257.82,219.36,-22.13
Dividend Payout %,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,10,10,10,10,10,10,10,10,10,10,10,10
Reserves,125,-86,22,5,19,14,15,"1,814","1,982","2,250",958,"1,011"
Borrowings +,"5,396","5,843",66,66,48,53,57,63,68,55,59,65
Other Liabilities +,"1,683","1,965",20,20,24,22,23,21,19,19,20,157
Total Liabilities,"7,214","7,732",118,101,102,99,105,"1,908","2,080","2,335","1,048","1,243"
Fixed Assets +,"6,729","6,785",5,5,4,4,4,4,4,4,4,4
CWIP,19,18,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
Investments,58,92,55,39,40,37,42,"1,846","2,019","2,273",987,"1,181"
Other Assets +,409,836,58,58,57,58,59,58,58,58,58,58
Total Assets,"7,214","7,732",118,101,102,99,105,"1,908","2,080","2,335","1,048","1,243"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,639,-258,-4,0,-1,-0,-0,-0,-1,-0,0,7
Cash from Investing Activity +,"-1,053",-348,-121,-0,1,0,2,-1,0,0,-0,-7
Cash from Financing Activity +,520,600,-3,-0,-0,-0,-0,-0,-0,-0,-0,-0
Net Cash Flow,107,-6,-129,0,-0,0,1,-2,-0,0,-0,0
Free Cash Flow,-477,-476,-4,0,-0,-0,-0,-0,-1,-0,0,7
CFO/OP,"-44,163%",-115%,76%,-47%,743%,90%,67%,97%,-7%,-2%,5%,-68%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,264,23,,,-0,-0,-0,-0,-0,-0,-0,-0
Inventory Days,"2,153",59,,,,,,,,,,
Days Payable,"12,202",238,,,,,,,,,,
Cash Conversion Cycle,"-9,786",-157,,,-0,-0,-0,-0,-0,-0,-0,-0
Working Capital Days,"-22,569",-233,,,"17,359","91,166","32,100","66,227","1,516",588,"4,852",947
ROCE %,-0%,1%,0%,0%,-0%,-0%,-0%,65%,9%,12%,14%,-1%

