--- ABOUT ---
"Bengal & Assam Company Limited is a Core Investment Company registered with the RBI. Its objective is to hold investments in its subsidiaries, other group companies, money market mutual funds etc., as prescribed by the RBI. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"7,199","6,313","9,200 / 5,312",8.67

Book Value,Dividend Yield,ROCE,ROE
"9,372",0.79,3.96,8.12

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue +,"4,103","4,241","4,377","3,777",523,528,590,489,521,573,642,531,630
Interest,135,129,119,106,10,10,10,11,13,12,13,11,14
Expenses +,"3,622","3,710","3,697","3,224",413,445,432,421,428,472,451,494,576
Financing Profit,346,402,561,447,100,73,148,57,80,88,178,26,40
Financing Margin %,8%,9%,13%,12%,19%,14%,25%,12%,15%,15%,28%,5%,6%
Other Income +,201,18,14,"3,098",29,17,24,39,31,27,39,22,20
Depreciation,120,120,122,114,17,17,17,17,17,16,16,16,17
Profit before tax,427,299,452,"3,431",111,73,154,80,93,99,201,33,44
Tax %,19%,33%,32%,11%,25%,28%,20%,29%,28%,28%,20%,22%,42%
Net Profit +,345,378,437,"3,062",317,256,128,140,231,258,226,156,204
EPS in Rs,253.91,263.66,283.68,"2,622.08",275.57,219.90,112.86,117.57,197.56,219.05,191.94,134.98,178.04
Gross NPA %,,,,,,,,,,,,,
Net NPA %,,,,,,,,,,,,,
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue +,"1,371","1,438","1,560","1,531","12,534","11,119","10,439","13,609","16,521","12,962","2,187","2,377"
Interest,84,94,93,164,574,609,504,449,488,364,44,50
Expenses +,"1,205","1,243","1,283","1,247","11,151","9,842","8,937","12,278","14,903","11,044","1,727","1,994"
Financing Profit,82,101,183,120,809,668,998,882,"1,130","1,553",417,333
Financing Margin %,6%,7%,12%,8%,6%,6%,10%,6%,7%,12%,19%,14%
Other Income +,27,26,28,29,-33,-84,52,26,-7,"2,929",52,109
Depreciation,34,37,40,42,367,423,428,428,456,373,68,65
Profit before tax,74,90,171,108,409,161,622,479,667,"4,109",400,377
Tax %,19%,24%,24%,29%,34%,-85%,38%,35%,32%,16%,25%,25%
Net Profit +,178,250,345,207,457,522,678,731,"1,071","4,194",755,843
EPS in Rs,199.70,279.03,382.63,231.31,415.28,402.92,450.08,555.74,830.10,"3,445.53",648.25,721.95
Dividend Payout %,4%,4%,3%,4%,3%,4%,2%,3%,3%,1%,8%,7%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,9,9,9,9,11,11,11,11,11,11,11,11
Reserves,"1,274","1,514","1,813","2,005","2,991","3,363","3,904","4,533","5,502","9,052","9,750","10,676"
Borrowing,410,444,422,348,"6,474","6,093","5,110","5,527","5,185",422,556,642
Other Liabilities +,314,328,347,416,"4,734","4,833","5,418","6,155","6,527",952,"1,019","1,121"
Total Liabilities,"2,006","2,294","2,591","2,777","14,211","14,300","14,443","16,226","17,226","10,437","11,336","12,450"
Fixed Assets +,355,377,366,391,"6,701","6,810","6,647","6,841","6,931",461,480,495
CWIP,9,3,20,11,287,295,328,136,232,22,26,45
Investments,"1,289","1,508","1,703","1,984","1,819","2,085","2,423","2,749","3,602","9,090","9,869","10,804"
Other Assets +,353,406,502,391,"5,404","5,110","5,045","6,500","6,460",864,962,"1,106"
Total Assets,"2,006","2,294","2,591","2,777","14,211","14,300","14,443","16,226","17,226","10,437","11,336","12,450"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,109,144,113,102,993,"1,500","1,780",351,"1,437","1,817",294,252
Cash from Investing Activity +,-105,-102,54,-163,-368,-359,-177,-188,-647,"-1,392",-286,-202
Cash from Financing Activity +,-3,-37,-172,64,-567,"-1,184","-1,567",-144,-778,-590,39,-30
Net Cash Flow,1,4,-5,3,58,-43,37,19,12,-165,47,21
Free Cash Flow,85,88,70,52,669,"1,158","1,582",-5,957,"1,246",267,161
CFO/OP,78%,87%,59%,51%,81%,123%,126%,36%,102%,111%,82%,84%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
ROE %,19%,17%,20%,10%,15%,16%,14%,15%,19%,22%,8%,8%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,72.66%,72.66%,73.02%,73.02%,73.02%,73.02%,73.02%,73.02%,73.11%,72.88%,72.88%,72.87%
FIIs +,3.92%,4.28%,4.31%,4.31%,4.31%,4.55%,4.57%,4.55%,4.47%,4.42%,4.43%,4.43%
DIIs +,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.00%
Public +,23.42%,23.06%,22.67%,22.67%,22.67%,22.43%,22.41%,22.41%,22.42%,22.70%,22.68%,22.69%
No. of Shareholders,"20,792","20,629","20,819","21,019","21,021","21,119","20,339","20,231","20,207","27,050","26,177","25,463"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,5%
5 Years:,-26%
3 Years:,-48%
TTM:,9%

Compounded Profit Growth
10 Years:,13%
5 Years:,11%
3 Years:,-5%
TTM:,15%

Stock Price CAGR
10 Years:,27%
5 Years:,30%
3 Years:,9%
1 Year:,-20%

Return on Equity
10 Years:,14%
5 Years:,13%
3 Years:,12%
Last Year:,8%

