--- ABOUT ---
"Incorporated in 2010, R&B Denims Ltd manufactures and sells quality Denim Textile products [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
296,11.0,69.8,12.0

Book Value,Dividend Yield,ROCE,ROE
7.41,0.00,12.9,12.9

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,70.57,51.99,66.36,107.50,123.21,78.39,93.35,95.26,99.79,102.61,112.63,113.03,137.65
Expenses +,64.79,40.44,57.36,92.77,109.65,67.89,82.38,84.01,87.61,91.33,100.64,102.03,131.60
Operating Profit,5.78,11.55,9.00,14.73,13.56,10.50,10.97,11.25,12.18,11.28,11.99,11.00,6.05
OPM %,8.19%,22.22%,13.56%,13.70%,11.01%,13.39%,11.75%,11.81%,12.21%,10.99%,10.65%,9.73%,4.40%
Other Income +,0.77,0.45,0.41,0.53,2.12,2.03,1.31,9.93,2.99,5.94,2.93,5.35,3.12
Interest,1.34,1.23,1.56,2.42,0.14,1.76,1.82,3.32,0.59,2.06,1.85,1.68,1.69
Depreciation,3.64,2.92,3.61,4.98,5.13,4.18,4.08,4.24,3.97,3.78,3.75,3.96,6.19
Profit before tax,1.57,7.85,4.24,7.86,10.41,6.59,6.38,13.62,10.61,11.38,9.32,10.71,1.29
Tax %,28.03%,34.65%,16.27%,25.32%,28.63%,22.15%,27.27%,25.84%,28.28%,27.77%,23.50%,22.60%,13.18%
Net Profit +,1.14,5.13,3.56,5.86,7.42,5.13,4.64,10.10,7.61,8.23,7.13,8.29,1.12
EPS in Rs,0.05,0.24,0.17,0.28,0.27,0.19,0.17,0.37,0.28,0.30,0.26,0.31,0.04
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,244,257,182,293,263,349,367,466
Expenses +,221,237,157,251,228,300,322,426
Operating Profit,23,20,25,42,34,49,45,40
OPM %,9%,8%,14%,14%,13%,14%,12%,9%
Other Income +,0,0,1,3,5,4,16,17
Interest,7,6,6,6,5,5,7,7
Depreciation,10,9,7,10,12,17,16,18
Profit before tax,7,5,14,29,21,30,37,33
Tax %,32%,34%,28%,27%,27%,28%,26%,24%
Net Profit +,5,4,10,22,15,22,27,25
EPS in Rs,0.18,0.16,0.39,1.00,0.71,0.69,0.82,0.92
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,14,14,14,14,14,18,18,18
Reserves,25,21,29,50,65,144,165,182
Borrowings +,71,70,68,86,52,68,94,74
Other Liabilities +,24,41,26,33,23,52,40,82
Total Liabilities,134,145,137,184,154,282,318,356
Fixed Assets +,52,46,36,61,69,98,83,95
CWIP,0,0,14,0,0,0,5,4
Investments,1,1,1,1,1,2,15,38
Other Assets +,81,98,85,121,84,181,215,219
Total Assets,134,145,137,184,154,282,318,356

--- CASH FLOW ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,14,6,16,16,59,24,23,9
Cash from Investing Activity +,-3,2,-11,-19,-17,-20,-29,-13
Cash from Financing Activity +,-11,-4,-5,12,-48,-8,13,-2
Net Cash Flow,-0,3,0,10,-5,-4,8,-6
Free Cash Flow,11,3,5,-3,41,19,17,-17
CFO/OP,70%,41%,70%,48%,188%,62%,72%,47%

--- RATIOS ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,47,73,73,70,43,71,63,69
Inventory Days,58,50,49,51,36,76,99,80
Days Payable,30,36,25,31,19,26,21,23
Cash Conversion Cycle,75,87,98,90,60,121,141,125
Working Capital Days,9,-1,30,32,61,109,99,103
ROCE %,,11%,19%,26%,17%,19%,16%,13%

--- SHAREHOLDING PATTERN ---
,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Apr 2026
Promoters +,73.79%,73.79%,73.79%,57.38%,57.38%,57.38%,57.38%,57.38%,57.38%,57.38%,57.38%,57.38%
FIIs +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.12%,0.56%,0.63%,2.07%,2.07%
DIIs +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.18%,0.18%
Public +,26.22%,26.22%,26.22%,42.62%,42.61%,42.60%,42.55%,42.49%,42.06%,41.98%,40.37%,40.36%
No. of Shareholders,"4,751","4,233","4,955","4,582","5,154","5,352","5,144","4,957","4,868","5,336","42,072","42,829"

--- CAGR BOXES ---




