--- ABOUT ---
Sharda Motor Industries Ltd is primarily engaged in the manufacturing and assembly of Auto Components and White Goods Components. [1]

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"4,741",826,"1,258",14.3

Book Value,Dividend Yield,ROCE,ROE
229,1.97,36.0,27.9

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,688,654,763,689,703,685,711,690,750,756,787,882,972
Expenses +,607,586,663,595,604,590,606,595,649,658,687,775,859
Operating Profit,81,68,99,94,99,96,105,95,101,98,100,106,113
OPM %,12%,10%,13%,14%,14%,14%,15%,14%,13%,13%,13%,12%,12%
Other Income +,15,19,20,23,31,20,15,22,29,46,18,19,25
Interest,0,1,1,1,0,0,0,1,2,1,1,1,1
Depreciation,14,12,13,14,14,13,14,15,17,14,16,17,17
Profit before tax,82,74,106,102,117,102,106,101,111,130,102,107,120
Tax %,24%,25%,24%,26%,24%,25%,26%,25%,24%,23%,27%,24%,25%
Net Profit +,62,55,80,76,88,77,79,75,84,100,75,81,89
EPS in Rs,10.43,9.28,13.46,12.77,14.84,13.39,13.71,13.14,14.62,17.41,13.01,14.17,15.58
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2012,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,751,927,"1,042","1,155","1,140",863,"1,737","2,255","2,700","2,809","2,837","3,397"
Expenses +,687,841,912,"1,010",994,767,"1,607","2,039","2,418","2,448","2,440","2,978"
Operating Profit,65,87,130,145,145,96,129,216,282,361,396,419
OPM %,9%,9%,12%,13%,13%,11%,7%,10%,10%,13%,14%,12%
Other Income +,5,19,4,16,21,24,21,29,45,93,86,108
Interest,9,12,8,2,0,1,1,1,2,2,4,4
Depreciation,31,44,50,44,41,40,44,41,46,53,58,63
Profit before tax,29,50,76,116,125,78,105,203,278,399,420,459
Tax %,9%,-1%,27%,33%,31%,26%,25%,26%,25%,25%,25%,25%
Net Profit +,28,33,61,88,95,52,67,149,208,300,315,345
EPS in Rs,4.79,5.93,10.24,14.78,15.91,8.81,11.20,25.08,35.01,50.35,54.86,60.17
Dividend Payout %,21%,11%,12%,8%,0%,0%,2%,16%,25%,10%,30%,33%

--- BALANCE SHEET ---
,Mar 2012,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6,6,6,6,6,6,6,6,6,6,6,11
Reserves,157,241,300,379,469,359,425,567,752,"1,000","1,056","1,302"
Borrowings +,126,121,59,0,0,11,12,12,25,24,52,49
Other Liabilities +,149,179,207,232,246,247,530,480,606,598,643,853
Total Liabilities,438,547,572,616,721,622,973,"1,066","1,389","1,628","1,757","2,215"
Fixed Assets +,229,243,204,179,194,186,179,156,221,219,251,283
CWIP,11,4,1,0,0,1,0,0,0,0,8,0
Investments,14,47,100,136,121,40,41,78,30,668,740,"1,136"
Other Assets +,184,253,267,301,406,395,753,832,"1,138",741,757,796
Total Assets,438,547,572,616,721,622,973,"1,066","1,389","1,628","1,757","2,215"

--- CASH FLOW ---
,Mar 2012,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,55,92,164,116,95,-64,148,192,-200,370,271,363
Cash from Investing Activity +,-59,-61,-84,-30,-42,73,-152,-62,191,-214,-68,-370
Cash from Financing Activity +,5,-43,-77,-70,-5,-1,-1,-9,-27,-54,-262,-100
Net Cash Flow,1,-12,3,16,48,8,-6,120,-36,101,-59,-107
Free Cash Flow,-5,90,150,98,37,-77,124,178,-289,340,211,324
CFO/OP,90%,119%,141%,107%,93%,-45%,140%,115%,-45%,130%,94%,114%

--- RATIOS ---
,Mar 2012,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,46,40,38,39,42,50,68,45,45,30,37,39
Inventory Days,41,47,37,40,48,67,36,27,34,34,36,40
Days Payable,72,71,84,85,90,129,121,84,87,84,94,109
Cash Conversion Cycle,15,16,-9,-6,1,-13,-17,-13,-8,-21,-22,-30
Working Capital Days,-39,-25,-15,-1,2,-4,-11,-9,48,-19,-16,78
ROCE %,13%,,24%,30%,28%,17%,25%,38%,40%,41%,38%,36%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,73.20%,73.20%,73.20%,73.20%,64.31%,64.31%,64.31%,64.31%,64.31%,64.31%,64.31%,64.31%
FIIs +,1.22%,1.64%,1.79%,1.55%,2.42%,2.38%,2.16%,2.20%,2.26%,2.46%,2.23%,2.43%
DIIs +,0.24%,0.29%,0.30%,0.42%,9.32%,11.41%,11.94%,11.72%,11.52%,11.44%,11.70%,11.51%
Public +,25.34%,24.88%,24.72%,24.83%,23.94%,21.89%,21.59%,21.77%,21.91%,21.80%,21.76%,21.75%
No. of Shareholders,"15,203","17,954","19,174","20,816","27,375","33,960","32,943","33,828","35,839","38,932","37,537","37,220"

--- CAGR BOXES ---




