ticker,sales_y1,sales_y2,sales_y3,sales_q1,sales_q2,net_profit_y1,net_profit_y2,opm_y1,opm_y2,operating_profit_y1,interest_y1,share_capital_y1,share_capital_y2,borrowings_y1,borrowings_y2,fixed_assets_y1,fixed_assets_y2,cwip_y1,cwip_y2,cfo_y1,roce_y1,roce_y2,ccc_y1,ccc_y2,promoter_q1,promoter_q2,fii_q1,fii_q2,dii_q1,dii_q2,market_cap,stock_pe,dividend_yield,other_income_y1,debtor_days_y1,debtor_days_y2,days_payable_y1,days_payable_y2,valuation_context,earnings_quality_analysis,pricing_power_analysis,secondary_red_flags,classification,qualification_reason
EIDPARRY,38534.0,31609.0,29413.0,7882.0,10312.0,1380.0,1773.0,9.0,8.0,3450.0,454.0,18.0,18.0,3528.0,2704.0,8292.0,6148.0,304.0,422.0,1542.0,18.0,17.0,13.0,8.0,41.45,41.45,12.2,12.61,16.75,16.28,12530.0,18.1,0.0,-129.0,22.0,20.0,0.0,0.0,,,,,REJECTED,Failed Survival Gate: Market Cap exceeds 5000Cr
