ticker,sales_y1,sales_y2,sales_y3,sales_q1,sales_q2,net_profit_y1,net_profit_y2,opm_y1,opm_y2,operating_profit_y1,interest_y1,share_capital_y1,share_capital_y2,borrowings_y1,borrowings_y2,fixed_assets_y1,fixed_assets_y2,cwip_y1,cwip_y2,cfo_y1,roce_y1,roce_y2,ccc_y1,ccc_y2,promoter_q1,promoter_q2,fii_q1,fii_q2,dii_q1,dii_q2,market_cap,stock_pe,dividend_yield,other_income_y1,debtor_days_y1,debtor_days_y2,days_payable_y1,days_payable_y2,valuation_context,earnings_quality_analysis,pricing_power_analysis,secondary_red_flags,classification,qualification_reason
TIRUMALCHM,1736.0,2050.0,2083.0,424.0,416.0,-168.0,-46.0,-2.0,2.0,-35.0,89.0,12.0,10.0,2175.0,1786.0,1251.0,1251.0,2518.0,1352.0,-131.0,-3.0,0.0,14.0,-11.0,37.13,37.13,2.06,1.97,9.93,9.47,2013.0,0.0,0.0,11.0,41.0,35.0,0.0,0.0,,,,,REJECTED,Failed Survival Gate: Bankruptcy Risk (Negative Operating Profit with Debt); The Dilution Trap; No Skin in the Game
