ticker,sales_y1,sales_y2,sales_y3,sales_q1,sales_q2,net_profit_y1,net_profit_y2,opm_y1,opm_y2,operating_profit_y1,interest_y1,share_capital_y1,share_capital_y2,borrowings_y1,borrowings_y2,fixed_assets_y1,fixed_assets_y2,cwip_y1,cwip_y2,cfo_y1,roce_y1,roce_y2,ccc_y1,ccc_y2,promoter_q1,promoter_q2,fii_q1,fii_q2,dii_q1,dii_q2,market_cap,stock_pe,dividend_yield,other_income_y1,debtor_days_y1,debtor_days_y2,days_payable_y1,days_payable_y2,valuation_context,earnings_quality_analysis,pricing_power_analysis,secondary_red_flags,classification,qualification_reason
RANEHOLDIN,5883.0,4382.0,3541.0,1609.0,1535.0,137.0,221.0,7.0,8.0,418.0,75.0,14.0,14.0,1021.0,1060.0,1216.0,1140.0,139.0,131.0,280.0,10.0,10.0,49.0,48.0,46.63,46.55,0.76,0.82,4.11,4.09,2411.0,27.7,2.25,44.0,66.0,77.0,0.0,0.0,Micro/Small-Cap (₹2411.0Cr) trading at fair/standard multiple (PE: 27.7).,CAUTION: >30% of Net Profit stems from Other Income. Verify asset sales.,Neutral: Trade working capital is stable.,Promoter holding is passable but low (46.63%),PROVEN COMPOUNDER,"Track B. Fired: Top-Line Growth, Immaculate Cash Conversion, Dividend Validation"
