--- ABOUT ---
"Incorporated in 2007, Aakash Exploration Services Limited provides services to Oil and Gas Field [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
91.9,9.08,13.8,18.1

Book Value,Dividend Yield,ROCE,ROE
5.91,0.00,12.6,11.2

Face Value
1.00

--- QUARTERLY RESULTS ---
,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024
Sales +,26.88,19.71,18.30,21.24,21.80,30.89,26.01,23.05,23.35
Expenses +,24.15,15.89,14.83,17.34,19.01,23.95,22.67,21.02,21.15
Operating Profit,2.73,3.82,3.47,3.90,2.79,6.94,3.34,2.03,2.20
OPM %,10.16%,19.38%,18.96%,18.36%,12.80%,22.47%,12.84%,8.81%,9.42%
Other Income +,0.81,0.15,0.06,0.10,0.05,0.39,0.53,0.37,0.31
Interest,0.43,0.48,0.35,0.48,0.35,0.60,0.54,0.48,0.35
Depreciation,1.82,2.00,1.80,1.84,1.95,1.96,1.71,1.74,1.78
Profit before tax,1.29,1.49,1.38,1.68,0.54,4.77,1.62,0.18,0.38
Tax %,25.58%,28.86%,25.36%,25.60%,24.07%,26.42%,26.54%,38.89%,28.95%
Net Profit +,0.97,1.06,1.04,1.26,0.41,3.51,1.20,0.11,0.26
EPS in Rs,0.10,0.10,0.10,0.12,0.04,0.35,0.12,0.01,0.03
Raw PDF,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2023,Mar 2024,TTM
Sales +,93,92,103
Expenses +,79,75,89
Operating Profit,13,17,15
OPM %,14%,19%,14%
Other Income +,1,1,2
Interest,2,2,2
Depreciation,7,8,7
Profit before tax,6,8,7
Tax %,26%,26%,
Net Profit +,5,6,5
EPS in Rs,0.45,0.61,0.51
Dividend Payout %,0%,0%,

--- BALANCE SHEET ---
,Mar 2023,Mar 2024,Sep 2024
Equity Capital,10,10,10
Reserves,42,48,50
Borrowings +,24,26,14
Other Liabilities +,7,10,13
Total Liabilities,83,94,87
Fixed Assets +,63,59,56
CWIP,0,0,0
Investments,0,7,3
Other Assets +,20,28,27
Total Assets,83,94,87

--- CASH FLOW ---
,Mar 2023,Mar 2024
Cash from Operating Activity +,18,10
Cash from Investing Activity +,-24,-10
Cash from Financing Activity +,6,-0
Net Cash Flow,1,-0
Free Cash Flow,-6,7
CFO/OP,155%,61%

--- RATIOS ---
,Mar 2023,Mar 2024
Debtor Days,61,97
Inventory Days,0,0
Days Payable,,
Cash Conversion Cycle,61,97
Working Capital Days,-32,-8
ROCE %,,13%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,66.67%,66.67%,66.67%,66.67%,66.67%,66.67%,66.67%,66.54%,66.54%,66.54%,66.54%,66.54%
FIIs +,0.00%,0.00%,0.06%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Public +,33.33%,33.33%,33.27%,33.30%,33.32%,33.33%,33.33%,33.46%,33.46%,33.46%,33.46%,33.46%
No. of Shareholders,"24,153","27,510","33,216","37,338","41,861","46,171","47,419","47,267","50,474","49,016","48,165","53,014"

--- CAGR BOXES ---




