--- ABOUT ---
"Beekay Steel was incorporated in India on 28th March 1981, is engaged in the manufacturing of thermomechanical treatment (TMT) bars, hot rolled sections, bright bars, structurals, and machined bars. It offers both standard and customized sections, such as including round bars, square bars, etc. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
787,412,550 / 320,21.4

Book Value,Dividend Yield,ROCE,ROE
549,0.24,5.48,3.57

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,286,269,248,230,253,246,229,271,330,283,266,288,339
Expenses +,245,228,221,195,220,214,202,237,301,265,245,256,314
Operating Profit,41,41,27,35,34,32,27,34,30,18,21,32,24
OPM %,14%,15%,11%,15%,13%,13%,12%,13%,9%,6%,8%,11%,7%
Other Income +,1,15,15,9,10,16,21,10,-8,31,7,4,-20
Interest,2,3,3,3,3,4,3,5,5,4,6,7,7
Depreciation,11,5,6,6,10,7,6,10,11,9,9,11,13
Profit before tax,28,48,34,35,30,38,39,29,5,36,12,17,-16
Tax %,30%,18%,20%,24%,-22%,20%,16%,30%,-3%,14%,7%,23%,28%
Net Profit +,20,40,27,27,37,31,33,21,5,31,12,14,-20
EPS in Rs,10.39,20.76,14.39,13.92,19.25,16.11,17.18,10.76,2.85,16.34,6.10,7.26,-10.54
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,519,519,721,978,965,812,874,"1,296","1,128","1,000","1,076","1,175"
Expenses +,459,454,637,845,785,688,739,"1,073",961,864,953,"1,080"
Operating Profit,60,65,84,134,180,124,134,223,167,137,123,95
OPM %,12%,13%,12%,14%,19%,15%,15%,17%,15%,14%,11%,8%
Other Income +,2,2,3,10,2,2,5,17,13,49,38,22
Interest,21,21,19,18,16,10,10,12,10,12,18,24
Depreciation,16,16,15,15,16,23,22,22,27,27,33,43
Profit before tax,24,30,53,110,150,93,107,207,143,147,110,50
Tax %,36%,35%,35%,36%,35%,16%,25%,24%,27%,12%,21%,28%
Net Profit +,16,19,34,71,99,79,81,158,105,130,89,37
EPS in Rs,8.18,10.11,18.03,37.03,51.96,41.17,42.64,82.70,55.04,68.36,46.57,19.16
Dividend Payout %,12%,10%,6%,3%,4%,2%,2%,1%,2%,1%,2%,5%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,19,19,19,19,19,19,19,19,19,19,19,19
Reserves,161,178,213,282,379,452,532,688,791,920,993,"1,027"
Borrowings +,174,164,186,182,121,89,155,276,246,246,299,332
Other Liabilities +,174,148,104,112,95,82,74,71,69,76,122,168
Total Liabilities,528,510,522,595,614,642,780,"1,053","1,125","1,262","1,433","1,547"
Fixed Assets +,198,192,189,187,208,213,207,197,265,334,466,673
CWIP,21,24,23,25,23,21,22,23,213,273,217,69
Investments,0,0,1,1,2,37,79,109,199,174,203,198
Other Assets +,309,294,309,382,381,372,473,724,448,480,548,607
Total Assets,528,510,522,595,614,642,780,"1,053","1,125","1,262","1,433","1,547"

--- CASH FLOW ---
