--- ABOUT ---
Balu Forge Industries Ltd is engaged in the manufacturing of fully finished and semi-finished forged crankshafts and Forged Components. It has the capability to manufacture components conforming to the New Emission Regulations & the New Energy Vehicles [1]

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"5,447",449,722 / 341,21.0

Book Value,Dividend Yield,ROCE,ROE
131,0.03,22.7,19.6

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,124,112,139,147,161,175,223,256,270,233,300,311,264
Expenses +,103,90,109,114,127,132,158,188,195,161,217,227,204
Operating Profit,21,22,30,33,34,43,65,68,75,72,83,85,60
OPM %,17%,19%,22%,22%,21%,25%,29%,26%,28%,31%,28%,27%,23%
Other Income +,1,0,4,2,4,1,2,10,4,2,3,4,23
Interest,4,2,4,4,4,2,3,2,4,2,4,5,5
Depreciation,0,0,0,1,1,1,1,1,1,2,2,3,3
Profit before tax,17,19,30,30,35,42,64,74,74,70,80,81,75
Tax %,12%,13%,22%,16%,18%,18%,25%,20%,15%,19%,19%,12%,13%
Net Profit +,15,17,23,25,28,34,48,59,63,57,65,71,66
EPS in Rs,1.83,2.00,2.32,2.46,2.76,3.33,4.39,5.39,5.73,5.00,5.71,6.18,5.42
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,142,286,327,560,924,"1,107"
Expenses +,130,249,277,441,673,808
Operating Profit,12,37,50,119,251,300
OPM %,9%,13%,15%,21%,27%,27%
Other Income +,5,8,13,10,17,33
Interest,7,5,11,14,11,16
Depreciation,1,1,1,2,3,10
Profit before tax,10,39,51,114,254,306
Tax %,22%,24%,23%,18%,20%,15%
Net Profit +,8,30,39,93,204,259
EPS in Rs,1.11,3.63,4.67,9.11,18.63,21.33
Dividend Payout %,-0%,3%,-0%,2%,1%,-0%

--- BALANCE SHEET ---
,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,69,82,83,103,111,121
Reserves,9,76,114,450,942,"1,473"
Borrowings +,26,47,52,49,40,152
Other Liabilities +,68,78,121,111,159,104
Total Liabilities,171,284,371,712,"1,252","1,851"
Fixed Assets +,42,42,48,57,183,547
CWIP,-0,7,7,130,417,277
Investments,-0,-0,-0,-0,-0,-0
Other Assets +,129,235,316,525,652,"1,027"
Total Assets,171,284,371,712,"1,252","1,851"

--- CASH FLOW ---
,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,17,-58,26,-32,148,32
Cash from Investing Activity +,-3,-8,-21,-134,-417,-354
Cash from Financing Activity +,-12,69,-6,249,274,315
Net Cash Flow,2,4,-1,83,5,-7
Free Cash Flow,14,-65,5,-166,-268,-175
CFO/OP,159%,-161%,52%,-12%,73%,15%

--- RATIOS ---
,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,156,165,235,142,129,140
Inventory Days,66,70,56,87,59,75
Days Payable,157,75,105,78,71,32
Cash Conversion Cycle,65,160,186,151,117,182
Working Capital Days,113,141,146,175,114,158
ROCE %,,29%,27%,30%,31%,23%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,65.41%,57.47%,56.07%,56.07%,56.07%,54.71%,54.71%,55.25%,54.85%,54.85%,54.87%,54.39%
FIIs +,5.55%,6.48%,8.77%,9.71%,8.51%,10.43%,6.93%,7.07%,8.20%,8.33%,7.94%,6.03%
DIIs +,0.00%,2.00%,1.95%,1.88%,1.43%,0.93%,0.97%,1.07%,0.86%,0.83%,0.80%,0.89%
Government +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.23%,4.17%,4.06%,4.06%,4.06%,4.02%
Public +,29.05%,34.05%,33.21%,32.34%,33.99%,33.93%,33.16%,32.43%,32.03%,31.93%,32.34%,34.68%
No. of Shareholders,"12,129","13,798","18,054","23,723","29,419","50,955","66,310","73,283","77,243","72,351","70,445","79,711"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,%
5 Years:,51%
3 Years:,50%
TTM:,20%

Compounded Profit Growth
10 Years:,%
5 Years:,102%
3 Years:,88%
TTM:,27%

Stock Price CAGR
10 Years:,26%
5 Years:,14%
3 Years:,40%
1 Year:,-31%

Return on Equity
10 Years:,%
5 Years:,22%
3 Years:,22%
Last Year:,20%

