--- ABOUT ---
"Incorporated in 1983, Nahar Industrial Enterprises Ltd is in the business of Textiles and Sugar [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
517,120,140,9.95

Book Value,Dividend Yield,ROCE,ROE
241,0.00,6.63,5.11

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,398,392,344,364,373,354,356,430,390,389,340,340,339
Expenses +,381,385,341,346,343,339,347,414,358,373,344,325,306
Operating Profit,17,7,3,17,29,15,9,16,32,15,-3,15,33
OPM %,4%,2%,1%,5%,8%,4%,2%,4%,8%,4%,-1%,4%,10%
Other Income +,15,5,7,7,11,7,9,15,16,14,46,18,22
Interest,3,7,6,7,9,11,10,10,15,13,10,11,10
Depreciation,14,11,11,12,11,10,11,13,13,11,13,13,13
Profit before tax,15,-6,-8,5,20,1,-4,8,19,6,20,10,32
Tax %,6%,4%,5%,2%,6%,1%,-14%,39%,16%,28%,16%,40%,21%
Net Profit +,14,-6,-9,5,19,1,-3,5,16,4,16,6,25
EPS in Rs,3.35,-1.36,-1.97,1.16,4.43,0.18,-0.75,1.07,3.74,0.95,3.82,1.34,5.78
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"1,798","1,770","1,722","1,759","1,866","1,573","1,418","2,006","1,774","1,472","1,530","1,408"
Expenses +,"1,598","1,551","1,514","1,610","1,744","1,482","1,324","1,700","1,629","1,416","1,460","1,348"
Operating Profit,199,219,208,148,122,91,94,306,145,56,70,61
OPM %,11%,12%,12%,8%,7%,6%,7%,15%,8%,4%,5%,4%
Other Income +,6,1,6,7,6,12,9,15,42,30,47,100
Interest,105,79,60,71,67,65,57,56,38,29,46,43
Depreciation,135,90,69,66,79,71,58,50,48,46,48,50
Profit before tax,-35,51,85,19,-18,-33,-12,216,101,12,24,67
Tax %,-21%,23%,19%,5%,23%,-23%,-29%,27%,22%,17%,23%,23%
Net Profit +,-28,39,69,18,-22,-25,-9,157,79,10,18,51
EPS in Rs,-6.97,9.91,17.33,4.46,-5.45,-6.37,-2.20,39.40,18.27,2.25,4.28,11.88
Dividend Payout %,0%,10%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,40,40,40,40,40,40,40,40,43,43,43,43
Reserves,540,574,657,665,662,703,703,857,916,927,947,"1,000"
Borrowings +,973,942,880,970,845,707,696,704,276,532,622,682
Other Liabilities +,196,129,176,243,243,201,139,228,124,155,181,175
Total Liabilities,"1,748","1,685","1,754","1,918","1,790","1,651","1,578","1,829","1,361","1,658","1,793","1,900"
Fixed Assets +,615,542,545,559,583,562,534,530,533,599,746,804
CWIP,40,18,56,45,24,17,12,5,34,56,42,66
Investments,139,144,146,138,92,91,91,94,83,121,113,112
Other Assets +,955,980,"1,006","1,176","1,091",981,941,"1,201",711,880,892,918
Total Assets,"1,748","1,685","1,754","1,918","1,790","1,651","1,578","1,829","1,361","1,658","1,793","1,900"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,294,116,219,50,203,172,75,85,504,-72,78,63
Cash from Investing Activity +,-52,-7,-93,-65,-29,-34,-15,-33,-55,-152,-126,-58
Cash from Financing Activity +,-241,-109,-126,14,-174,-139,-60,-51,-449,227,45,15
