Equity Capital,"1,377","1,358","1,358","1,369","1,369",221,497,497,497,497,497,497
Reserves,"2,265","3,197",331,"-18,044","-15,986","-12,541","-18,166","-18,404","-19,397","-20,272","-21,127","-22,024"
Borrowings +,"18,009","22,037","25,506","27,415","25,346","29,390","24,186","24,341","24,163","26,015","25,963","26,106"
Other Liabilities +,"8,290","6,791","5,511","7,962","7,286",839,"1,526","1,793","2,199","1,168","1,397","1,897"
Total Liabilities,"29,941","33,383","32,706","18,702","18,015","17,908","8,043","8,228","7,461","7,407","6,730","6,475"
Fixed Assets +,"8,687","16,645","16,763","16,063","15,572","15,033","6,043","5,820","5,520","5,215","4,762","4,692"
CWIP,100,41,6,4,1,0,11,8,15,18,35,98
Investments,"1,303","1,189",184,95,96,95,0,0,0,0,0,0
Other Assets +,"19,852","15,508","15,753","2,540","2,346","2,780","1,989","2,400","1,927","2,174","1,933","1,685"
Total Assets,"29,941","33,383","32,706","18,702","18,015","17,908","8,043","8,228","7,461","7,407","6,730","6,475"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"3,839","-3,006","-3,032",-98,115,-266,345,225,813,"-1,161",115,419
Cash from Investing Activity +,156,449,-100,211,38,29,-203,-108,-129,-198,238,-126
Cash from Financing Activity +,"-4,631","2,457","3,172",-149,-180,599,-345,-293,-687,"1,364",-348,-266
Net Cash Flow,-636,-100,40,-36,-27,362,-203,-177,-3,5,6,28
Free Cash Flow,"3,663","-3,055","-2,988",-25,104,-270,118,118,798,"-1,190",168,298
CFO/OP,78%,108%,228%,1%,-92%,196%,179%,41%,"-1,044%","-2,246%",-161%,"1,567%"

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,116,171,421,21,26,27,33,25,18,31,43,31
Inventory Days,196,295,153,35,68,72,173,102,79,94,165,171
Days Payable,84,49,67,73,170,79,197,105,123,49,78,138
Cash Conversion Cycle,228,416,507,-18,-76,19,10,22,-26,76,130,65
Working Capital Days,69,-30,-316,"-1,778","-2,775",-133,-126,-70,-139,-77,-19,-101
ROCE %,18%,-15%,-7%,-73%,-6%,-5%,-1%,4%,-7%,-4%,-5%,-3%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%
FIIs +,2.16%,2.15%,2.24%,2.34%,2.46%,2.44%,2.38%,2.40%,2.33%,2.32%,2.35%,2.48%
DIIs +,0.32%,0.34%,0.37%,0.37%,0.38%,0.42%,0.41%,0.43%,0.43%,0.44%,0.45%,0.40%
Public +,22.51%,22.51%,22.39%,22.29%,22.16%,22.16%,22.21%,22.17%,22.24%,22.25%,22.20%,22.13%
No. of Shareholders,"5,75,515","6,62,307","6,94,081","10,28,736","10,23,488","10,67,102","10,51,299","10,48,419","10,33,519","10,22,580","9,91,737","9,65,719"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,-12%
5 Years:,-1%
3 Years:,-19%
TTM:,0%

Compounded Profit Growth
10 Years:,6%
5 Years:,12%
3 Years:,5%
TTM:,15%

Stock Price CAGR
10 Years:,12%
5 Years:,-14%
3 Years:,-10%
1 Year:,-30%

Return on Equity
10 Years:,%
5 Years:,%
3 Years:,%
Last Year:,%

