--- ABOUT ---
"Alok Industries is a textile company with a presence in the cotton and polyester segments. The Company is engaged in manufacturing of textile, including mending and packing activities; leather and other apparel products."

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"6,599",13.3,23.5 / 11.1,

Book Value,Dividend Yield,ROCE,ROE
-43.4,0.00,-3.25,

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"1,570","1,415","1,372","1,253","1,469","1,006",886,864,953,932,941,858,983
Expenses +,"1,640","1,403","1,336","1,259","1,464",986,931,906,976,913,937,858,979
Operating Profit,-70,12,36,-6,5,20,-46,-42,-23,20,4,0,4
OPM %,-4%,1%,3%,-0%,0%,2%,-5%,-5%,-2%,2%,0%,0%,0%
Other Income +,8,5,10,0,8,6,13,7,179,33,59,1,13
Interest,143,154,142,144,156,156,158,158,156,156,157,153,148
Depreciation,92,90,79,79,77,77,72,75,75,68,68,65,61
Profit before tax,-297,-226,-175,-229,-220,-207,-262,-268,-74,-172,-162,-218,-194
Tax %,0%,0%,0%,1%,-2%,0%,0%,2%,0%,0%,0%,0%,-1%
Net Profit +,-298,-226,-175,-230,-216,-207,-262,-273,-74,-172,-162,-218,-193
EPS in Rs,-0.60,-0.46,-0.35,-0.46,-0.43,-0.42,-0.53,-0.55,-0.15,-0.35,-0.33,-0.44,-0.39
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015 18m,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"24,153","12,924","8,723","5,514","3,352","3,298","3,848","7,310","6,989","5,510","3,709","3,715"
Expenses +,"19,111","15,620","10,048","19,038","3,482","3,436","3,652","6,745","7,068","5,458","3,797","3,687"
Operating Profit,"5,042","-2,696","-1,325","-13,524",-130,-138,196,564,-79,52,-89,28
OPM %,21%,-21%,-15%,-245%,-4%,-4%,5%,8%,-1%,1%,-2%,1%
Other Income +,463,77,-65,211,"7,063","2,082","-3,865",45,65,19,203,105
Interest,"3,513","2,874","3,442","4,711","4,309",94,489,476,501,596,628,615
Depreciation,"1,522","1,063",561,545,550,542,295,342,365,325,298,263
Profit before tax,471,"-6,555","-5,393","-18,569","2,075","1,308","-4,454",-209,-880,-850,-811,-745
Tax %,46%,-34%,-43%,0%,-0%,-0%,27%,-0%,0%,-0%,1%,-0%
Net Profit +,258,"-4,357","-3,083","-18,580","2,076","1,310","-5,673",-209,-880,-847,-816,-744
EPS in Rs,1.88,-31.63,-22.39,-134.90,15.07,5.93,-11.43,-0.42,-1.77,-1.71,-1.64,-1.50
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
