--- ABOUT ---
"Rallis India, a Tata Group company Group Co., has a history of over 150 years. The company is into manufacturing of Agrochemicals and is present across the value chain of agriculture inputs - from seeds to organic plant growth nutrients. Rallis is also in the business of contract manufacturing for global corporations. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"4,469",230,386,28.3

Book Value,Dividend Yield,ROCE,ROE
87.2,1.31,12.8,9.61

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2019,Jun 2019,Sep 2019,Dec 2019,Mar 2020,Jun 2020,Sep 2020,Dec 2020,Mar 2021,Jun 2021,Sep 2021,Dec 2021,Mar 2022
Sales +,340,623,749,534,346,663,725,570,471,741,728,628,508
Expenses +,333,528,630,478,356,534,608,510,454,619,640,561,510
Operating Profit,7,95,119,56,-10,128,117,60,18,122,88,67,-3
OPM %,2%,15%,16%,10%,-3%,19%,16%,11%,4%,16%,12%,11%,-1%
Other Income +,11,8,7,10,21,12,15,14,10,7,7,5,7
Interest,2,2,2,2,1,2,1,1,1,1,1,1,1
Depreciation,11,14,19,16,13,18,20,11,15,18,18,18,20
Profit before tax,6,87,105,48,-3,120,110,62,12,109,76,53,-16
Tax %,76%,22%,19%,21%,-126%,24%,24%,26%,30%,25%,26%,25%,-13%
Net Profit +,1,68,85,38,1,92,83,46,8,82,56,40,-14
EPS in Rs,0.08,3.48,4.41,1.96,0.03,4.72,4.27,2.35,0.42,4.23,2.90,2.03,-0.73
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Sales +,"1,068","1,245","1,423","1,693","1,738","1,529","1,664","1,791","1,984","2,252","2,429","2,604"
Expenses +,873,"1,039","1,211","1,429","1,458","1,298","1,397","1,524","1,740","1,989","2,105","2,323"
Operating Profit,194,206,213,264,280,231,266,267,244,263,325,281
OPM %,18%,17%,15%,16%,16%,15%,16%,15%,12%,12%,13%,11%
Other Income +,14,-10,12,6,3,14,170,13,30,46,49,22
Interest,7,17,21,15,12,16,9,7,8,10,7,7
Depreciation,17,29,32,41,50,44,48,46,46,62,64,74
Profit before tax,184,149,172,214,222,186,380,227,220,237,304,222
Tax %,31%,33%,31%,29%,28%,21%,22%,26%,30%,23%,25%,26%
Net Profit +,126,101,119,153,157,147,297,167,155,184,229,164
EPS in Rs,6.48,5.10,6.12,7.81,8.08,7.37,15.30,8.62,7.99,9.50,11.75,8.44
Dividend Payout %,31%,43%,38%,31%,31%,34%,25%,29%,31%,26%,26%,36%

--- BALANCE SHEET ---
,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Equity Capital,19,19,19,19,19,19,19,19,19,19,19,19
Reserves,485,534,601,699,795,869,"1,092","1,171","1,266","1,390","1,571","1,677"
Borrowings +,117,154,131,77,125,90,39,25,73,94,76,93
Other Liabilities +,395,414,438,502,496,506,559,763,804,945,922,"1,069"
Total Liabilities,"1,017","1,121","1,190","1,297","1,436","1,484","1,709","1,978","2,163","2,448","2,589","2,858"
Fixed Assets +,348,517,555,604,595,564,574,574,581,593,631,771
CWIP,159,60,35,21,26,40,42,47,51,76,164,130
Investments,26,23,20,25,24,28,239,96,109,302,283,212
Other Assets +,484,522,580,647,790,851,854,"1,261","1,422","1,477","1,510","1,745"
Total Assets,"1,017","1,121","1,190","1,297","1,436","1,484","1,709","1,978","2,163","2,448","2,589","2,858"

--- CASH FLOW ---
,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Cash from Operating Activity +,88,94,145,176,68,232,408,41,80,337,217,166
Cash from Investing Activity +,-134,-74,-40,-76,-54,-147,-289,89,-51,-246,-161,-104
Cash from Financing Activity +,46,-24,-90,-119,-17,-59,-80,-104,-52,-74,-67,-61
Net Cash Flow,0,-4,15,-19,-2,26,39,26,-23,17,-12,0
Free Cash Flow,-40,41,110,117,25,172,352,-16,34,271,59,-15
CFO/OP,82%,66%,68%,89%,47%,118%,185%,41%,62%,150%,90%,83%

--- RATIOS ---
,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Debtor Days,36,30,42,36,52,54,58,81,83,73,61,63
Inventory Days,141,143,111,119,146,171,166,224,224,193,200,227
Days Payable,165,130,104,110,107,116,139,206,178,176,156,182
Cash Conversion Cycle,12,43,49,45,91,109,86,100,129,90,105,107
Working Capital Days,-13,-5,-11,8,31,43,45,80,82,50,61,62
ROCE %,36%,27%,25%,29%,27%,21%,22%,20%,18%,16%,18%,13%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,50.09%,55.08%,55.08%,55.08%,55.08%,55.08%,55.08%,55.08%,55.08%,55.08%,55.08%,55.08%
FIIs +,7.69%,8.23%,9.21%,9.20%,9.46%,10.58%,11.86%,11.41%,11.28%,14.20%,12.08%,11.55%
DIIs +,13.51%,14.44%,12.83%,12.77%,13.26%,13.83%,13.29%,13.78%,13.84%,11.20%,11.30%,11.32%
Government +,0.41%,0.41%,0.41%,0.41%,0.41%,0.41%,0.41%,0.41%,0.41%,0.41%,0.41%,0.41%
Public +,28.28%,21.84%,22.45%,22.54%,21.79%,20.09%,19.35%,19.31%,19.37%,19.12%,21.14%,21.64%
No. of Shareholders,"1,36,351","1,35,352","1,37,351","1,44,115","1,38,434","1,33,519","1,35,576","1,36,241","1,28,437","1,26,636","1,35,010","1,29,225"

--- CAGR BOXES ---




