ticker,sales_y1,sales_y2,sales_y3,sales_q1,sales_q2,net_profit_y1,net_profit_y2,opm_y1,opm_y2,operating_profit_y1,interest_y1,share_capital_y1,share_capital_y2,borrowings_y1,borrowings_y2,fixed_assets_y1,fixed_assets_y2,cwip_y1,cwip_y2,cfo_y1,roce_y1,roce_y2,ccc_y1,ccc_y2,promoter_q1,promoter_q2,fii_q1,fii_q2,dii_q1,dii_q2,market_cap,stock_pe,dividend_yield,other_income_y1,debtor_days_y1,debtor_days_y2,days_payable_y1,days_payable_y2,valuation_context,earnings_quality_analysis,pricing_power_analysis,secondary_red_flags,classification,qualification_reason
TEGA,1692.0,1639.0,1493.0,527.0,404.0,143.0,200.0,14.0,21.0,231.0,23.0,75.0,67.0,398.0,330.0,665.0,623.0,107.0,48.0,350.0,8.0,18.0,153.0,212.0,67.51,67.27,2.14,1.48,18.97,18.63,13485.0,94.5,0.11,88.0,97.0,112.0,0.0,0.0,,,,,REJECTED,Failed Survival Gate: The Dilution Trap; Market Cap exceeds 5000Cr
