ROE %,9%,-8%,4%,-11%,2%,-5%,6%,9%,15%,18%,18%,16%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,62.93%,62.93%,62.93%,62.93%,62.93%,62.93%,62.93%,62.93%,62.93%,62.93%,62.93%,62.93%
FIIs +,8.91%,10.19%,11.21%,10.57%,11.91%,11.26%,11.10%,10.54%,11.38%,11.89%,14.61%,14.24%
DIIs +,15.93%,14.91%,14.29%,14.39%,11.19%,11.65%,11.71%,11.85%,11.41%,12.23%,10.47%,10.91%
Public +,12.21%,11.96%,11.55%,12.10%,13.94%,14.17%,14.24%,14.67%,14.27%,12.92%,11.98%,11.93%
No. of Shareholders,"6,35,556","6,38,401","6,44,770","7,59,083","11,93,267","16,39,363","17,48,708","17,99,432","16,99,715","16,14,081","15,30,698","15,02,130"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,11%
5 Years:,12%
3 Years:,14%
TTM:,4%

Compounded Profit Growth
10 Years:,24%
5 Years:,44%
3 Years:,18%
TTM:,2%

Stock Price CAGR
10 Years:,12%
5 Years:,35%
3 Years:,31%
1 Year:,25%

Return on Equity
10 Years:,11%
5 Years:,16%
3 Years:,17%
Last Year:,16%

