--- ABOUT ---
"Canara Bank was merged with erstwhile Syndicate Bank  in FY21. Canara was incorporated in 1906 and nationalised in 1969, along with 13 other major commercial banks of India, by the GoI. The bank is headquartered in Bangalore.Canara Bank was merged with erstwhile Syndicate Bank (e-SB) on April 1, 2020."

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,21,311",134,163 / 104,6.76

Book Value,Dividend Yield,ROCE,ROE
130,3.14,6.52,16.1

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue +,"24,304","25,451","27,290","28,492","29,286","29,173","30,182","30,751","31,496","31,523","32,072","30,938","31,839"
Interest,"15,292","16,337","17,934","18,620","19,226","19,534","20,427","21,163","21,556","21,992","22,412","22,709","22,024"
Expenses +,"12,253","10,990","10,859","12,001","13,198","12,010","12,066","10,752","12,124","13,141","13,251","4,002","8,870"
Financing Profit,"-3,241","-1,876","-1,504","-2,129","-3,138","-2,371","-2,312","-1,165","-2,185","-3,610","-3,591","4,227",944
Financing Margin %,-13%,-7%,-6%,-7%,-11%,-8%,-8%,-4%,-7%,-11%,-11%,14%,3%
Other Income +,"7,470","6,809","6,602","7,138","8,098","7,793","7,824","6,679","8,761","8,086","9,942","2,152","4,700"
Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0
Profit before tax,"4,229","4,933","5,098","5,009","4,960","5,422","5,513","5,515","6,576","4,475","6,351","6,379","5,644"
Tax %,24%,28%,28%,25%,24%,27%,26%,25%,22%,33%,23%,24%,22%
Net Profit +,"3,364","3,755","3,829","3,827","3,991","4,098","4,227","4,256","5,111","3,233","4,896","5,174","4,575"
EPS in Rs,3.68,4.12,4.19,4.18,4.36,4.48,4.62,4.65,5.59,3.52,5.35,5.79,5.04
Gross NPA %,5.35%,5.16%,4.76%,4.39%,4.23%,4.14%,3.73%,3.34%,2.94%,2.69%,2.35%,2.08%,1.84%
Net NPA %,1.73%,1.57%,1.41%,1.32%,1.27%,1.24%,0.99%,0.89%,0.70%,0.63%,0.54%,0.45%,0.43%
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue +,"43,813","44,039","41,457","41,345","47,951","49,759","70,253","70,614","85,885","110,519","121,601","126,371"
Interest,"34,133","34,263","31,540","29,113","32,339","35,817","45,182","43,035","52,990","72,118","82,681","89,138"
Expenses +,"10,302","17,785","15,691","25,582","27,202","26,809","43,437","41,235","42,772","46,146","46,082","38,340"
Financing Profit,-621,"-8,008","-5,775","-13,350","-11,590","-12,867","-18,367","-13,657","-9,877","-7,745","-7,162","-1,106"
Financing Margin %,-1%,-18%,-14%,-32%,-24%,-26%,-26%,-19%,-12%,-7%,-6%,-1%
Other Income +,"4,733","5,266","7,852","7,398","9,907","11,799","23,086","23,643","25,325","28,646","31,057","26,712"
Depreciation,429,172,331,456,429,446,838,841,"1,021",902,870,925
Profit before tax,"3,683","-2,914","1,746","-6,408","-2,111","-1,514","3,882","9,145","14,427","20,000","23,025","24,681"
Tax %,22%,-13%,29%,-36%,-126%,34%,30%,37%,25%,26%,25%,23%
Net Profit +,"2,931","-2,535","1,411","-3,873",696,"-1,921","2,957","6,158","11,345","15,401","17,692","19,712"
EPS in Rs,10.96,-8.73,4.55,-10.78,1.60,-3.86,3.51,6.75,12.41,16.84,19.34,19.70
Dividend Payout %,17%,0%,4%,0%,0%,0%,0%,19%,19%,19%,21%,21%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,475,543,597,733,753,"1,030","1,647","1,814","1,814","1,814","1,814","1,814"
Reserves,"32,017","31,867","34,088","36,164","36,936","40,176","60,763","68,147","76,240","90,319","103,603","115,891"
Deposits,"485,802","479,749","495,266","524,847","599,123","625,408","1,010,985","1,086,341","1,179,086","1,312,242","1,456,495","1,568,333"
Borrowing,"13,686","26,963","39,592","38,910","41,043","42,762","50,013","46,285","58,073","57,538","89,665","155,288"
Other Liabilities +,"26,578","24,603","26,615","30,781","33,928","32,064","56,132","56,202","65,816","73,104","80,950","45,999"
Total Liabilities,"558,558","563,725","596,159","631,435","711,783","741,440","1,179,540","1,258,789","1,381,030","1,535,018","1,732,527","1,887,325"
Fixed Assets +,"6,969","7,206","7,185","8,335","8,433","8,323","11,269","11,447","10,334","12,184","10,302","10,595"
CWIP,1,0,0,0,0,0,2,2,0,147,0,0
Investments,"152,122","152,470","162,073","157,444","168,678","192,645","286,191","311,347","352,893","399,207","428,024","407,389"
Other Assets +,"399,466","404,049","426,901","465,657","534,672","540,472","882,077","935,992","1,017,803","1,123,480","1,294,201","1,469,341"
Total Assets,"558,558","563,725","596,159","631,435","711,783","741,440","1,179,540","1,258,789","1,381,030","1,535,018","1,732,527","1,887,325"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"6,344","9,346","2,575","-11,120","18,237","-5,289","59,118",919,"-39,978","15,046","60,669","7,942"
Cash from Investing Activity +,"-1,104",-443,-476,-487,-745,-445,"-1,116","-1,429","-1,156","-1,750","-2,437","-2,707"
Cash from Financing Activity +,"-1,464",-806,124,"2,865","-1,185","7,792",290,"4,035",445,"-3,834","-3,506","-4,795"
Net Cash Flow,"3,776","8,096","2,224","-8,743","16,307","2,059","58,291","3,525","-40,689","9,462","54,725",440
Free Cash Flow,"5,530","8,976","2,195","-11,580","17,631","-5,627","58,195",98,"-40,591","13,793","61,830","6,652"
CFO/OP,24%,41%,17%,-61%,94%,-30%,226%,17%,-83%,28%,86%,12%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
