ticker,sales_y1,sales_y2,sales_y3,sales_q1,sales_q2,net_profit_y1,net_profit_y2,opm_y1,opm_y2,operating_profit_y1,interest_y1,share_capital_y1,share_capital_y2,borrowings_y1,borrowings_y2,fixed_assets_y1,fixed_assets_y2,cwip_y1,cwip_y2,cfo_y1,roce_y1,roce_y2,ccc_y1,ccc_y2,promoter_q1,promoter_q2,fii_q1,fii_q2,dii_q1,dii_q2,market_cap,stock_pe,dividend_yield,other_income_y1,debtor_days_y1,debtor_days_y2,days_payable_y1,days_payable_y2,valuation_context,earnings_quality_analysis,pricing_power_analysis,secondary_red_flags,classification,qualification_reason
RPPINFRA,1495.0,1439.0,1353.0,452.0,375.0,7.0,65.0,1.0,7.0,15.0,16.0,50.0,50.0,105.0,44.0,151.0,105.0,12.0,0.0,7.0,5.0,20.0,-79.0,-110.0,39.18,39.18,0.12,0.0,0.01,0.01,317.0,34.1,0.78,20.0,36.0,47.0,0.0,0.0,,,,,REJECTED,Failed Survival Gate: Bankruptcy Risk (Interest Coverage < 2.0); No Skin in the Game; Other Income exceeds Core Profit
