--- ABOUT ---
"Incorporated in 1991, Mohit Industries Ltd is in the business manufacturing and exporting of textiles. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
32.0,22.6,42.6,

Book Value,Dividend Yield,ROCE,ROE
65.2,0.00,1.65,-0.56

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,45.44,36.76,38.79,29.54,26.52,21.18,25.71,29.58,35.93,32.24,34.54,36.29,36.83
Expenses +,45.69,36.26,39.03,29.05,25.67,20.71,26.63,30.33,35.19,31.90,33.30,36.35,35.98
Operating Profit,-0.25,0.50,-0.24,0.49,0.85,0.47,-0.92,-0.75,0.74,0.34,1.24,-0.06,0.85
OPM %,-0.55%,1.36%,-0.62%,1.66%,3.21%,2.22%,-3.58%,-2.54%,2.06%,1.05%,3.59%,-0.17%,2.31%
Other Income +,1.81,0.19,0.18,0.21,0.71,0.11,0.89,0.92,-0.07,0.50,-0.05,1.05,0.65
Interest,1.48,1.12,0.81,1.02,1.03,0.72,0.86,0.89,0.99,1.02,1.00,0.99,1.47
Depreciation,0.44,0.36,0.36,0.36,0.39,0.29,0.31,0.31,0.30,0.40,0.40,0.40,0.18
Profit before tax,-0.36,-0.79,-1.23,-0.68,0.14,-0.43,-1.20,-1.03,-0.62,-0.58,-0.21,-0.40,-0.15
Tax %,58.33%,-16.46%,-22.76%,-38.24%,21.43%,-6.98%,-15.00%,-44.66%,-25.81%,-25.86%,-23.81%,-25.00%,-186.67%
Net Profit +,-0.67,-0.66,-0.96,-0.42,0.13,-0.41,-1.02,-0.57,-0.42,-0.43,-0.14,-0.28,0.07
EPS in Rs,-0.47,-0.46,-0.68,-0.30,0.09,-0.29,-0.72,-0.40,-0.30,-0.30,-0.10,-0.20,0.05
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,136,153,157,191,175,149,167,167,132,112,140
Expenses +,123,141,147,182,167,142,162,165,130,113,138
Operating Profit,12,11,11,9,8,7,5,2,2,-0,2
OPM %,9%,8%,7%,5%,4%,5%,3%,1%,1%,-0%,2%
Other Income +,2,2,2,4,3,2,3,3,1,2,2
Interest,7,7,8,9,7,6,5,4,4,3,4
Depreciation,4,4,4,4,3,2,3,2,1,1,1
Profit before tax,3,2,1,1,0,1,0,-1,-3,-3,-1
Tax %,31%,1%,59%,-13%,-93%,35%,22%,15%,-25%,-25%,-43%
Net Profit +,2,2,0,1,-0,1,0,-1,-2,-2,-1
EPS in Rs,1.53,1.37,0.31,0.49,-0.04,0.49,0.08,-1.01,-1.35,-1.71,-0.56
Dividend Payout %,65%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,14,14,14,14,14,14,14,14,14,14,14
Reserves,15,36,54,21,19,39,124,166,259,162,78
Borrowings +,64,69,67,61,51,51,52,56,52,62,56
Other Liabilities +,14,6,8,14,10,8,9,5,4,4,1
Total Liabilities,107,124,143,110,93,112,199,242,330,242,150
Fixed Assets +,28,31,33,30,27,25,23,21,20,19,26
CWIP,2,4,0,0,0,0,0,0,0,1,0
Investments,5,24,42,9,6,26,115,159,253,160,78
Other Assets +,72,65,68,71,60,61,61,62,56,62,46
Total Assets,107,124,143,110,93,112,199,242,330,242,150

--- CASH FLOW ---
,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,3,2,2,14,9,2,-1,-0,9,-5,13
Cash from Investing Activity +,-7,-6,-3,-7,0,-0,-0,1,-2,-1,-2
Cash from Financing Activity +,4,4,1,-7,-8,-2,2,-1,-7,6,-10
Net Cash Flow,-0,0,-0,0,0,-0,-0,-0,-0,-0,0
Free Cash Flow,1,-6,-0,13,8,1,-2,-1,9,-6,5
CFO/OP,28%,26%,18%,149%,121%,29%,-18%,-5%,568%,"1,040%",546%

--- RATIOS ---
,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,71,56,62,47,34,43,42,39,34,40,26
Inventory Days,78,55,74,58,58,71,66,68,77,92,56
Days Payable,24,2,12,24,17,15,17,8,4,15,4
Cash Conversion Cycle,126,109,124,81,75,99,92,99,107,116,77
Working Capital Days,14,13,16,13,18,40,38,22,14,-22,-21
ROCE %,,8%,7%,8%,8%,7%,4%,1%,0%,0%,2%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,54.32%,54.32%,54.32%,54.32%,54.82%,54.82%,54.82%,54.94%,54.94%,54.94%,54.94%,54.94%
Public +,45.69%,45.68%,45.68%,45.68%,45.19%,45.19%,45.19%,45.07%,45.07%,45.06%,45.06%,45.07%
No. of Shareholders,"9,073","9,210","8,943","8,845","9,764","9,104","11,448","11,511","11,040","10,725","10,470","10,196"

--- CAGR BOXES ---




