Public +,13.01%,15.00%,15.68%,16.43%,17.39%,17.60%,17.58%,17.85%,18.58%,18.39%,18.31%,19.05%
No. of Shareholders,"1,18,237","1,34,946","1,57,919","2,34,201","2,59,888","3,15,448","3,07,998","3,10,563","3,10,847","2,99,076","2,89,521","2,87,339"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,11%
5 Years:,13%
3 Years:,-10%
TTM:,9%

Compounded Profit Growth
10 Years:,1%
5 Years:,-2%
3 Years:,-23%
TTM:,24%

Stock Price CAGR
10 Years:,9%
5 Years:,3%
3 Years:,4%
1 Year:,-21%

Return on Equity
10 Years:,9%
5 Years:,7%
3 Years:,7%
Last Year:,8%

