--- ABOUT ---
"Incorporated in 1995, Asian Granito manufactures and trades Tiles, Marble and allied products [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,755",59.2,79.1,84.1

Book Value,Dividend Yield,ROCE,ROE
51.4,0.00,3.12,1.44

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,456,335,401,371,424,360,384,366,515,388,407,462,538
Expenses +,500,325,381,370,404,344,369,353,500,363,370,417,559
Operating Profit,-44,10,20,2,20,16,15,13,15,25,37,45,-21
OPM %,-10%,3%,5%,0%,5%,4%,4%,4%,3%,6%,9%,10%,-4%
Other Income +,3,6,1,1,4,1,1,1,9,5,3,3,4
Interest,10,8,7,5,11,7,6,7,11,7,7,8,9
Depreciation,9,10,12,12,13,14,13,14,17,14,13,16,16
Profit before tax,-60,-2,2,-14,0,-4,-3,-7,-4,9,20,24,-43
Tax %,-20%,50%,259%,-44%,"3,282%",-63%,-244%,-46%,13%,19%,15%,22%,-23%
Net Profit +,-48,-4,-3,-8,-5,-2,5,-4,-5,7,17,19,-33
EPS in Rs,-3.53,-0.19,-0.10,-0.49,-0.19,-0.15,0.51,-0.31,-0.26,0.51,0.70,0.88,-1.08
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,846,994,"1,061","1,156","1,187","1,225","1,292","1,564","1,563","1,530","1,559","1,858"
Expenses +,786,903,934,"1,017","1,099","1,107","1,156","1,444","1,635","1,480","1,487","1,754"
Operating Profit,60,91,127,139,88,118,136,120,-73,50,72,104
OPM %,7%,9%,12%,12%,7%,10%,11%,8%,-5%,3%,5%,6%
Other Income +,1,1,5,8,9,10,5,50,21,13,13,17
Interest,23,29,41,39,37,40,35,26,27,31,26,35
Depreciation,19,28,24,25,27,31,29,30,34,47,51,64
Profit before tax,19,35,67,83,33,57,77,114,-112,-15,8,22
Tax %,30%,32%,28%,31%,30%,19%,25%,19%,-23%,33%,-165%,14%
Net Profit +,15,26,49,57,23,46,58,92,-87,-20,21,19
EPS in Rs,1.77,2.91,4.05,4.74,1.88,3.79,4.52,7.26,-5.74,-0.97,1.87,0.70
Dividend Payout %,0%,0%,9%,7%,9%,5%,3%,4%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,23,23,30,30,30,30,34,57,127,127,147,296
Reserves,267,341,369,405,421,487,592,861,"1,129","1,141","1,221","1,226"
Borrowings +,175,335,327,340,361,332,295,199,227,248,272,439
Other Liabilities +,186,251,334,416,469,410,447,412,439,391,458,510
Total Liabilities,651,950,"1,060","1,191","1,281","1,259","1,367","1,529","1,922","1,907","2,098","2,472"
Fixed Assets +,188,392,413,426,472,463,457,476,577,783,749,"1,009"
CWIP,15,6,1,11,0,9,24,52,177,0,36,49
Investments,11,13,17,23,28,30,46,66,13,23,3,5
Other Assets +,438,539,629,731,782,757,839,935,"1,155","1,101","1,309","1,408"
Total Assets,651,950,"1,060","1,191","1,281","1,259","1,367","1,529","1,922","1,907","2,098","2,472"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,104,21,63,94,88,56,46,-7,-49,-82,81,94
Cash from Investing Activity +,-33,-221,-40,-48,-62,-41,-26,-23,-423,71,-162,-101
Cash from Financing Activity +,-76,203,-22,-42,-16,-40,10,98,408,8,72,28
Net Cash Flow,-4,3,1,5,9,-24,30,67,-64,-4,-8,22
Free Cash Flow,67,-202,24,46,25,2,7,-80,-304,-157,-92,-9
CFO/OP,182%,29%,57%,80%,112%,60%,44%,6%,53%,-156%,122%,97%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,71,72,103,127,123,112,119,109,97,97,119,109
Inventory Days,130,145,179,164,174,149,142,123,88,103,111,111
Days Payable,93,92,150,177,192,159,134,105,106,106,139,126
Cash Conversion Cycle,108,125,132,114,105,102,126,127,80,93,91,94
Working Capital Days,25,29,35,36,20,37,76,100,83,128,105,92
ROCE %,9%,11%,14%,16%,9%,11%,12%,10%,-6%,1%,2%,3%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,29.02%,29.02%,29.02%,29.02%,29.02%,29.02%,33.52%,33.52%,33.52%,33.46%,33.72%,38.79%
FIIs +,1.20%,1.07%,0.97%,1.36%,2.71%,2.23%,1.59%,1.93%,1.43%,1.10%,1.73%,1.05%
DIIs +,0.00%,0.00%,0.00%,0.00%,0.39%,0.26%,0.22%,0.22%,0.22%,0.14%,0.17%,0.13%
Public +,69.79%,69.91%,70.01%,69.62%,67.88%,68.49%,64.66%,64.33%,64.83%,65.30%,64.39%,60.03%
No. of Shareholders,"91,437","88,427","86,559","88,171","82,396","88,868","90,727","88,993","87,652","84,950","80,427","77,037"

--- CAGR BOXES ---




