--- ABOUT ---
"Incorporated in 1965, Jamna Auto Industries Limited manufactures conventional leaf springs, parabolic leaf  springs,  air  suspensions  and  lift  axles, predominantly  for  Commercial Vehicles. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"5,295",132,153,22.1

Book Value,Dividend Yield,ROCE,ROE
28.7,1.59,27.5,22.4

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,634,575,607,604,640,557,513,562,638,573,531,668,840
Expenses +,554,502,528,518,551,482,447,485,554,497,462,554,703
Operating Profit,79,73,79,86,89,75,66,77,84,76,69,114,137
OPM %,13%,13%,13%,14%,14%,13%,13%,14%,13%,13%,13%,17%,16%
Other Income +,2,1,1,1,1,2,1,1,2,2,3,-9,1
Interest,1,0,1,1,1,1,1,1,2,1,3,5,5
Depreciation,11,11,11,12,10,11,11,14,11,13,13,17,17
Profit before tax,71,63,69,74,78,65,56,63,72,64,56,83,116
Tax %,26%,27%,27%,26%,30%,28%,29%,31%,30%,29%,29%,30%,25%
Net Profit +,52,46,50,55,55,46,40,44,50,46,40,58,87
EPS in Rs,1.32,1.14,1.26,1.38,1.37,1.16,1.00,1.10,1.26,1.15,1.00,1.46,2.18
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"1,095","1,256","1,292","1,738","2,135","1,129","1,079","1,718","2,325","2,427","2,270","2,612"
Expenses +,"1,001","1,092","1,091","1,499","1,856","1,013",945,"1,491","2,063","2,097","1,965","2,216"
Operating Profit,95,164,201,239,279,116,134,227,262,329,305,396
OPM %,9%,13%,16%,14%,13%,10%,12%,13%,11%,14%,13%,15%
Other Income +,2,7,6,9,11,15,10,5,12,3,3,-2
Interest,18,20,14,20,28,18,7,4,3,5,5,13
Depreciation,31,45,48,41,46,41,36,37,41,44,47,61
Profit before tax,47,105,145,186,216,72,101,191,229,283,256,320
Tax %,38%,32%,28%,33%,36%,33%,28%,26%,27%,27%,30%,28%
Net Profit +,29,72,105,125,137,48,73,141,168,205,180,231
EPS in Rs,0.74,1.80,2.63,3.14,3.45,1.20,1.83,3.53,4.22,5.15,4.52,5.78
Dividend Payout %,30%,31%,27%,27%,28%,33%,41%,42%,45%,47%,46%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,40,40,40,40,40,40,40,40,40,40,40,40
Reserves,157,203,293,384,470,477,540,645,744,863,953,"1,107"
Borrowings +,64,16,73,63,4,152,125,191,30,293,358,12
Other Liabilities +,234,225,155,303,554,121,292,317,226,154,174,489
Total Liabilities,495,484,561,789,"1,067",790,998,"1,193","1,040","1,350","1,525","1,648"
Fixed Assets +,242,211,281,301,373,369,351,436,434,468,504,849
CWIP,8,65,20,31,40,132,134,53,56,121,275,108
Investments,0,0,0,0,0,0,0,0,0,0,3,0
Other Assets +,245,207,259,457,655,289,512,703,550,761,742,692
Total Assets,495,484,561,789,"1,067",790,998,"1,193","1,040","1,350","1,525","1,648"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,98,138,81,126,281,-1,100,1,374,90,289,510
Cash from Investing Activity +,-22,-75,-83,-72,-130,-97,-18,-36,-88,-160,-189,-245
Cash from Financing Activity +,-78,-66,6,-57,-139,80,-45,20,-257,92,-34,-302
Net Cash Flow,-2,-3,4,-2,12,-19,37,-15,28,22,66,-37
Free Cash Flow,75,70,-6,51,151,-101,82,-36,286,-73,103,261
CFO/OP,115%,96%,69%,79%,129%,18%,95%,24%,164%,51%,120%,153%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,19,11,10,40,52,26,58,61,10,28,25,11
Inventory Days,54,49,53,53,61,67,116,102,77,84,82,74
Days Payable,91,61,37,68,117,19,102,66,15,15,19,48
Cash Conversion Cycle,-18,-0,26,25,-4,73,71,97,71,97,88,37
Working Capital Days,-19,-19,-4,19,7,18,21,38,31,25,6,5
ROCE %,23%,49%,48%,46%,49%,15%,16%,25%,28%,29%,21%,27%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,49.96%,49.96%,49.95%,49.94%,49.94%,49.94%,49.94%,49.93%,49.93%,49.93%,49.93%,49.85%
FIIs +,3.29%,5.79%,5.70%,7.67%,8.96%,5.40%,4.25%,2.75%,2.04%,2.37%,5.20%,9.25%
DIIs +,14.61%,12.28%,10.76%,7.14%,6.28%,5.28%,4.41%,5.62%,6.28%,7.04%,8.07%,4.83%
Public +,32.15%,31.98%,33.58%,35.24%,34.83%,39.37%,41.39%,41.70%,41.75%,40.68%,36.80%,36.08%
No. of Shareholders,"1,40,158","1,61,439","1,74,252","2,44,205","2,43,453","2,46,121","2,56,437","2,58,992","2,56,184","2,55,875","2,26,246","2,10,292"

--- CAGR BOXES ---




