--- ABOUT ---
"Incorporated in 1981, Mahindra EPC Irrigation is in the business of manufacturing Micro Irrigation Systems, such as Drip and Sprinklers, and allied products. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
326,116,185,23.0

Book Value,Dividend Yield,ROCE,ROE
66.2,0.00,10.3,7.93

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,70.96,53.25,57.74,80.29,71.17,45.31,50.02,81.45,95.89,62.04,49.58,93.47,107.00
Expenses +,68.10,53.30,57.26,76.54,70.12,47.68,52.97,71.79,86.30,59.30,48.23,83.01,99.96
Operating Profit,2.86,-0.05,0.48,3.75,1.05,-2.37,-2.95,9.66,9.59,2.74,1.35,10.46,7.04
OPM %,4.03%,-0.09%,0.83%,4.67%,1.48%,-5.23%,-5.90%,11.86%,10.00%,4.42%,2.72%,11.19%,6.58%
Other Income +,1.72,0.18,0.22,0.05,2.61,0.10,0.63,0.15,1.54,0.13,0.82,-0.25,1.00
Interest,0.46,0.57,0.66,0.73,0.75,0.47,0.58,0.47,0.76,0.76,0.80,0.69,0.89
Depreciation,0.79,0.78,0.78,0.78,0.81,0.80,0.81,0.81,0.94,0.80,0.79,0.78,0.79
Profit before tax,3.33,-1.22,-0.74,2.29,2.10,-3.54,-3.71,8.53,9.43,1.31,0.58,8.74,6.36
Tax %,17.72%,-33.61%,-8.11%,27.07%,29.05%,-25.71%,-25.61%,25.56%,33.72%,25.19%,25.86%,25.74%,24.69%
Net Profit +,2.74,-0.81,-0.68,1.67,1.49,-2.63,-2.76,6.35,6.25,0.98,0.43,6.49,4.79
EPS in Rs,0.98,-0.29,-0.24,0.60,0.53,-0.94,-0.99,2.27,2.24,0.35,0.15,2.32,1.71
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,260,284,254,212,210,262,273,312
Expenses +,240,247,228,218,224,257,259,290
Operating Profit,20,37,26,-6,-13,5,14,22
OPM %,8%,13%,10%,-3%,-6%,2%,5%,7%
Other Income +,1,1,3,0,3,3,2,2
Interest,1,2,1,2,2,3,2,3
Depreciation,3,4,3,3,3,3,3,3
Profit before tax,17,32,25,-11,-16,2,11,17
Tax %,33%,28%,24%,-25%,-23%,31%,33%,25%
Net Profit +,11,23,19,-8,-12,2,7,13
EPS in Rs,4.07,8.29,6.81,-2.84,-4.41,0.60,2.58,4.54
Dividend Payout %,25%,14%,18%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,28,28,28,28,28,28,28,28
Reserves,122,142,158,148,136,137,145,157
Borrowings +,3,13,0,25,15,16,25,45
Other Liabilities +,68,80,81,79,75,76,94,121
Total Liabilities,221,264,268,280,253,257,292,352
Fixed Assets +,24,28,26,23,22,21,20,19
CWIP,0,0,0,0,0,0,0,0
Investments,2,1,1,1,0,0,0,0
Other Assets +,195,234,241,256,231,236,271,332
Total Assets,221,264,268,280,253,257,292,352

--- CASH FLOW ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,5,10,11,-23,19,2,-4,-16
Cash from Investing Activity +,-3,-2,-1,-1,-2,-2,-2,-2
Cash from Financing Activity +,-3,3,-17,20,-12,-4,7,17
Net Cash Flow,-0,11,-7,-4,4,-4,1,-2
Free Cash Flow,3,7,10,-24,17,-1,-6,-18
CFO/OP,51%,60%,75%,356%,-152%,15%,-18%,-76%

--- RATIOS ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,175,165,200,238,197,202,232,254
Inventory Days,68,97,94,99,116,116,121,96
Days Payable,136,178,176,170,164,161,208,246
Cash Conversion Cycle,107,85,118,167,150,158,145,103
Working Capital Days,125,109,158,168,174,168,174,141
ROCE %,,20%,14%,-4%,-7%,3%,7%,10%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,54.26%,54.26%,54.26%,54.26%,54.21%,54.21%,54.21%,54.21%,54.20%,54.20%,54.20%,54.20%
FIIs +,0.13%,0.19%,0.05%,0.11%,0.60%,0.20%,0.08%,0.01%,0.07%,0.02%,0.01%,0.02%
Public +,45.62%,45.56%,45.70%,45.63%,45.18%,45.58%,45.71%,45.78%,45.72%,45.78%,45.78%,45.76%
No. of Shareholders,"29,673","28,951","29,415","29,175","27,471","27,345","27,835","28,764","28,653","29,168","26,634","26,252"

--- CAGR BOXES ---




