--- ABOUT ---
"Incorporated in 1943, Sandesh Ltd is in the business of editing, printing, and publishing newspapers and periodicals, and also runs a Gujarati news channel [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
742,980,"1,500",11.0

Book Value,Dividend Yield,ROCE,ROE
"1,886",0.51,7.03,4.83

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,77,72,72,91,86,69,71,79,76,73,78,77,211
Expenses +,70,56,58,66,61,53,55,121,64,55,73,57,246
Operating Profit,7,16,14,25,26,16,16,-41,12,18,5,20,-35
OPM %,9%,22%,20%,28%,30%,23%,22%,-52%,16%,25%,6%,26%,-17%
Other Income +,8,29,21,50,66,50,48,3,4,55,4,30,6
Interest,0,0,0,0,0,0,0,0,0,0,0,0,0
Depreciation,2,2,2,2,2,2,2,2,2,2,2,2,2
Profit before tax,13,44,34,73,90,64,61,-40,13,71,7,48,-31
Tax %,17%,24%,23%,21%,20%,21%,38%,-48%,31%,19%,46%,20%,11%
Net Profit +,11,33,26,58,72,50,38,-21,9,58,4,38,-35
EPS in Rs,14.59,43.69,34.23,76.20,95.01,66.70,50.45,-27.47,12.21,76.68,5.10,50.84,-45.63
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2008,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,264,375,356,377,419,343,274,309,341,322,294,440
Expenses +,249,247,249,258,331,273,198,232,246,240,226,353
Operating Profit,15,128,106,119,88,71,76,76,95,82,68,86
OPM %,6%,34%,30%,32%,21%,21%,28%,25%,28%,25%,23%,20%
Other Income +,32,4,15,16,21,15,49,48,45,166,38,16
Interest,4,2,1,0,0,0,0,0,0,0,0,0
Depreciation,5,8,8,9,9,8,7,6,6,7,7,7
Profit before tax,38,123,113,126,99,77,117,118,134,241,99,96
Tax %,32%,35%,36%,34%,35%,21%,23%,24%,24%,22%,22%,31%
Net Profit +,26,80,73,83,65,61,90,90,101,189,77,66
EPS in Rs,,105.56,96.19,109.44,85.62,80.72,118.87,118.68,133.97,249.15,101.88,86.98
Dividend Payout %,10%,5%,5%,5%,6%,6%,4%,4%,4%,2%,5%,6%

--- BALANCE SHEET ---
,Mar 2008,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,9,8,8,8,8,8,8,8,8,8,8,8
Reserves,195,563,584,662,723,779,881,943,"1,047","1,254","1,346","1,420"
Borrowings +,54,14,2,0,0,0,0,0,0,0,0,0
Other Liabilities +,86,118,95,87,70,55,75,64,62,87,89,99
Total Liabilities,344,702,688,758,800,842,964,"1,014","1,117","1,349","1,442","1,527"
Fixed Assets +,53,73,126,138,132,128,120,110,112,110,106,105
CWIP,0,0,11,0,0,0,0,0,0,1,0,0
Investments,7,393,287,392,504,428,512,512,666,977,"1,136","1,003"
Other Assets +,284,237,265,228,164,285,332,392,340,261,199,418
Total Assets,344,702,688,758,800,842,964,"1,014","1,117","1,349","1,442","1,527"

--- CASH FLOW ---
,Mar 2008,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,-56,99,98,78,48,-90,49,22,84,154,67,-145
Cash from Investing Activity +,8,-39,-33,-110,-102,85,-40,33,-106,-130,-109,148
Cash from Financing Activity +,47,-4,-17,-7,-5,-5,-4,-4,-4,-4,-2,-2
Net Cash Flow,-1,57,49,-38,-58,-10,4,51,-26,20,-43,1
Free Cash Flow,-57,90,80,69,45,-90,52,24,83,149,65,-150
CFO/OP,-276%,110%,130%,101%,91%,-92%,96%,68%,115%,215%,127%,-129%

--- RATIOS ---
,Mar 2008,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,48,62,68,69,64,72,68,50,43,55,57,36
Inventory Days,58,68,128,128,48,66,125,132,47,61,109,441
Days Payable,82,38,37,51,24,18,87,27,27,33,48,41
Cash Conversion Cycle,24,92,158,146,89,120,106,155,64,83,119,437
Working Capital Days,263,2,48,55,58,216,138,144,98,121,84,721
ROCE %,19%,,19%,20%,14%,10%,14%,11%,13%,21%,8%,7%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,74.81%,74.81%,74.81%,74.81%,74.81%,74.81%,74.81%,74.81%,74.81%,74.81%,74.81%,74.81%
FIIs +,0.00%,0.00%,0.00%,0.01%,0.05%,0.16%,0.15%,0.14%,0.10%,0.09%,0.09%,0.09%
DIIs +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.01%,0.01%,0.01%,0.01%
Public +,25.20%,25.19%,25.19%,25.17%,25.14%,25.02%,25.04%,25.04%,25.07%,25.07%,25.08%,25.09%
No. of Shareholders,"5,966","5,934","5,629","6,443","6,343","6,951","7,286","7,548","7,372","7,404","7,177","6,980"

--- CAGR BOXES ---




