Days Payable,,,,19.59,69.91,,,,,,80.74,
Cash Conversion Cycle,480.62,971.44,468.51,12.59,-49.07,70.17,53.45,46.75,36.34,59.57,"4,743.49",86.51
Working Capital Days,785.26,"1,589.45",846.28,89.88,-118.21,-204.52,-180.65,-214.16,-223.86,-242.39,48.50,-12.06
ROCE %,7.61%,0.44%,5.91%,4.72%,-1.53%,1.34%,9.48%,8.58%,6.13%,9.62%,3.48%,2.22%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,26.40%,26.40%,26.40%,26.40%,26.40%,26.40%,26.40%,26.40%,26.40%,26.40%,26.40%,26.40%
FIIs +,0.00%,0.00%,0.00%,0.00%,0.00%,0.14%,0.14%,0.13%,0.12%,0.00%,0.00%,0.00%
Public +,73.60%,73.60%,73.59%,73.60%,73.60%,73.46%,73.46%,73.47%,73.48%,73.60%,73.60%,73.60%
No. of Shareholders,"2,28,993","2,27,969","2,27,569","2,33,845","2,68,364","3,08,838","3,22,347","3,22,105","3,16,396","3,08,504","3,00,799","2,94,278"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,11%
5 Years:,3%
3 Years:,7%
TTM:,-24%

Compounded Profit Growth
10 Years:,11%
5 Years:,-23%
3 Years:,-28%
TTM:,112%

Stock Price CAGR
10 Years:,-6%
5 Years:,-24%
3 Years:,-20%
1 Year:,-39%

Return on Equity
10 Years:,3%
5 Years:,4%
3 Years:,3%
Last Year:,1%

