--- ABOUT ---
"Incorporated in 1985, Weizmann Ltd is in the business of Textiles and also does job work [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
137,88.6,129,23.2

Book Value,Dividend Yield,ROCE,ROE
42.6,0.56,14.0,9.32

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,37.68,33.27,30.57,28.42,30.64,20.98,31.44,28.58,36.25,29.99,35.88,28.46,32.36
Expenses +,34.20,28.66,27.01,25.23,27.25,18.88,27.64,24.39,31.20,26.60,31.87,23.69,30.29
Operating Profit,3.48,4.61,3.56,3.19,3.39,2.10,3.80,4.19,5.05,3.39,4.01,4.77,2.07
OPM %,9.24%,13.86%,11.65%,11.22%,11.06%,10.01%,12.09%,14.66%,13.93%,11.30%,11.18%,16.76%,6.40%
Other Income +,0.05,0.02,0.03,0.41,0.11,0.06,0.06,0.09,0.06,0.04,0.10,0.08,0.10
Interest,0.23,0.17,0.15,0.19,0.15,0.09,0.12,0.39,0.23,0.21,0.17,0.16,0.15
Depreciation,0.78,0.78,0.66,0.65,0.64,0.59,0.70,0.71,1.37,1.08,1.11,1.15,1.15
Profit before tax,2.52,3.68,2.78,2.76,2.71,1.48,3.04,3.18,3.51,2.14,2.83,3.54,0.87
Tax %,44.05%,30.71%,36.69%,-3.62%,11.44%,25.00%,26.97%,25.79%,33.90%,25.23%,26.50%,23.73%,32.18%
Net Profit +,1.10,2.94,1.76,2.45,1.82,0.84,2.25,1.99,-8.68,1.20,1.99,2.37,0.36
EPS in Rs,0.69,1.85,1.11,1.54,1.15,0.53,1.45,1.28,-5.60,0.77,1.28,1.53,0.23
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,51,57,84,87,105,96,98,100,135,123,117,127
Expenses +,48,52,80,83,94,88,86,94,122,108,102,112
Operating Profit,3,5,4,3,11,9,11,6,13,15,15,14
OPM %,6%,9%,5%,4%,11%,9%,12%,6%,9%,12%,13%,11%
Other Income +,2,0,3,3,2,0,1,2,0,0,0,0
Interest,0,0,0,0,0,0,1,0,1,1,1,1
Depreciation,1,1,1,1,2,2,3,3,3,3,3,4
Profit before tax,3,4,6,5,11,6,8,5,9,12,11,9
Tax %,44%,30%,41%,37%,23%,28%,35%,39%,31%,20%,29%,26%
Net Profit +,4,4,4,3,6,3,5,3,4,9,-4,6
EPS in Rs,2.03,2.25,2.03,1.77,3.66,1.72,3.00,2.19,2.69,5.65,-2.32,3.81
Dividend Payout %,25%,22%,25%,28%,14%,580%,17%,23%,19%,9%,-22%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,17,17,17,17,17,17,17,16,16,16,15,15
Reserves,42,45,65,101,68,53,57,50,49,57,45,51
Borrowings +,2,0,0,1,3,19,17,18,12,8,11,6
Other Liabilities +,15,12,15,26,29,20,27,25,25,17,19,21
Total Liabilities,75,74,97,145,117,109,118,109,102,97,91,94
Fixed Assets +,16,17,17,20,24,23,29,28,27,26,33,42
CWIP,0,0,0,0,0,2,0,0,0,1,0,0
Investments,12,12,30,68,58,47,44,43,36,35,22,21
Other Assets +,47,46,50,57,36,37,45,39,39,35,35,31
Total Assets,75,74,97,145,117,109,118,109,102,97,91,94

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,12,0,1,5,36,-2,8,10,10,7,14,21
Cash from Investing Activity +,3,2,0,-4,-36,10,-4,2,-2,-2,-6,-13
Cash from Financing Activity +,-12,-2,-1,-1,-0,-8,-4,-10,-8,-5,-8,-6
Net Cash Flow,2,-0,0,-0,0,1,-0,1,-1,-0,-0,1
Free Cash Flow,10,-1,-1,1,31,-5,1,10,7,5,8,7
CFO/OP,396%,30%,109%,158%,358%,5%,87%,195%,99%,62%,107%,165%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,46,33,26,24,42,48,68,44,37,26,38,37
Inventory Days,73,86,38,88,60,72,100,66,60,89,95,79
Days Payable,130,85,61,111,182,161,196,176,140,109,148,159
Cash Conversion Cycle,-12,34,2,1,-79,-41,-28,-66,-43,5,-16,-44
Working Capital Days,203,192,117,130,-12,-42,-18,-49,-22,-2,-7,4
ROCE %,4%,7%,8%,5%,11%,7%,9%,4%,12%,16%,16%,14%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,67.88%,67.88%,67.88%,67.88%,67.88%,68.34%,68.34%,68.34%,68.34%,68.34%,68.34%,68.34%
FIIs +,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Public +,32.12%,32.12%,32.10%,32.13%,32.13%,31.67%,31.65%,31.66%,31.67%,31.67%,31.67%,31.67%
No. of Shareholders,"9,378","9,074","9,693","9,612","9,932","10,735","10,021","9,865","9,660","9,592","9,238","9,127"

--- CAGR BOXES ---




