--- ABOUT ---
"Incorporated in 2003, Mukka Proteins Ltd is a manufacturer and exporter of Fish Meal and Fish oil [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
729,24.3,31.2,14.0

Book Value,Dividend Yield,ROCE,ROE
16.6,0.00,11.6,11.1

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,421,274,332,517,257,172,149,303,382,171,245,654,381
Expenses +,378,260,294,498,224,159,140,262,352,157,224,608,347
Operating Profit,43,14,38,19,32,14,10,41,29,14,20,45,34
OPM %,10%,5%,11%,4%,13%,8%,6%,14%,8%,8%,8%,7%,9%
Other Income +,-0,3,6,8,5,3,4,6,4,3,6,8,15
Interest,7,6,6,6,7,8,9,11,10,11,13,15,15
Depreciation,3,3,3,3,3,3,4,4,3,3,4,4,5
Profit before tax,33,8,35,17,27,6,1,33,20,2,9,35,29
Tax %,34%,45%,18%,31%,-8%,5%,-40%,19%,30%,33%,26%,21%,26%
Net Profit +,22,4,29,12,29,5,1,27,14,2,7,27,21
EPS in Rs,0.99,0.16,1.28,0.48,0.91,0.14,0.07,0.88,0.45,0.05,0.20,0.79,0.69
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,409,549,604,770,"1,177","1,380","1,006","1,449"
Expenses +,385,525,582,723,"1,091","1,274",912,"1,335"
Operating Profit,23,24,22,48,86,105,95,115
OPM %,6%,4%,4%,6%,7%,8%,9%,8%
Other Income +,2,8,10,7,8,19,16,31
Interest,4,7,8,10,16,25,37,54
Depreciation,2,5,8,9,12,12,14,17
Profit before tax,19,20,15,36,66,87,60,75
Tax %,27%,31%,29%,28%,28%,15%,20%,24%
Net Profit +,14,14,11,26,48,74,48,57
EPS in Rs,,,,1.10,2.00,2.34,1.55,1.74
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6,6,6,22,22,30,30,30
Reserves,38,51,61,76,126,366,411,469
Borrowings +,83,142,159,175,262,365,453,779
Other Liabilities +,74,95,129,119,166,179,183,343
Total Liabilities,201,293,355,392,575,941,"1,076","1,621"
Fixed Assets +,49,78,79,83,85,85,94,194
CWIP,0,2,4,0,0,0,9,30
Investments,8,4,12,21,21,31,37,56
Other Assets +,144,209,260,289,469,825,937,"1,341"
Total Assets,201,293,355,392,575,941,"1,076","1,621"

--- CASH FLOW ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,-20,-25,5,5,-56,-150,-112,-111
Cash from Investing Activity +,-23,-28,-13,-11,-3,-48,-35,-146
Cash from Financing Activity +,34,54,10,15,75,266,56,267
Net Cash Flow,-9,1,3,8,15,68,-91,10
Free Cash Flow,-39,-61,-5,-1,-64,-165,-137,-248
CFO/OP,-67%,-81%,44%,22%,-52%,-118%,-114%,-84%

--- RATIOS ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,25,23,29,29,35,49,72,46
Inventory Days,95,89,106,95,89,136,266,267
Days Payable,63,63,71,56,51,44,67,75
Cash Conversion Cycle,57,49,64,68,73,141,272,238
Working Capital Days,4,-9,-7,-1,10,45,99,45
ROCE %,,15%,9%,18%,24%,19%,12%,12%

--- SHAREHOLDING PATTERN ---
,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,73.33%,73.33%,73.33%,73.33%,73.33%,73.33%,73.33%,73.33%,73.33%
FIIs +,6.46%,5.08%,2.81%,2.63%,2.63%,2.08%,1.70%,1.70%,1.70%
DIIs +,2.00%,2.50%,2.00%,1.98%,1.98%,1.87%,1.66%,0.17%,0.00%
Public +,18.21%,19.09%,21.84%,22.06%,22.05%,22.71%,23.31%,24.80%,24.97%
No. of Shareholders,"1,15,928","1,12,093","1,44,549","1,46,062","1,47,308","1,45,343","1,41,649","1,37,920","1,32,098"

--- CAGR BOXES ---




