--- ABOUT ---
"Incorporated in 1988, New Delhi Television Ltd is a news television and digital journalism company in India [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
914,81.0,134 / 58.8,

Book Value,Dividend Yield,ROCE,ROE
11.4,0.00,-72.6,-340

Face Value
4.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,67,70,96,98,107,94,111,133,127,108,122,150,148
Expenses +,82,80,91,106,122,139,155,174,176,165,179,212,233
Operating Profit,-15,-10,5,-9,-16,-46,-43,-42,-49,-58,-57,-61,-85
OPM %,-22%,-14%,5%,-9%,-15%,-48%,-39%,-31%,-38%,-54%,-47%,-41%,-58%
Other Income +,15,5,4,2,12,4,1,1,1,5,3,-3,3
Interest,1,0,0,1,3,3,4,6,8,9,10,6,6
Depreciation,3,2,2,2,3,2,6,8,8,8,9,9,9
Profit before tax,-4,-7,6,-10,-9,-47,-53,-54,-63,-70,-73,-80,-98
Tax %,-69%,14%,1%,2%,1%,0%,1%,3%,-2%,0%,2%,0%,1%
Net Profit +,-1,-8,6,-10,-9,-47,-53,-55,-62,-70,-74,-80,-99
EPS in Rs,0.05,-0.72,0.52,-0.85,-0.75,-4.14,-4.68,-4.94,-5.40,-6.24,-6.57,-7.11,-8.67
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,571,566,490,426,399,373,358,396,386,370,465,528
Expenses +,553,600,532,465,358,322,283,296,328,398,638,789
Operating Profit,18,-34,-42,-40,41,52,74,100,58,-28,-173,-261
OPM %,3%,-6%,-9%,-9%,10%,14%,21%,25%,15%,-8%,-37%,-49%
Other Income +,7,11,4,2,19,20,49,25,25,22,1,7
Interest,21,21,22,21,28,25,23,10,3,5,20,31
Depreciation,25,25,18,15,12,11,10,19,17,9,24,36
Profit before tax,-21,-68,-78,-74,21,36,90,96,63,-20,-217,-321
Tax %,119%,11%,10%,15%,45%,21%,17%,12%,16%,7%,0%,1%
Net Profit +,-44,-74,-86,-84,11,28,75,85,53,-21,-218,-323
EPS in Rs,-3.90,-4.86,-7.13,-7.09,0.91,2.15,6.29,7.08,4.32,-1.79,-19.16,-28.59
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,26,26,26,26,26,26,26,26,26,26,26,45
Reserves,48,56,77,23,40,62,126,207,254,233,33,83
Borrowings +,188,158,170,191,158,121,75,22,8,113,338,258
Other Liabilities +,324,309,205,263,270,285,228,225,179,228,246,318
Total Liabilities,586,548,478,503,493,494,454,479,466,599,643,704
Fixed Assets +,98,87,78,65,58,64,60,68,49,133,198,188
CWIP,1,2,0,1,0,0,0,0,0,36,1,4
Investments,10,12,13,20,23,10,42,32,32,35,34,34
Other Assets +,478,448,386,418,413,419,351,379,385,395,410,478
Total Assets,586,548,478,503,493,494,454,479,466,599,643,704

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,-19,-3,-7,41,27,16,43,155,-13,-68,-144,-258
Cash from Investing Activity +,59,-17,9,5,-15,74,9,-78,40,50,-73,-21
Cash from Financing Activity +,-22,-6,-6,2,-58,-72,-72,-81,-19,21,213,284
Net Cash Flow,19,-25,-4,49,-47,18,-21,-5,7,4,-5,5
Free Cash Flow,-32,-26,-14,42,19,10,35,148,-24,-105,-223,-292
CFO/OP,19%,-69%,-55%,-163%,120%,65%,74%,170%,6%,256%,88%,97%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,118,95,114,121,124,144,108,68,70,128,110,111
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,118,95,114,121,124,144,108,68,70,128,110,111
Working Capital Days,10,-17,-10,-81,-47,-21,-51,-56,-16,14,0,-3
ROCE %,2%,-12%,-15%,-16%,21%,24%,49%,39%,19%,-4%,-48%,-73%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,69.71%,69.71%,69.71%,69.71%,64.71%,64.71%,64.71%,64.71%,64.71%,64.71%,69.02%,69.02%
FIIs +,0.02%,0.05%,0.13%,0.14%,0.09%,0.10%,0.10%,0.13%,0.12%,0.11%,0.05%,0.04%
DIIs +,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Public +,30.26%,30.21%,30.15%,30.14%,35.20%,35.18%,35.19%,35.15%,35.17%,35.16%,30.92%,30.94%
No. of Shareholders,"88,261","84,202","85,846","83,769","84,426","80,934","80,922","79,842","78,198","78,358","80,423","78,156"

