Fixed Assets +,"4,944","7,974","7,736","7,543","7,397","7,194","6,993","6,805","7,800","7,582","7,326","7,136"
CWIP,18,29,46,75,26,53,35,8,5,8,13,41
Investments,"2,451","1,302","1,278","1,225","1,191","1,136","1,085","1,918","4,480","4,596","4,269","3,569"
Other Assets +,"4,393","4,283","5,277","5,206","5,192","5,165","5,022","4,318","3,654","3,720","3,677","3,557"
Total Assets,"11,806","13,588","14,337","14,049","13,806","13,548","13,136","13,050","15,939","15,906","15,284","14,304"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,-365,379,700,953,"1,118",910,332,619,792,646,280,230
Cash from Investing Activity +,-179,-2,-14,-29,-4,-21,22,13,12,-3,20,562
Cash from Financing Activity +,476,-386,-707,-918,"-1,098",-839,-384,-654,-833,-615,-281,-776
Net Cash Flow,-68,-9,-20,6,16,50,-30,-22,-29,29,19,16
Free Cash Flow,-372,367,675,920,"1,109",882,339,613,786,638,291,115
CFO/OP,224%,48%,83%,338%,377%,201%,204%,357%,301%,259%,97%,65%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,13,22,12,11,11,9,12,14,8,9,7,7
Inventory Days,192,206,366,212,175,182,169,228,184,204,223,203
Days Payable,246,235,339,251,264,299,297,340,321,270,295,267
Cash Conversion Cycle,-41,-7,39,-29,-78,-107,-116,-98,-129,-56,-65,-58
Working Capital Days,67,62,17,22,-4,-12,-38,-119,-160,-175,-179,-184
ROCE %,-4%,7%,7%,2%,2%,3%,-0%,-0%,1%,1%,1%,2%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,24.96%,24.96%,24.96%,24.96%,24.96%,24.96%,24.96%,24.96%,24.96%,24.96%,24.96%,13.42%
FIIs +,1.60%,1.64%,1.80%,2.57%,2.63%,4.32%,3.41%,2.61%,2.16%,1.89%,1.86%,1.14%
DIIs +,15.26%,12.41%,9.45%,8.60%,8.43%,8.14%,8.08%,8.10%,8.12%,7.84%,7.83%,50.41%
Public +,58.05%,60.87%,63.67%,63.73%,63.84%,62.46%,63.42%,64.20%,64.64%,65.18%,65.23%,34.95%
Others +,0.14%,0.14%,0.14%,0.14%,0.14%,0.14%,0.14%,0.14%,0.14%,0.14%,0.14%,0.07%
No. of Shareholders,"4,51,099","5,12,155","5,56,650","6,35,448","6,73,585","7,45,336","7,88,743","8,01,056","7,89,152","7,81,568","7,70,569","7,65,300"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,2%
5 Years:,-4%
3 Years:,-5%
TTM:,-2%

Compounded Profit Growth
10 Years:,10%
5 Years:,20%
3 Years:,45%
TTM:,703%

Stock Price CAGR
10 Years:,0%
5 Years:,4%
3 Years:,6%
1 Year:,-17%

Return on Equity
10 Years:,-4%
5 Years:,-2%
3 Years:,0%
Last Year:,4%

