--- ABOUT ---
"Thirumalai Chemicals Ltd is a part of the Thirumalai Group, which has business interests in chemicals, surfactants, pigments and education. The Company’s principal activities are manufacturing and selling chemicals such as PAN, DEP etc. [1] [2]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"2,013",167,329,

Book Value,Dividend Yield,ROCE,ROE
130,0.00,-3.14,-11.8

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,431,523,542,492,527,555,525,447,523,450,445,416,424
Expenses +,432,485,527,498,523,524,502,467,508,477,449,431,418
Operating Profit,-1,38,15,-6,4,31,24,-20,15,-27,-4,-15,6
OPM %,-0%,7%,3%,-1%,1%,6%,4%,-5%,3%,-6%,-1%,-4%,1%
Other Income +,11,5,6,4,4,3,9,0,8,2,8,4,0
Interest,7,10,10,12,10,9,10,14,15,18,26,21,24
Depreciation,16,16,16,15,17,14,13,16,18,22,23,23,21
Profit before tax,-13,17,-4,-29,-19,11,9,-50,-11,-64,-44,-55,-38
Tax %,0%,37%,47%,-20%,10%,53%,47%,-16%,28%,-7%,-24%,-16%,-27%
Net Profit +,-13,11,-6,-23,-20,5,5,-42,-14,-60,-33,-47,-28
EPS in Rs,-1.25,1.04,-0.59,-2.24,-2.00,0.50,0.48,-4.10,-1.37,-5.86,-2.81,-3.86,-2.32
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"1,070",940,"1,028","1,312","1,261","1,085","1,086","1,998","2,132","2,083","2,050","1,736"
Expenses +,"1,032",842,871,"1,022","1,055","1,007",865,"1,557","1,946","2,032","2,001","1,771"
Operating Profit,38,98,158,290,206,78,221,441,186,51,49,-35
OPM %,4%,10%,15%,22%,16%,7%,20%,22%,9%,2%,2%,-2%
Other Income +,8,5,4,7,12,21,7,12,30,19,21,11
Interest,35,23,17,13,12,17,21,20,31,42,49,89
Depreciation,18,25,36,31,36,44,50,57,56,63,61,88
Profit before tax,-7,55,109,253,169,38,157,375,129,-35,-41,-202
Tax %,102%,41%,35%,33%,33%,39%,25%,25%,31%,12%,13%,-17%
Net Profit +,-14,32,71,170,114,23,118,281,90,-39,-46,-168
EPS in Rs,-1.34,3.14,6.90,16.64,11.09,2.26,11.49,27.47,8.77,-3.79,-4.50,-13.93
Dividend Payout %,-30%,51%,27%,12%,18%,0%,19%,9%,17%,-26%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,10,10,10,10,10,10,10,10,10,10,10,12
Reserves,183,208,388,563,658,628,793,"1,075","1,182","1,136","1,145","1,552"
Borrowings +,142,91,62,50,103,197,183,165,514,"1,252","1,786","2,175"
Other Liabilities +,212,211,327,202,370,365,358,612,654,922,867,998
Total Liabilities,547,520,786,825,"1,141","1,200","1,343","1,862","2,360","3,320","3,808","4,737"
Fixed Assets +,243,256,317,310,383,550,513,596,671,712,"1,251","1,251"
CWIP,7,18,9,44,159,82,126,64,406,"1,200","1,352","2,518"
Investments,5,5,77,104,150,49,136,180,132,173,200,154
Other Assets +,291,241,383,367,449,519,569,"1,022","1,150","1,236","1,005",813
Total Assets,547,520,786,825,"1,141","1,200","1,343","1,862","2,360","3,320","3,808","4,737"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,154,126,108,81,234,140,221,402,54,237,-66,-131
Cash from Investing Activity +,-19,-32,-44,-54,-221,-36,-159,-134,-335,-824,-531,-600
Cash from Financing Activity +,-142,-93,-52,-16,16,46,-38,-70,206,643,375,603
Net Cash Flow,-8,0,12,10,29,150,24,198,-75,56,-223,-128
Free Cash Flow,132,98,85,22,41,38,160,329,-308,-574,-676,-730
CFO/OP,422%,147%,91%,57%,137%,190%,118%,108%,66%,480%,-90%,384%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,52,50,49,33,33,30,29,29,17,32,35,41
Inventory Days,42,38,82,59,84,69,74,74,76,55,57,49
Days Payable,38,92,139,53,119,123,129,141,118,113,103,77
Cash Conversion Cycle,56,-3,-8,39,-2,-24,-26,-39,-25,-26,-11,14
Working Capital Days,-8,-15,-5,37,4,-5,-19,-23,-61,-93,-57,-160
ROCE %,7%,24%,33%,49%,26%,7%,20%,35%,11%,0%,0%,-3%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,42.16%,42.17%,41.98%,41.95%,41.95%,41.92%,41.92%,41.89%,41.87%,36.13%,37.13%,37.13%
FIIs +,1.81%,1.86%,1.88%,2.16%,2.50%,2.86%,2.77%,1.97%,1.88%,2.15%,1.97%,2.06%
DIIs +,0.10%,0.16%,0.17%,0.54%,1.29%,1.30%,1.27%,1.12%,1.05%,9.32%,9.47%,9.93%
Public +,55.93%,55.81%,55.98%,55.34%,54.25%,53.90%,54.04%,55.02%,55.20%,52.39%,51.43%,50.86%
No. of Shareholders,"78,530","77,685","76,903","70,817","64,651","62,053","61,249","59,515","59,356","58,416","57,446","56,739"

--- CAGR BOXES ---




