--- ABOUT ---
"Incorporated in 2010, Madhav Infra Projects Ltd is in the business of Infrastructure Development and Solar Power generation [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
239,8.88,15.2,8.73

Book Value,Dividend Yield,ROCE,ROE
8.89,0.00,15.6,12.1

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,204,124,98,88,151,68,87,147,308,88,107,54,254
Expenses +,181,105,83,72,142,51,74,132,286,70,91,49,233
Operating Profit,24,19,14,16,9,17,13,15,22,17,16,5,21
OPM %,12%,15%,14%,18%,6%,24%,15%,10%,7%,20%,15%,9%,8%
Other Income +,1,1,3,1,2,1,2,1,2,3,8,2,2
Interest,7,6,6,6,5,6,6,8,7,8,8,7,3
Depreciation,4,4,4,4,4,3,3,5,4,3,3,3,4
Profit before tax,13,9,7,7,1,8,5,4,13,9,14,-4,17
Tax %,45%,17%,11%,22%,-99%,18%,18%,30%,15%,17%,10%,16%,30%
Net Profit +,6,8,8,5,3,7,4,3,11,7,12,-4,12
EPS in Rs,0.19,0.31,0.26,0.13,0.10,0.25,0.15,0.10,0.45,0.28,0.47,-0.16,0.43
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,272,258,399,385,326,204,274,460,513,457,610,502
Expenses +,241,178,279,280,254,158,239,409,455,399,543,436
Operating Profit,31,80,120,106,72,45,35,51,58,58,67,66
OPM %,11%,31%,30%,27%,22%,22%,13%,11%,11%,13%,11%,13%
Other Income +,3,2,4,14,3,29,3,3,29,6,6,8
Interest,10,40,54,59,39,34,32,28,25,24,28,25
Depreciation,11,29,55,52,30,24,21,16,13,16,15,14
Profit before tax,13,15,14,8,6,16,-15,9,48,25,30,36
Tax %,31%,33%,23%,-1%,20%,74%,-20%,29%,24%,10%,18%,24%
Net Profit +,9,10,11,8,5,3,-13,6,36,23,25,27
EPS in Rs,,0.38,0.42,0.30,0.20,0.15,-0.49,0.24,1.26,0.80,0.96,1.02
Dividend Payout %,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6,6,6,6,6,6,26,26,27,27,27,27
Reserves,49,59,73,68,70,84,53,72,140,162,186,213
Borrowings +,150,416,479,521,344,335,303,255,207,159,160,165
Other Liabilities +,151,76,126,144,147,70,125,140,200,159,274,201
Total Liabilities,356,557,684,740,568,495,506,492,574,506,647,606
Fixed Assets +,69,393,399,385,208,175,185,96,132,127,121,149
CWIP,-0,-0,3,25,-0,-0,-0,-0,7,3,3,0
Investments,98,24,30,31,31,38,32,30,31,21,21,21
Other Assets +,189,140,252,300,329,282,290,366,404,354,501,436
Total Assets,356,557,684,740,568,495,506,492,574,506,647,606

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,4,102,79,101,29,2,100,-8,73,65,124,32
Cash from Investing Activity +,-31,-277,-79,-66,155,1,-42,66,-18,-4,-73,-31
Cash from Financing Activity +,35,186,-2,-21,-212,-20,-73,-64,-33,-79,-28,-20
Net Cash Flow,8,11,-2,13,-27,-18,-14,-6,22,-17,23,-19
Free Cash Flow,-32,-251,14,31,236,-6,74,52,35,57,116,32
CFO/OP,28%,130%,69%,100%,47%,-1%,269%,2%,119%,127%,201%,64%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,9,70,53,65,123,149,113,90,117,79,53,79
Inventory Days,102,17,190,200,218,339,273,222,167,163,85,101
Days Payable,183,94,295,228,204,211,187,202,279,222,130,123
Cash Conversion Cycle,-71,-6,-51,37,138,277,199,109,5,20,9,58
Working Capital Days,-29,-74,-13,-18,51,132,88,108,54,81,20,48
ROCE %,,15%,13%,11%,9%,12%,4%,10%,13%,13%,16%,16%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,69.00%,69.00%,68.98%,68.81%,68.81%,68.81%,68.81%,68.81%,68.81%,68.81%,68.81%,68.81%
Public +,31.00%,31.00%,31.01%,31.18%,31.18%,31.18%,31.18%,31.18%,31.18%,31.19%,31.18%,31.17%
No. of Shareholders,"24,540","30,632","40,182","51,175","51,671","78,692","78,773","76,849","73,983","72,208","71,257","68,506"

--- CAGR BOXES ---




