--- ABOUT ---
"Ram Ratna Wires Limited is engaged in the manufacturing of winding wires, mainly enamelled copper wires. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"3,801",407,520,34.7

Book Value,Dividend Yield,ROCE,ROE
62.1,0.31,23.6,20.6

Face Value
5.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,724,724,757,698,803,892,940,889,957,982,"1,163","1,278","1,753"
Expenses +,692,700,726,672,767,856,904,850,912,940,"1,109","1,207","1,661"
Operating Profit,32,25,32,26,37,36,36,38,45,43,54,71,92
OPM %,4%,3%,4%,4%,5%,4%,4%,4%,5%,4%,5%,6%,5%
Other Income +,4,3,6,4,3,4,4,4,6,4,4,1,6
Interest,9,10,10,9,11,12,13,14,16,16,19,21,28
Depreciation,4,5,5,5,5,5,5,5,6,8,9,8,13
Profit before tax,22,13,23,16,23,23,22,23,30,22,31,42,57
Tax %,27%,29%,37%,25%,17%,27%,22%,21%,37%,29%,29%,25%,32%
Net Profit +,16,9,14,12,19,16,17,18,19,16,22,32,39
EPS in Rs,1.71,1.07,1.56,1.31,2.00,1.89,1.91,1.87,2.04,1.75,2.28,3.35,4.18
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,747,728,801,"1,138","1,423","1,446","1,527","2,289","2,650","2,983","3,677","5,177"
Expenses +,712,693,750,"1,069","1,356","1,386","1,465","2,179","2,540","2,864","3,521","4,917"
Operating Profit,35,35,51,69,67,60,62,110,109,120,156,260
OPM %,5%,5%,6%,6%,5%,4%,4%,5%,4%,4%,4%,5%
Other Income +,2,2,2,3,4,4,3,8,7,15,18,15
Interest,15,14,11,18,30,29,26,28,34,41,55,84
Depreciation,7,8,8,11,16,19,18,18,18,20,22,38
Profit before tax,15,15,34,43,25,17,21,73,64,75,97,153
Tax %,35%,35%,34%,36%,35%,13%,26%,25%,27%,27%,28%,29%
Net Profit +,10,10,22,28,16,15,16,54,47,55,70,109
EPS in Rs,1.12,1.09,2.51,3.09,1.78,1.64,1.69,5.93,5.10,6.37,7.96,11.47
Dividend Payout %,22%,17%,12%,10%,18%,8%,15%,21%,24%,20%,16%,22%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,11,11,11,11,11,11,11,11,22,22,22,47
Reserves,56,63,114,156,173,168,189,260,290,404,461,533
Borrowings +,113,118,148,255,314,292,361,270,267,249,305,657
Other Liabilities +,34,21,66,103,111,70,85,174,251,277,512,757
Total Liabilities,213,213,339,525,609,541,646,715,829,952,"1,300","1,994"
Fixed Assets +,48,52,72,141,169,167,158,151,147,214,404,639
CWIP,0,2,0,6,1,1,3,7,4,29,113,34
Investments,0,0,41,66,48,27,37,66,80,43,19,16
Other Assets +,165,159,225,312,392,346,447,492,599,666,763,"1,305"
Total Assets,213,213,339,525,609,541,646,715,829,952,"1,300","1,994"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,,23,21,2,-8,64,-26,151,65,138,227,-93
Cash from Investing Activity +,,-11,-31,-64,-16,-17,-14,-19,-20,-6,-268,-151
Cash from Financing Activity +,,-13,21,53,28,-54,42,-121,-45,-107,3,250
Net Cash Flow,,-1,11,-9,4,-6,3,11,-1,26,-38,6
Free Cash Flow,,10,-10,-52,-44,47,-39,132,40,32,-10,-264
CFO/OP,,84%,66%,23%,1%,115%,-34%,153%,75%,140%,160%,-18%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,58,58,67,71,62,55,68,50,47,39,39,45
Inventory Days,9,11,21,16,29,29,36,22,29,27,26,38
Days Payable,9,3,21,20,18,9,12,21,29,33,47,50
Cash Conversion Cycle,57,66,67,68,73,75,92,51,46,33,18,33
Working Capital Days,11,13,14,10,13,17,28,27,26,23,9,10
ROCE %,,16%,19%,17%,12%,9%,9%,18%,17%,17%,20%,24%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,73.04%,73.04%,73.04%,73.04%,73.04%,73.04%,72.98%,72.98%,72.98%,68.84%,69.30%,69.30%
FIIs +,0.57%,0.15%,0.07%,0.03%,0.20%,0.48%,0.31%,0.17%,0.17%,0.11%,0.09%,0.17%
DIIs +,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.24%,0.35%,0.33%,0.42%,0.44%
Public +,26.40%,26.80%,26.89%,26.92%,26.75%,26.48%,26.72%,26.63%,26.51%,30.73%,30.21%,30.09%
No. of Shareholders,"15,661","18,923","18,346","16,579","18,401","19,140","19,079","18,848","18,430","18,074","20,231","19,958"

--- CAGR BOXES ---




