--- ABOUT ---
"B.L.Kashyap & Sons Ltd is an EPC company engaged in the business of Construction of Buildings High-Rise Residential and Commercial Complexes, IT Parks, Institutional Buildings, etc. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"1,253",55.6,80.1 / 40.3,92.0

Book Value,Dividend Yield,ROCE,ROE
23.4,0.00,13.0,2.59

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,276,253,327,324,341,350,267,242,294,336,355,324,364
Expenses +,253,228,298,300,308,319,247,236,287,310,335,295,337
Operating Profit,23,25,29,24,33,32,20,6,7,26,20,29,27
OPM %,8%,10%,9%,7%,10%,9%,8%,3%,2%,8%,6%,9%,7%
Other Income +,-30,3,1,1,8,9,12,9,16,3,2,1,-22
Interest,13,11,11,12,15,11,14,10,13,11,11,10,12
Depreciation,2,2,3,3,3,3,3,3,3,3,4,4,4
Profit before tax,-23,14,17,10,22,27,15,2,7,15,8,16,-11
Tax %,41%,28%,29%,31%,-6%,24%,38%,41%,149%,26%,212%,25%,16%
Net Profit +,-32,10,12,7,24,20,9,1,-3,11,-9,12,-13
EPS in Rs,-1.42,0.44,0.53,0.31,1.05,0.90,0.42,0.05,-0.14,0.48,-0.38,0.52,-0.56
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,834,860,924,"1,012",769,820,762,"1,158","1,110","1,245","1,154","1,379"
Expenses +,816,792,834,927,713,799,699,"1,067","1,012","1,134","1,088","1,277"
Operating Profit,19,68,89,85,57,21,63,90,98,110,65,102
OPM %,2%,8%,10%,8%,7%,3%,8%,8%,9%,9%,6%,7%
Other Income +,31,23,0,31,5,-22,7,41,-16,12,45,-16
Interest,81,82,83,77,59,69,59,55,51,49,47,43
Depreciation,47,21,13,12,12,12,11,10,10,10,12,15
Profit before tax,-78,-12,-6,27,-10,-82,-1,66,21,63,50,27
Tax %,-26%,-48%,-181%,23%,-34%,-23%,"8,490%",33%,-7%,17%,45%,94%
Net Profit +,-58,-6,5,21,-6,-63,-58,44,22,53,27,2
EPS in Rs,-2.82,-0.29,0.24,0.98,-0.28,-2.79,-2.59,1.95,0.98,2.33,1.22,0.07
Dividend Payout %,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,21,21,21,22,23,23,23,23,23,23,23,23
Reserves,384,379,414,476,493,436,357,400,422,474,501,504
Borrowings +,762,797,745,605,552,520,519,380,320,310,316,299
Other Liabilities +,596,637,595,645,756,839,622,629,531,606,676,836
Total Liabilities,"1,762","1,833","1,774","1,748","1,824","1,818","1,520","1,432","1,295","1,412","1,516","1,662"
Fixed Assets +,90,99,431,414,412,311,236,230,133,154,192,233
CWIP,130,139,95,97,94,95,-0,-0,-0,2,0,0
Investments,299,301,1,1,1,1,0,0,0,0,0,0
Other Assets +,"1,244","1,294","1,247","1,236","1,316","1,412","1,284","1,202","1,162","1,256","1,323","1,428"
