--- ABOUT ---
"Escorts Ltd. is one of India’s leading engineering conglomerates engaged in the manufacturing of Agri-machinery, Construction & Material Handling Equipment and Railway Equipment. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"31,563","2,821","4,180 / 2,700",23.4

Book Value,Dividend Yield,ROCE,ROE
"1,106",1.17,15.7,11.9

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,"2,214","2,355","2,478","2,728","2,301","2,574","2,277","2,948","2,445","2,500","2,792","3,280","2,968"
Expenses +,"1,981","2,024","2,214","2,402","2,015","2,259","2,047","2,616","2,158","2,179","2,432","2,846","2,588"
Operating Profit,233,331,264,325,285,315,230,332,287,321,360,435,381
OPM %,11%,14%,11%,12%,12%,12%,10%,11%,12%,13%,13%,13%,13%
Other Income +,86,99,94,129,133,140,140,143,178,"1,260",134,102,122
Interest,4,3,9,11,12,11,10,4,5,4,5,6,6
Depreciation,38,40,58,57,59,59,61,62,62,60,62,64,69
Profit before tax,278,386,290,386,347,385,299,410,398,"1,518",427,466,428
Tax %,22%,25%,27%,23%,22%,22%,-8%,22%,20%,8%,26%,23%,25%
Net Profit +,216,290,211,299,270,302,324,321,318,"1,397",318,358,321
EPS in Rs,16.41,26.24,19.05,27.01,24.43,27.30,28.98,28.66,28.46,124.88,28.44,32.03,28.65
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,"4,113","3,432","4,145","5,059","6,262","5,810","7,014","7,283","8,429","9,804","10,244","11,540"
Expenses +,"4,039","3,271","3,878","4,506","5,539","5,149","5,888","6,317","7,659","8,673","9,080","10,044"
Operating Profit,73,161,268,553,723,661,"1,126",966,770,"1,130","1,164","1,496"
OPM %,2%,5%,6%,11%,12%,11%,16%,13%,9%,12%,11%,13%
Other Income +,124,31,36,58,99,88,160,174,228,525,601,"1,618"
Interest,58,51,32,29,20,17,13,15,13,42,29,20
Depreciation,69,58,63,73,87,107,118,132,150,224,244,255
Profit before tax,70,82,208,509,715,625,"1,155",993,835,"1,390","1,492","2,838"
Tax %,-8%,15%,37%,32%,33%,25%,25%,26%,24%,23%,15%,16%
Net Profit +,76,70,131,347,478,472,872,736,637,"1,077","1,265","2,394"
EPS in Rs,6.23,5.76,10.71,28.31,39.07,38.53,64.63,55.82,48.26,97.44,113.06,213.99
Dividend Payout %,19%,21%,14%,7%,6%,6%,12%,13%,14%,18%,25%,24%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,119,123,123,123,123,123,135,132,132,110,112,112
Reserves,"1,711","1,344","1,498","2,093","2,551","2,995","4,891","7,468","8,055","9,278","10,255","12,261"
Borrowings +,484,368,265,51,281,48,61,52,57,448,105,162
Other Liabilities +,"1,235","1,134","1,313","1,706","1,753","1,849","1,791","1,456","1,841","2,563","2,623","3,265"
Total Liabilities,"3,550","2,968","3,199","3,973","4,707","5,014","6,878","9,108","10,085","12,400","13,095","15,799"
Fixed Assets +,"1,596","1,539","1,581","1,588","1,647","1,702","1,796","1,841","1,891","2,165","2,053","2,184"
CWIP,56,58,35,66,80,125,65,88,114,161,153,161
Investments,373,64,212,549,491,797,"1,938","4,836","4,767","5,019","5,605","8,281"
Other Assets +,"1,526","1,307","1,371","1,770","2,489","2,390","3,079","2,343","3,313","5,054","5,284","5,173"
Total Assets,"3,550","2,968","3,199","3,973","4,707","5,014","6,878","9,108","10,085","12,400","13,095","15,799"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,-10,212,304,460,-234,797,"1,129",32,224,789,"1,003","1,381"
Cash from Investing Activity +,17,-44,-155,-374,-18,-421,"-2,195","-1,856",-62,-759,-194,"-1,128"
Cash from Financing Activity +,1,-191,-113,-1,191,-300,"1,003","1,810",-71,25,-702,-420
Net Cash Flow,8,-23,36,85,-61,76,-63,-14,91,54,107,-167
Free Cash Flow,-65,166,238,354,-387,607,"1,013",-120,11,521,757,"1,069"
CFO/OP,15%,127%,130%,102%,-2%,147%,123%,30%,53%,91%,117%,130%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,37,40,40,43,54,46,34,40,51,53,47,38
Inventory Days,64,70,58,61,73,84,56,62,73,90,70,67
Days Payable,92,115,117,132,107,123,94,66,75,87,82,100
Cash Conversion Cycle,9,-5,-19,-29,21,7,-3,36,49,57,35,5
Working Capital Days,-17,-39,-39,-26,12,9,-4,30,39,31,25,195
ROCE %,7%,8%,13%,26%,28%,21%,28%,16%,11%,14%,14%,16%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,67.65%,67.65%,67.65%,67.65%,67.65%,68.04%,68.04%,68.04%,68.04%,68.04%,68.04%,68.04%
FIIs +,5.61%,6.69%,5.01%,5.85%,6.44%,6.32%,5.89%,5.21%,5.22%,5.27%,5.25%,5.71%
DIIs +,9.86%,9.34%,10.54%,9.75%,10.37%,10.21%,10.20%,11.34%,11.43%,11.80%,12.20%,11.66%
Public +,14.94%,14.41%,14.90%,14.90%,13.82%,13.73%,14.17%,13.72%,13.64%,13.22%,12.86%,12.93%
Others +,1.95%,1.92%,1.90%,1.86%,1.73%,1.70%,1.68%,1.68%,1.67%,1.66%,1.66%,1.65%
No. of Shareholders,"1,36,351","1,32,792","1,40,368","1,40,705","1,33,923","1,33,076","1,40,792","1,35,098","1,37,631","1,34,658","1,28,122","1,31,303"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,13%
5 Years:,10%
3 Years:,11%
