--- ABOUT ---
"Incorporated in 1980, Superhouse Ltd manufactures and trades Leather, Leather Goods and Textile Goods, etc. [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
172,156,202,46.6

Book Value,Dividend Yield,ROCE,ROE
422,0.51,4.15,0.80

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,175.72,164.42,191.04,144.69,165.18,142.95,182.13,163.88,176.04,162.68,190.05,169.09,154.95
Expenses +,159.00,155.30,177.98,138.22,156.53,135.70,171.31,159.52,166.36,155.57,177.77,159.59,142.25
Operating Profit,16.72,9.12,13.06,6.47,8.65,7.25,10.82,4.36,9.68,7.11,12.28,9.50,12.70
OPM %,9.52%,5.55%,6.84%,4.47%,5.24%,5.07%,5.94%,2.66%,5.50%,4.37%,6.46%,5.62%,8.20%
Other Income +,0.32,1.90,2.06,4.20,3.82,8.53,2.45,5.75,1.62,4.12,2.97,2.31,-3.17
Interest,3.76,4.13,4.16,3.49,4.05,4.36,5.17,4.78,6.68,5.77,5.72,4.38,5.15
Depreciation,4.26,4.28,4.42,4.42,5.02,4.54,4.67,3.67,5.21,4.71,4.54,4.81,5.24
Profit before tax,9.02,2.61,6.54,2.76,3.40,6.88,3.43,1.66,-0.59,0.75,4.99,2.62,-0.86
Tax %,22.62%,38.31%,19.42%,35.87%,9.71%,25.00%,39.65%,71.08%,-44.07%,233.33%,33.07%,68.70%,169.77%
Net Profit +,7.54,2.10,5.95,2.15,3.63,5.40,2.48,0.51,0.66,-0.32,4.25,1.28,-1.29
EPS in Rs,6.49,1.37,4.46,1.88,3.62,5.27,1.68,0.46,0.81,-0.25,3.85,1.16,-1.17
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,800,710,666,650,694,609,537,650,766,665,665,677
Expenses +,718,639,625,604,635,563,488,593,709,628,632,635
Operating Profit,82,71,41,45,59,46,49,58,57,37,33,41
OPM %,10%,10%,6%,7%,9%,8%,9%,9%,7%,6%,5%,6%
Other Income +,8,11,11,15,7,13,8,9,11,12,18,6
Interest,21,22,21,20,19,17,11,10,14,15,21,21
Depreciation,14,15,16,16,15,15,15,14,16,18,18,19
Profit before tax,55,45,16,25,32,27,30,42,37,15,12,7
Tax %,35%,38%,47%,29%,34%,2%,19%,26%,25%,23%,34%,92%
Net Profit +,36,28,8,18,21,26,24,36,30,14,9,4
EPS in Rs,32.37,25.32,7.59,15.99,18.96,23.80,22.13,32.24,24.04,11.32,8.26,3.34
Dividend Payout %,5%,6%,14%,6%,5%,3%,5%,3%,4%,7%,9%,23%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,11,11,11,11,11,11,11,11,11,11,11,11
Reserves,234,262,272,289,312,342,370,404,427,438,446,454
Borrowings +,232,231,221,220,209,181,145,160,192,204,211,181
Other Liabilities +,160,161,151,184,174,147,145,211,204,176,188,217
Total Liabilities,638,667,656,705,707,680,671,786,833,828,856,862
Fixed Assets +,193,223,231,224,222,219,211,222,249,267,261,254
CWIP,16,12,4,6,3,2,4,8,9,6,2,1
Investments,9,10,12,16,19,25,28,25,28,29,30,34
Other Assets +,420,422,409,460,463,435,427,531,548,526,562,574
Total Assets,638,667,656,705,707,680,671,786,833,828,856,862

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,38,58,60,21,41,56,84,-1,27,21,17,62
Cash from Investing Activity +,-51,-38,-22,-6,-9,-10,-14,-11,-46,-22,-7,-6
Cash from Financing Activity +,18,-24,-33,-23,-31,-47,-48,4,17,-4,-14,-53
Net Cash Flow,5,-3,5,-8,2,-1,23,-9,-2,-6,-4,4
Free Cash Flow,-14,22,47,18,30,45,75,-24,-13,-8,12,55
CFO/OP,73%,108%,171%,60%,88%,130%,179%,12%,68%,56%,69%,166%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,57,70,60,87,78,81,92,85,86,90,89,90
Inventory Days,208,181,249,263,249,298,293,396,312,330,383,255
Days Payable,104,92,121,173,155,148,164,220,163,140,165,134
Cash Conversion Cycle,162,159,188,177,172,230,220,261,235,280,307,212
Working Capital Days,18,22,17,34,41,50,59,64,55,72,74,76
ROCE %,17%,13%,7%,7%,10%,8%,8%,10%,8%,4%,4%,4%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,54.88%,54.88%,54.88%,54.88%,54.88%,54.88%,54.88%,54.88%,54.88%,54.88%,54.88%,54.88%
FIIs +,0.72%,0.78%,0.77%,0.72%,0.72%,0.78%,0.72%,0.72%,0.72%,0.72%,0.72%,0.72%
DIIs +,0.01%,0.01%,0.01%,0.02%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%
Public +,44.39%,44.33%,44.33%,44.37%,44.38%,44.32%,44.38%,44.38%,44.39%,44.39%,44.38%,44.38%
No. of Shareholders,"21,586","21,216","20,649","20,293","20,100","20,077","19,177","19,126","19,006","19,472","18,348","18,340"

--- CAGR BOXES ---




