ticker,sales_y1,sales_y2,sales_y3,sales_q1,sales_q2,net_profit_y1,net_profit_y2,opm_y1,opm_y2,operating_profit_y1,interest_y1,share_capital_y1,share_capital_y2,borrowings_y1,borrowings_y2,fixed_assets_y1,fixed_assets_y2,cwip_y1,cwip_y2,cfo_y1,roce_y1,roce_y2,ccc_y1,ccc_y2,promoter_q1,promoter_q2,fii_q1,fii_q2,dii_q1,dii_q2,market_cap,stock_pe,dividend_yield,other_income_y1,debtor_days_y1,debtor_days_y2,days_payable_y1,days_payable_y2,valuation_context,earnings_quality_analysis,pricing_power_analysis,secondary_red_flags,classification,qualification_reason
EDELWEISS,10417.0,9415.0,9523.0,1918.0,4400.0,680.0,536.0,30.0,36.0,3090.0,2492.0,95.0,92.0,18595.0,18004.0,1162.0,1271.0,1.0,18.0,897.0,14.0,13.0,17.0,15.0,32.25,32.69,19.04,18.43,6.46,5.73,11804.0,19.3,1.2,372.0,17.0,15.0,0.0,0.0,,,,,REJECTED,Failed Survival Gate: Bankruptcy Risk (Interest Coverage < 2.0); No Skin in the Game; Market Cap exceeds 5000Cr
