Other Liabilities +,235,295,350,684,677,538,630,779,967,"1,012","1,053","1,206"
Total Liabilities,"1,125","1,296","1,789","2,592","2,935","3,217","3,567","4,432","5,129","6,095","7,708","8,681"
Fixed Assets +,549,594,586,588,"1,716","1,832","1,864","1,963","1,942","2,293","2,457","3,270"
CWIP,44,36,349,955,34,172,220,122,301,774,"1,649","1,828"
Investments,3,87,118,32,2,2,189,439,379,122,511,213
Other Assets +,530,580,736,"1,018","1,183","1,210","1,293","1,908","2,508","2,907","3,091","3,370"
Total Assets,"1,125","1,296","1,789","2,592","2,935","3,217","3,567","4,432","5,129","6,095","7,708","8,681"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,108,167,49,183,60,765,"1,002",824,650,874,625,539
Cash from Investing Activity +,-89,-169,-353,-525,-163,-428,-396,-424,-276,-717,"-1,489",-669
Cash from Financing Activity +,-22,4,305,345,96,-338,-599,-386,-359,44,806,193
Net Cash Flow,-3,2,1,4,-6,-1,7,14,15,200,-59,64
Free Cash Flow,18,81,-192,-438,-194,349,788,638,290,110,-494,-658
CFO/OP,87%,110%,47%,103%,28%,93%,99%,73%,70%,101%,77%,74%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,86,83,96,91,78,53,63,61,60,62,56,70
Inventory Days,47,54,75,118,94,63,64,53,62,54,59,57
Days Payable,48,59,95,176,106,57,72,46,46,38,33,35
Cash Conversion Cycle,85,79,76,32,66,59,56,67,76,77,82,91
Working Capital Days,-3,-28,-49,-29,35,33,57,57,70,70,64,70
ROCE %,,14%,8%,10%,17%,38%,40%,44%,30%,22%,16%,11%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,49.13%,49.13%,49.13%,49.13%,49.24%,49.24%,49.24%,49.28%,49.28%,49.28%,49.33%,49.33%
FIIs +,8.09%,6.47%,6.48%,6.72%,6.86%,6.68%,6.59%,6.64%,6.68%,6.21%,6.06%,6.19%
DIIs +,15.61%,17.96%,18.87%,19.27%,21.20%,22.30%,23.22%,23.22%,22.61%,22.70%,23.20%,23.46%
Public +,27.16%,26.45%,25.52%,24.87%,22.70%,21.79%,20.94%,20.84%,21.42%,21.82%,21.42%,21.01%
No. of Shareholders,"6,12,869","5,72,562","5,34,115","5,02,250","4,51,198","4,22,398","4,10,749","4,09,970","4,16,258","4,19,367","4,08,560","3,96,798"

--- CAGR BOXES ---




