--- ABOUT ---
"Incorporated in 1982, Cinevista Ltd is in the in media production and real estate business [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
88.8,15.5,22.8,14.6

Book Value,Dividend Yield,ROCE,ROE
9.86,0.00,14.4,11.4

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,0.00,0.00,0.43,0.00,0.01,0.02,0.02,0.03,11.47,4.63,3.79,8.25,7.30
Expenses +,38.30,1.80,1.20,1.06,0.29,0.73,0.97,1.30,26.60,2.69,2.23,4.06,4.19
Operating Profit,-38.30,-1.80,-0.77,-1.06,-0.28,-0.71,-0.95,-1.27,-15.13,1.94,1.56,4.19,3.11
OPM %,,,-179.07%,,"-2,800.00%","-3,550.00%","-4,750.00%","-4,233.33%",-131.91%,41.90%,41.16%,50.79%,42.60%
Other Income +,0.90,0.07,0.32,0.02,0.02,0.02,0.09,0.01,0.03,0.00,0.00,0.01,0.06
Interest,2.69,1.06,0.56,0.63,0.77,0.85,1.04,0.95,0.92,0.90,0.74,0.63,0.56
Depreciation,0.01,0.02,0.02,0.03,0.03,0.03,0.03,0.04,0.06,0.05,0.05,0.05,0.05
Profit before tax,-40.10,-2.81,-1.03,-1.70,-1.06,-1.57,-1.93,-2.25,-16.08,0.99,0.77,3.52,2.56
Tax %,-45.71%,0.00%,0.00%,0.00%,86.79%,0.00%,0.00%,0.00%,60.88%,0.00%,0.00%,0.00%,67.97%
Net Profit +,-21.77,-2.80,-1.03,-1.69,-1.97,-1.57,-1.93,-2.25,-25.87,0.99,0.77,3.52,0.82
EPS in Rs,-3.79,-0.49,-0.18,-0.29,-0.34,-0.27,-0.34,-0.39,-4.50,0.17,0.13,0.61,0.14
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,59.02,40.52,23.70,20.62,35.28,19.17,0.73,1.02,0.80,0.44,11.54,23.97
Expenses +,53.95,39.72,24.94,31.89,30.66,16.94,2.95,4.05,40.34,4.32,29.60,13.17
Operating Profit,5.07,0.80,-1.24,-11.27,4.62,2.23,-2.22,-3.03,-39.54,-3.88,-18.06,10.80
OPM %,8.59%,1.97%,-5.23%,-54.66%,13.10%,11.63%,-304.11%,-297.06%,"-4,942.50%",-881.82%,-156.50%,45.06%
Other Income +,0.36,4.96,7.30,14.55,-0.05,0.10,-2.29,-6.52,0.83,0.43,0.14,0.07
Interest,4.09,3.81,4.25,4.38,4.82,4.43,4.23,4.95,7.49,3.04,3.76,2.82
Depreciation,2.16,1.91,1.61,1.32,1.05,0.95,0.80,0.31,0.12,0.09,0.16,0.21
Profit before tax,-0.82,0.04,0.20,-2.42,-1.30,-3.05,-9.54,-14.81,-46.32,-6.58,-21.84,7.84
Tax %,14.63%,0.00%,25.00%,0.83%,1.54%,0.98%,0.00%,11.28%,-39.57%,13.98%,44.83%,22.19%
Net Profit +,-0.94,0.04,0.16,-2.45,-1.31,-3.07,-9.54,-16.49,-27.98,-7.50,-31.62,6.10
EPS in Rs,-0.16,0.01,0.03,-0.43,-0.23,-0.53,-1.66,-2.87,-4.87,-1.31,-5.51,1.06
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,11.76,11.76,11.76,11.76,11.76,11.76,11.78,11.78,11.78,11.78,11.78,11.78
Reserves,148.17,146.21,146.37,143.92,142.61,137.21,126.73,105.84,77.86,70.36,38.74,44.84
Borrowings +,22.49,27.76,39.60,36.63,40.86,46.28,52.30,63.41,78.20,24.13,25.06,15.36
Other Liabilities +,15.74,12.86,7.32,18.44,22.63,20.20,10.95,4.60,7.21,72.03,70.01,66.51
Total Liabilities,198.16,198.59,205.05,210.75,217.86,215.45,201.76,185.63,175.05,178.30,145.59,138.49
Fixed Assets +,145.97,142.18,140.89,137.14,137.17,134.03,113.01,125.74,125.30,125.31,21.89,21.73
CWIP,0.00,0.00,0.00,0.00,0.00,0.00,3.65,5.58,7.06,13.25,2.45,3.56
