--- ABOUT ---
"TTK Group was founded in 1928 founded by Mr. T.T. Krishnamachari who set up the distribution for a wide range of products ranging from Foods, Personal care products, etc. The company is India’s largest kitchenware company. TTK Prestige was Established in 1955 as a private limited company, TTK went public in 1994. It is among the leading brands in the kitchen equipment space, especially in the pressure cooker segment. [1] In 2012 Company had an Alliances with global high-end brands for high-end cookware/Store ware/Water Filters/ Gas-tops [2]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"7,413",541,773,41.3

Book Value,Dividend Yield,ROCE,ROE
145,1.39,12.5,9.30

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,611,588,729,738,623,588,750,727,650,609,834,801,729
Expenses +,531,527,649,653,545,533,678,648,599,569,737,730,662
Operating Profit,80,61,81,85,77,54,72,79,50,40,96,72,67
OPM %,13%,10%,11%,12%,12%,9%,10%,11%,8%,7%,12%,9%,9%
Other Income +,17,21,18,18,19,21,20,17,-54,17,15,-8,16
Interest,3,3,3,3,5,4,5,4,4,4,4,4,3
Depreciation,16,15,16,17,17,17,17,17,19,19,19,20,23
Profit before tax,78,64,80,83,75,55,70,75,-26,35,88,40,57
Tax %,26%,26%,26%,26%,23%,26%,26%,24%,63%,27%,29%,20%,36%
Net Profit +,58,47,59,62,57,41,52,57,-42,26,63,32,36
EPS in Rs,4.29,3.46,4.28,4.51,4.24,3.01,3.86,4.27,-2.97,1.94,4.69,2.40,2.69
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2007,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,260,"1,488","1,745","1,871","2,107","2,073","2,187","2,722","2,777","2,678","2,715","2,974"
Expenses +,234,"1,301","1,527","1,621","1,811","1,807","1,859","2,296","2,416","2,373","2,456","2,698"
Operating Profit,26,187,218,251,296,266,328,427,361,305,259,276
OPM %,10%,13%,12%,13%,14%,13%,15%,16%,13%,11%,10%,9%
Other Income +,1,6,3,141,25,13,34,35,46,75,3,40
Interest,8,6,11,7,8,8,6,7,10,14,17,15
Depreciation,2,21,26,26,26,37,40,44,53,64,71,81
Profit before tax,16,167,184,359,286,234,317,411,343,301,175,220
Tax %,30%,31%,18%,27%,33%,21%,25%,26%,26%,25%,38%,29%
Net Profit +,11,116,151,263,192,185,237,305,253,225,108,157
EPS in Rs,,8.28,10.78,19.01,13.88,13.39,17.08,21.99,18.34,16.48,8.21,11.73
Dividend Payout %,30%,27%,21%,13%,18%,15%,29%,27%,33%,36%,73%,64%

--- BALANCE SHEET ---
,Mar 2007,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,11,12,12,12,12,14,14,14,14,14,14,14
Reserves,42,711,842,"1,008","1,155","1,292","1,491","1,716","1,925","2,074","1,865","1,966"
Borrowings +,74,0,113,129,90,86,84,92,131,180,180,174
Other Liabilities +,65,274,322,420,395,409,450,593,518,470,468,572
Total Liabilities,192,997,"1,289","1,569","1,652","1,801","2,038","2,414","2,587","2,737","2,526","2,725"
Fixed Assets +,30,330,510,490,502,572,573,597,684,722,680,675
CWIP,6,3,2,4,21,6,18,7,10,24,1,26
Investments,2,68,75,167,192,331,420,356,249,343,241,253
Other Assets +,154,596,703,908,937,892,"1,027","1,456","1,645","1,648","1,604","1,772"
Total Assets,192,997,"1,289","1,569","1,652","1,801","2,038","2,414","2,587","2,737","2,526","2,725"

--- CASH FLOW ---
,Mar 2007,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,4,78,94,127,94,253,282,294,199,289,157,210
Cash from Investing Activity +,-13,-6,-168,-3,-0,-184,-177,-220,-157,-185,204,-89
Cash from Financing Activity +,6,-70,106,-113,-84,-95,-82,-91,-67,-104,-362,-116
Net Cash Flow,-3,2,31,11,10,-26,23,-18,-26,-1,-1,5
Free Cash Flow,-9,61,68,115,37,195,254,252,134,222,116,122
CFO/OP,25%,61%,60%,87%,63%,120%,108%,91%,78%,121%,85%,97%

--- RATIOS ---
,Mar 2007,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,59,43,45,50,53,49,49,44,44,40,39,35
Inventory Days,185,134,133,147,141,143,129,134,130,128,142,146
Days Payable,67,54,55,80,61,60,65,89,60,56,55,62
Cash Conversion Cycle,176,122,123,117,133,132,112,89,114,113,125,119
Working Capital Days,103,77,70,65,76,68,66,52,69,58,69,97
ROCE %,21%,,24%,22%,25%,19%,21%,24%,18%,14%,12%,12%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,70.41%,70.41%,70.41%,70.41%,70.41%,70.52%,70.52%,70.52%,70.52%,70.52%,70.52%,70.52%
FIIs +,7.93%,8.00%,6.72%,6.80%,7.40%,7.68%,7.74%,7.40%,7.47%,7.70%,7.71%,7.84%
DIIs +,13.66%,13.42%,14.61%,14.66%,14.09%,14.22%,14.26%,14.43%,14.72%,14.94%,15.15%,14.48%
