--- ABOUT ---
"Incorporated in 2006, SMS Lifesciences Ltd is in the business of manufacturing of Active Pharma Ingredients and their intermediates [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
426,"1,410","1,778",24.6

Book Value,Dividend Yield,ROCE,ROE
706,0.11,9.91,8.44

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,63.73,74.65,69.26,72.05,89.99,92.55,78.46,84.60,89.11,82.50,81.37,94.78,75.14
Expenses +,61.45,72.11,61.33,62.75,78.63,76.27,69.89,71.85,81.69,70.79,67.79,80.73,70.98
Operating Profit,2.28,2.54,7.93,9.30,11.36,16.28,8.57,12.75,7.42,11.71,13.58,14.05,4.16
OPM %,3.58%,3.40%,11.45%,12.91%,12.62%,17.59%,10.92%,15.07%,8.33%,14.19%,16.69%,14.82%,5.54%
Other Income +,4.81,0.61,0.27,0.58,2.36,0.44,2.04,0.06,2.34,1.00,0.42,0.18,2.01
Interest,1.80,2.18,2.81,2.34,2.84,2.40,2.14,2.14,2.03,1.87,1.62,1.54,1.42
Depreciation,2.92,3.70,3.73,3.73,3.78,3.68,3.76,3.76,3.80,3.82,3.89,3.91,3.85
Profit before tax,2.37,-2.73,1.66,3.81,7.10,10.64,4.71,6.91,3.93,7.02,8.49,8.78,0.90
Tax %,10.55%,40.29%,126.51%,-8.14%,8.73%,33.27%,29.72%,29.81%,11.45%,37.61%,24.38%,24.26%,62.22%
Net Profit +,2.11,-3.83,-0.44,4.12,6.47,7.10,3.30,4.86,3.48,4.39,6.42,6.65,0.35
EPS in Rs,5.66,-5.95,2.25,14.22,19.52,23.15,15.45,18.09,9.82,13.76,20.18,21.90,1.46
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,378,261,266,350,316,306,345,334
Expenses +,343,235,235,316,287,275,300,289
Operating Profit,35,25,30,35,29,31,45,45
OPM %,9%,10%,11%,10%,9%,10%,13%,13%
Other Income +,2,2,2,14,5,4,5,2
Interest,6,5,5,6,7,10,9,6
Depreciation,6,8,8,10,11,15,15,15
Profit before tax,25,15,20,33,17,10,26,25
Tax %,30%,31%,31%,23%,31%,36%,28%,29%
Net Profit +,18,10,14,25,11,6,19,18
EPS in Rs,59.04,33.67,44.85,83.75,37.91,30.07,66.52,57.26
Dividend Payout %,3%,0%,3%,2%,4%,5%,2%,3%

--- BALANCE SHEET ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,3,3,3,3,3,3,3,3
Reserves,103,113,126,149,166,174,194,211
Borrowings +,47,65,65,80,100,101,86,111
Other Liabilities +,116,72,108,125,126,114,107,130
Total Liabilities,270,253,302,357,395,391,390,454
Fixed Assets +,118,124,130,142,228,223,232,268
CWIP,3,16,38,51,1,6,0,10
Investments,0,0,0,0,0,0,0,0
Other Assets +,148,113,134,164,166,162,158,176
Total Assets,270,253,302,357,395,391,390,454

--- CASH FLOW ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,30,15,35,-11,15,24,34,37
Cash from Investing Activity +,-44,-27,-26,-7,-31,-18,-15,-58
Cash from Financing Activity +,15,12,-3,11,17,-7,-19,21
Net Cash Flow,1,-0,6,-8,0,-1,-0,1
Free Cash Flow,6,-9,-0,-53,-28,4,19,-21
CFO/OP,105%,69%,133%,-10%,62%,88%,94%,98%

--- RATIOS ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,40,30,47,35,53,61,73,67
Inventory Days,116,149,164,159,184,196,160,210
Days Payable,140,101,163,146,127,143,126,162
Cash Conversion Cycle,16,78,48,48,110,115,106,116
Working Capital Days,14,18,2,17,24,11,7,5
ROCE %,,12%,13%,12%,8%,7%,12%,10%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,70.32%,70.32%,70.68%,71.19%,71.40%,71.40%,71.40%,71.40%,71.40%,71.40%,71.79%,72.10%
FIIs +,0.00%,0.00%,0.00%,0.00%,0.01%,0.02%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%
DIIs +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.29%,0.30%
Public +,29.68%,29.68%,29.31%,28.81%,28.59%,28.57%,28.59%,28.60%,28.56%,28.57%,27.91%,27.59%
No. of Shareholders,"8,475","8,443","8,233","8,116","7,861","7,849","7,626","7,479","7,412","7,521","7,125","6,937"

--- CAGR BOXES ---




