--- ABOUT ---
"HRL  manufactures power electronic equipment such as converters, inverters, propulsion system, rectifiers and railway transformation equipment like traction transformer for locomotive, motors, various types of panels for locomotive  switch board cabinet, regulated battery charger,  inverters and modular pantry. The manufacturing facilities are in Mumbai and Nasik, Maharashtra, and Dehradun, Uttarakhand, and its registered office is in Mumbai."

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"3,961","1,152","1,212 / 556",99.0

Book Value,Dividend Yield,ROCE,ROE
60.7,0.09,18.6,21.7

Face Value
2.00

--- QUARTERLY RESULTS ---
,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,136.63,151.36,135.53,165.85,168.94,185.05,214.77,227.15,277.39,279.82
Expenses +,123.15,137.86,121.05,147.54,151.31,165.15,190.55,201.27,251.84,271.39
Operating Profit,13.48,13.50,14.48,18.31,17.63,19.90,24.22,25.88,25.55,8.43
OPM %,9.87%,8.92%,10.68%,11.04%,10.44%,10.75%,11.28%,11.39%,9.21%,3.01%
Other Income +,-6.91,0.38,0.51,0.13,0.50,0.34,0.23,0.13,-1.07,0.36
Interest,3.23,4.13,3.26,3.40,2.52,4.02,3.62,3.56,4.71,4.09
Depreciation,2.02,2.00,2.01,2.11,2.15,2.22,2.73,2.81,4.45,3.85
Profit before tax,1.32,7.75,9.72,12.93,13.46,14.00,18.10,19.64,15.32,0.85
Tax %,-14.39%,33.81%,28.70%,21.19%,25.63%,28.71%,29.50%,25.05%,17.10%,285.88%
Net Profit +,1.52,5.12,6.93,10.19,10.01,9.99,12.77,14.72,12.70,-1.59
EPS in Rs,0.44,1.49,2.02,2.97,2.92,2.91,3.72,4.28,3.69,-0.46
Raw PDF,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2024,Mar 2025,Mar 2026
Sales +,518,655,999
Expenses +,473,585,915
Operating Profit,45,71,84
OPM %,9%,11%,8%
Other Income +,-6,1,-0
Interest,13,14,16
Depreciation,7,8,14
Profit before tax,18,50,54
Tax %,29%,26%,28%
Net Profit +,13,37,39
EPS in Rs,3.65,10.82,11.23
Dividend Payout %,16%,9%,-0%

--- BALANCE SHEET ---
,Mar 2024,Mar 2025,Mar 2026
Equity Capital,3,3,7
Reserves,121,156,202
Borrowings +,135,164,245
Other Liabilities +,71,93,209
Total Liabilities,331,417,662
Fixed Assets +,90,107,203
CWIP,22,12,3
Investments,0,0,0
Other Assets +,219,298,455
Total Assets,331,417,662

--- CASH FLOW ---
,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,34,36,86
Cash from Investing Activity +,-19,-25,-90
Cash from Financing Activity +,-14,-11,8
Net Cash Flow,0,-0,4
Free Cash Flow,20,14,-12
CFO/OP,76%,62%,118%

--- RATIOS ---
,Mar 2024,Mar 2025,Mar 2026
Debtor Days,63,61,90
Inventory Days,92,92,74
Days Payable,45,46,59
Cash Conversion Cycle,110,107,105
Working Capital Days,24,25,16
ROCE %,,22%,19%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,44.08%,44.08%,44.08%,44.05%,44.05%,44.05%,43.98%,43.98%,43.98%,43.93%,43.93%,43.93%
FIIs +,6.26%,6.26%,5.72%,5.76%,5.82%,5.97%,6.28%,6.03%,6.30%,6.64%,6.21%,6.38%
DIIs +,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.07%,0.01%,0.06%,0.13%,0.13%,0.13%
Public +,49.64%,49.65%,50.18%,50.16%,50.13%,49.95%,49.64%,49.96%,49.63%,49.31%,49.73%,49.55%
No. of Shareholders,"7,983","7,580","8,403","9,936","10,997","14,319","16,593","18,241","18,496","24,038","23,276","21,700"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,%
5 Years:,%
3 Years:,%
TTM:,52%

Compounded Profit Growth
10 Years:,%
5 Years:,%
3 Years:,%
TTM:,10%

Stock Price CAGR
10 Years:,43%
5 Years:,71%
3 Years:,101%
1 Year:,82%

Return on Equity
10 Years:,%
5 Years:,%
3 Years:,21%
Last Year:,22%

