--- ABOUT ---
"Incorporated in 1984, Commercial Syn Bags Ltd manufactuers and exports containers and packaging materials [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
659,163,200,25.0

Book Value,Dividend Yield,ROCE,ROE
44.0,0.24,13.9,16.1

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,60.58,79.47,68.26,71.07,69.63,76.89,86.65,86.49,97.79,90.51,98.45,97.48,100.56
Expenses +,53.78,72.89,60.84,67.07,60.89,70.02,78.79,77.04,86.41,79.49,85.45,85.39,88.66
Operating Profit,6.80,6.58,7.42,4.00,8.74,6.87,7.86,9.45,11.38,11.02,13.00,12.09,11.90
OPM %,11.22%,8.28%,10.87%,5.63%,12.55%,8.93%,9.07%,10.93%,11.64%,12.18%,13.20%,12.40%,11.83%
Other Income +,0.14,0.27,0.56,0.24,2.27,0.85,0.80,0.13,2.25,0.71,0.36,0.15,1.41
Interest,1.69,1.63,2.05,1.65,3.08,2.33,2.10,2.74,2.20,2.44,2.10,2.16,2.43
Depreciation,2.56,2.63,2.71,2.79,2.81,3.00,2.67,2.64,0.52,2.72,2.67,2.73,2.75
Profit before tax,2.69,2.59,3.22,-0.20,5.12,2.39,3.89,4.20,10.91,6.57,8.59,7.35,8.13
Tax %,11.52%,1.93%,27.02%,30.00%,37.11%,19.25%,7.71%,16.19%,26.12%,15.53%,1.98%,18.37%,22.02%
Net Profit +,2.39,2.54,2.35,-0.25,3.22,1.93,3.60,3.52,8.07,5.55,8.42,6.00,6.34
EPS in Rs,0.60,0.64,0.59,-0.06,0.81,0.48,0.90,0.88,2.02,1.39,2.11,1.50,1.57
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,191,213,323,290,288,347,387
Expenses +,167,189,289,266,261,312,339
Operating Profit,24,25,34,24,27,36,48
OPM %,12%,12%,10%,8%,9%,10%,12%
Other Income +,2,1,4,2,3,4,3
Interest,4,4,7,6,8,9,9
Depreciation,7,8,9,10,11,9,11
Profit before tax,14,15,21,9,11,21,31
Tax %,21%,17%,14%,14%,27%,20%,14%
Net Profit +,11,12,18,8,8,17,26
EPS in Rs,3.22,3.37,4.92,2.02,1.97,4.29,6.52
Dividend Payout %,16%,20%,14%,0%,0%,9%,0%

--- BALANCE SHEET ---
,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,12,12,12,40,40,40,40
Reserves,57,67,93,81,89,110,137
Borrowings +,52,86,84,76,109,115,129
Other Liabilities +,19,32,32,31,36,43,52
Total Liabilities,140,197,222,227,273,308,358
Fixed Assets +,58,87,94,99,108,100,106
CWIP,14,0,0,13,0,2,26
Investments,0,0,-0,-0,22,23,24
Other Assets +,68,109,128,116,143,183,202
Total Assets,140,197,222,227,273,308,358

--- CASH FLOW ---
,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,27,-9,6,38,6,1,39
Cash from Investing Activity +,-17,-17,-7,-30,-29,-0,-45
Cash from Financing Activity +,-10,28,-1,-8,23,0,5
Net Cash Flow,-0,2,-2,-1,0,1,-1
Free Cash Flow,10,-27,-9,10,-0,-1,-1
CFO/OP,130%,-25%,29%,172%,30%,9%,94%

--- RATIOS ---
,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,35,37,40,35,54,49,62
Inventory Days,110,190,115,129,164,160,149
Days Payable,21,37,30,34,39,37,40
Cash Conversion Cycle,124,190,125,130,179,172,171
Working Capital Days,35,35,42,44,28,40,31
ROCE %,,13%,16%,8%,9%,12%,14%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,58.66%,58.79%,58.79%,58.79%,58.79%,58.79%,58.79%,58.79%,58.79%,58.79%,58.79%,59.18%
FIIs +,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.24%,0.11%,0.00%,0.17%
DIIs +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%
Public +,41.34%,41.22%,41.22%,41.10%,41.21%,41.22%,41.22%,41.21%,40.96%,41.10%,41.21%,40.56%
No. of Shareholders,"4,875","4,921","4,698","4,711","4,671","5,735","5,864","5,240","4,810","6,015","5,007","5,832"

--- CAGR BOXES ---




