--- ABOUT ---
"Jindal Worldwide Ltd is engaged in the Textiles Sector and the main business activities are related to the manufacturing of Denim fabric, premium shirtings, yarn dyeing, bottom weights and home textiles through its various internal divisions [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"3,252",32.4,64.7,46.6

Book Value,Dividend Yield,ROCE,ROE
8.58,0.00,8.94,8.46

Face Value
1.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,549,411,392,438,574,492,571,624,606,540,573,532,640
Expenses +,492,368,357,387,518,446,522,574,557,500,543,510,599
Operating Profit,57,42,35,51,56,47,48,51,49,40,31,22,41
OPM %,10%,10%,9%,12%,10%,9%,8%,8%,8%,7%,5%,4%,6%
Other Income +,0,0,0,1,1,1,1,0,0,3,2,9,4
Interest,13,15,11,15,9,15,16,17,12,15,11,9,9
Depreciation,9,8,8,8,8,9,9,9,7,5,4,4,4
Profit before tax,36,19,16,28,39,24,24,25,30,23,17,18,32
Tax %,25%,29%,22%,25%,28%,26%,27%,26%,28%,23%,30%,22%,19%
Net Profit +,27,14,13,21,28,18,17,18,22,17,12,14,26
EPS in Rs,0.26,0.14,0.13,0.21,0.28,0.18,0.17,0.18,0.22,0.17,0.12,0.14,0.26
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,837,"1,008","1,157","1,650","2,212","2,199","1,700","2,559","2,070","1,814","2,288","2,286"
Expenses +,752,868,"1,020","1,465","2,013","2,060","1,583","2,343","1,832","1,631","2,093","2,151"
Operating Profit,85,140,138,184,199,139,116,216,238,183,195,134
OPM %,10%,14%,12%,11%,9%,6%,7%,8%,12%,10%,9%,6%
Other Income +,7,1,28,8,7,7,25,6,1,2,3,17
Interest,25,43,36,54,74,61,49,46,52,49,59,44
Depreciation,32,47,49,53,88,45,29,30,34,34,34,17
Profit before tax,35,51,81,85,44,39,62,146,154,102,104,90
Tax %,24%,21%,18%,31%,30%,28%,29%,25%,25%,26%,27%,23%
Net Profit +,27,40,66,59,31,28,44,109,116,76,76,70
EPS in Rs,0.27,0.40,0.66,0.58,0.30,0.28,0.44,1.09,1.15,0.75,0.76,0.70
Dividend Payout %,4%,2%,2%,2%,3%,4%,7%,2%,3%,5%,0%,0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,20,20,20,20,20,20,20,20,20,20,100,100
Reserves,153,192,251,300,330,356,400,516,630,699,690,760
Borrowings +,356,342,372,565,646,529,444,599,837,883,796,558
Other Liabilities +,139,166,167,367,410,208,149,109,190,138,210,240
Total Liabilities,667,720,811,"1,252","1,405","1,112","1,013","1,244","1,677","1,740","1,796","1,659"
Fixed Assets +,350,338,299,395,568,296,224,205,370,374,351,204
CWIP,12,0,25,27,0,0,6,0,9,5,14,25
Investments,5,5,5,3,4,20,11,19,24,22,21,6
Other Assets +,299,378,482,826,834,797,771,"1,020","1,275","1,340","1,410","1,424"
Total Assets,667,720,811,"1,252","1,405","1,112","1,013","1,244","1,677","1,740","1,796","1,659"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,97,99,8,39,271,22,83,-95,315,5,167,216
Cash from Investing Activity +,-91,-20,-10,-166,-118,215,65,-11,-496,-11,3,65
Cash from Financing Activity +,17,-100,-0,140,-143,-250,-135,105,184,-3,-147,-271
Net Cash Flow,22,-21,-2,13,9,-13,13,-0,3,-8,23,10
Free Cash Flow,2,76,-2,-112,199,248,135,-99,107,-28,146,193
CFO/OP,121%,73%,5%,40%,157%,16%,84%,-29%,150%,20%,96%,176%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,37,64,67,88,60,71,82,68,88,106,98,95
Inventory Days,76,70,58,93,65,52,82,50,86,97,72,61
Days Payable,52,77,51,113,85,31,34,17,40,32,40,44
Cash Conversion Cycle,62,57,74,68,40,91,130,102,133,171,131,112
Working Capital Days,18,31,51,40,19,34,57,56,39,46,42,51
ROCE %,12%,18%,15%,18%,12%,11%,10%,19%,16%,10%,10%,9%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,61.32%,61.31%,61.31%,60.31%,60.31%,59.81%,59.80%,59.80%,59.79%,61.15%,61.77%,61.76%
FIIs +,0.03%,0.63%,0.46%,0.03%,0.04%,0.21%,0.26%,0.13%,0.13%,0.13%,0.18%,0.16%
DIIs +,0.02%,0.02%,0.01%,0.02%,0.02%,0.03%,0.04%,0.04%,0.05%,0.05%,0.05%,0.00%
Public +,38.64%,38.03%,38.21%,39.64%,39.62%,39.95%,39.88%,40.02%,40.02%,38.67%,38.00%,38.07%
No. of Shareholders,"11,635","12,731","14,260","13,624","13,337","13,256","15,471","23,913","27,215","46,230","46,641","47,265"

--- CAGR BOXES ---




