--- ABOUT ---
"Incorporated in 1993, Fischer Chemic Ltd does trading of chemicals and machineries [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"2,306",35.2,125 / 31.0,74.4

Book Value,Dividend Yield,ROCE,ROE
5.88,0.01,11.4,8.59

Face Value
1.00

--- QUARTERLY RESULTS ---
,Sep 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,0.00,20.79,10.12,39.66,11.75,49.17,23.44,86.31,101.10,97.73
Expenses +,0.00,18.28,10.33,39.16,11.38,46.66,19.18,70.09,79.53,96.73
Operating Profit,0.00,2.51,-0.21,0.50,0.37,2.51,4.26,16.22,21.57,1.00
OPM %,,12.07%,-2.08%,1.26%,3.15%,5.10%,18.17%,18.79%,21.34%,1.02%
Other Income +,0.00,0.47,0.69,0.05,0.38,0.15,7.36,2.48,1.09,1.28
Interest,0.00,0.05,0.13,0.05,0.07,0.23,0.67,0.92,0.64,3.61
Depreciation,0.00,0.18,0.28,0.29,0.56,0.51,0.77,0.51,0.77,0.93
Profit before tax,0.00,2.75,0.07,0.21,0.12,1.92,10.18,17.27,21.25,-2.26
Tax %,,6.18%,271.43%,-38.10%,350.00%,26.04%,50.79%,19.46%,9.18%,214.60%
Net Profit +,0.00,2.59,-0.12,0.29,-0.29,1.31,5.01,13.90,19.23,-7.10
EPS in Rs,0.00,0.05,-0.00,0.01,-0.01,0.02,0.08,0.21,0.30,-0.11
Raw PDF,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,0,21,111,309
Expenses +,0,19,108,266
Operating Profit,0,2,3,43
OPM %,11%,9%,3%,14%
Other Income +,0,0,1,12
Interest,0,0,0,6
Depreciation,0,0,2,3
Profit before tax,0,2,2,47
Tax %,,13%,45%,33%
Net Profit +,-0,2,1,31
EPS in Rs,-0.24,0.03,0.02,0.47
Dividend Payout %,0%,0%,22%,11%

--- BALANCE SHEET ---
,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.17,54,64,65
Reserves,-0,28,274,319
Borrowings +,1,2,85,107
Other Liabilities +,0,4,34,180
Total Liabilities,0,86,457,672
Fixed Assets +,0,15,24,33
CWIP,0,0,1,3
Investments,0,1,11,123
Other Assets +,0,70,421,513
Total Assets,0,86,457,672

--- CASH FLOW ---
,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,,-7,-87,-101
Cash from Investing Activity +,,-29,-125,-5
Cash from Financing Activity +,,37,315,14
Net Cash Flow,,1,103,-92
Free Cash Flow,,-8,-93,-103
CFO/OP,,-392%,"-3,001%",-194%

--- RATIOS ---
,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,345,398,251,342
Inventory Days,,99,36,32
Days Payable,,48,82,263
Cash Conversion Cycle,345,449,205,111
Working Capital Days,324,498,40,155
ROCE %,,5%,1%,11%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,0.00%,0.00%,0.00%,0.00%,74.91%,74.91%,74.91%,62.82%,61.80%,61.80%,61.80%,62.15%
FIIs +,0.00%,0.00%,0.00%,5.07%,5.07%,5.07%,5.07%,5.23%,5.55%,5.57%,4.85%,4.97%
DIIs +,0.00%,0.00%,0.00%,1.68%,1.68%,1.68%,1.68%,1.44%,1.42%,1.42%,1.36%,1.38%
Public +,99.99%,100.00%,99.99%,93.24%,18.33%,18.33%,18.32%,30.51%,31.23%,31.22%,31.99%,31.51%
No. of Shareholders,"9,100","9,104","9,038","8,976","9,285","9,502","9,688","10,180","10,058","13,054","22,920","23,269"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,%
5 Years:,%
3 Years:,1097%
TTM:,179%

Compounded Profit Growth
10 Years:,%
5 Years:,%
3 Years:,820%
TTM:,2010%

Stock Price CAGR
10 Years:,67%
5 Years:,69%
3 Years:,44%
1 Year:,-58%

Return on Equity
10 Years:,%
5 Years:,%
3 Years:,6%
Last Year:,9%

