--- ABOUT ---
"Incorporated in 1985, Lancor Holdings Ltd is in the business of real estate development, leasing of commercial properties and allied activities [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
184,25.0,33.8 / 18.1,4.52

Book Value,Dividend Yield,ROCE,ROE
32.5,0.80,20.5,18.7

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,27,28,35,31,44,35,57,46,52,41,34,38,18
Expenses +,22,23,30,26,35,26,45,43,44,35,31,32,32
Operating Profit,4,5,6,5,9,9,12,3,7,6,2,6,-14
OPM %,17%,17%,16%,17%,21%,26%,21%,7%,14%,16%,7%,16%,-79%
Other Income +,0,0,0,0,-0,0,0,1,1,1,1,1,71
Interest,4,4,3,3,4,4,5,5,6,6,6,6,6
Depreciation,1,0,1,0,0,1,1,1,1,1,1,1,1
Profit before tax,0,1,3,2,5,4,6,-1,0,0,-3,-0,50
Tax %,"4,100%",43%,26%,34%,38%,35%,40%,99%,95%,8%,-20%,567%,13%
Net Profit +,-0,1,2,1,3,3,4,-2,0,0,-3,-0,43
EPS in Rs,-0.07,0.10,0.31,0.21,0.49,0.40,0.52,-0.28,0.00,0.02,-0.34,-0.03,5.85
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,150,95,83,75,92,58,52,103,115,138,190,131
Expenses +,98,59,41,48,64,39,39,97,93,114,159,131
Operating Profit,53,36,41,27,28,19,13,6,22,25,32,1
OPM %,35%,38%,50%,36%,30%,33%,25%,6%,19%,18%,17%,1%
Other Income +,1,1,1,1,1,3,1,0,1,1,2,74
Interest,24,21,21,20,22,27,28,26,20,13,20,24
Depreciation,3,2,3,2,2,2,1,2,2,2,3,4
Profit before tax,26,14,19,7,5,-7,-15,-21,1,10,10,47
Tax %,36%,20%,16%,15%,44%,-13%,-24%,-18%,136%,35%,54%,13%
Net Profit +,17,11,16,6,3,-6,-12,-17,-0,7,5,40
EPS in Rs,2.76,1.81,2.59,0.95,0.47,-0.95,-1.90,-2.79,-0.06,1.11,0.64,5.50
Dividend Payout %,24%,37%,5%,14%,28%,-0%,-0%,-0%,-0%,18%,31%,5%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,4,8,8,8,8,8,8,8,8,12,15,15
Reserves,133,135,151,156,158,151,140,123,123,125,181,225
Borrowings +,193,203,151,160,165,198,206,174,110,95,153,107
Other Liabilities +,50,51,22,20,22,21,20,27,64,88,72,79
Total Liabilities,381,397,332,344,353,378,374,332,305,320,421,425
Fixed Assets +,84,91,53,54,50,48,47,48,47,47,56,26
CWIP,35,32,3,-0,2,4,4,3,4,6,0,-0
Investments,0,1,1,1,0,1,1,0,1,1,1,0
Other Assets +,261,272,274,290,301,326,322,281,254,266,364,399
Total Assets,381,397,332,344,353,378,374,332,305,320,421,425

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,7,21,2,1,13,-10,19,58,88,29,-69,10
Cash from Investing Activity +,1,-1,80,8,9,-2,-1,-1,-2,-2,-9,78
Cash from Financing Activity +,-12,-22,-77,-11,-16,7,-20,-56,-84,-29,89,-82
Net Cash Flow,-4,-2,5,-2,6,-5,-2,1,2,-2,11,5
Free Cash Flow,7,20,81,9,21,-12,18,57,86,25,-74,85
CFO/OP,30%,73%,9%,12%,51%,-50%,144%,969%,395%,122%,-211%,"1,865%"

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,4,53,13,28,15,34,63,39,40,37,46,35
Inventory Days,,"13,374","6,302","4,868",,,"6,357","1,229","2,894","1,551",,"1,339"
Days Payable,,642,171,101,,,140,37,242,205,,68
Cash Conversion Cycle,4,"12,785","6,144","4,796",15,34,"6,280","1,231","2,691","1,383",46,"1,306"
Working Capital Days,349,488,488,660,810,"1,209",993,455,308,235,373,638
ROCE %,16%,10%,12%,8%,8%,6%,4%,1%,8%,10%,10%,21%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,62.08%,62.08%,62.08%,62.08%,51.67%,51.67%,51.66%,51.66%,51.66%,51.28%,51.28%,51.32%
FIIs +,0.00%,0.00%,0.00%,0.00%,1.56%,1.45%,1.47%,1.46%,0.07%,0.00%,0.00%,0.00%
DIIs +,0.00%,0.00%,0.00%,0.00%,0.74%,0.74%,0.74%,0.74%,0.00%,0.00%,0.00%,0.00%
Public +,37.91%,37.93%,37.92%,37.92%,46.03%,46.14%,46.13%,46.14%,48.26%,48.73%,48.72%,48.70%
No. of Shareholders,"3,491","7,038","6,404","7,219","8,228","9,392","10,334","10,928","11,617","12,528","11,951","11,453"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,3%
5 Years:,20%
3 Years:,5%
TTM:,-31%

Compounded Profit Growth
10 Years:,14%
5 Years:,41%
3 Years:,395%
TTM:,770%

Stock Price CAGR
10 Years:,3%
5 Years:,39%
3 Years:,-5%
