--- ABOUT ---
"Incorporated in 1993, Repro India Ltd is in the business of Printing of Books and Reproduction of recorded media [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
531,370,596,

Book Value,Dividend Yield,ROCE,ROE
244,0.00,1.28,-6.95

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,121,120,117,116,127,112,105,126,123,116,108,130,139
Expenses +,107,107,105,103,113,103,101,116,115,110,100,120,128
Operating Profit,14,13,12,13,14,9,4,10,8,7,8,10,11
OPM %,11%,11%,10%,11%,11%,8%,4%,8%,7%,6%,7%,8%,8%
Other Income +,0,0,1,0,1,1,2,0,4,1,-18,1,1
Interest,3,3,3,2,2,2,2,2,2,2,2,2,3
Depreciation,6,7,7,7,8,8,8,8,9,8,8,8,9
Profit before tax,5,3,2,4,5,0,-4,1,2,-2,-20,1,1
Tax %,-1%,1%,2%,-0%,44%,7%,-0%,2%,29%,11%,0%,3%,"2,111%"
Net Profit +,5,3,2,4,3,0,-4,1,1,-3,-20,1,-11
EPS in Rs,3.98,2.29,1.37,2.83,2.08,0.09,-3.11,0.82,0.79,-1.91,-14.00,0.52,-7.85
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales +,396,384,321,299,399,367,138,287,422,479,466,494
Expenses +,348,358,297,285,355,322,143,274,378,428,434,458
Operating Profit,47,26,25,14,45,46,-5,13,44,52,32,36
OPM %,12%,7%,8%,5%,11%,12%,-4%,5%,10%,11%,7%,7%
Other Income +,11,4,3,28,0,1,1,1,1,2,6,-15
Interest,12,19,16,13,11,10,15,12,11,10,8,9
Depreciation,20,21,14,14,15,19,28,27,25,30,31,34
Profit before tax,26,-10,-3,15,19,18,-47,-24,9,14,-2,-21
Tax %,26%,-3%,-78%,-10%,-24%,-7%,-7%,-4%,-1%,17%,36%,57%
Net Profit +,19,-10,-1,16,24,19,-43,-23,9,12,-2,-33
EPS in Rs,17.46,-8.76,-0.50,14.26,20.51,15.55,-35.88,-18.24,6.86,8.40,-1.44,-23.21
Dividend Payout %,57%,-34%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%

--- BALANCE SHEET ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,11,11,11,12,12,12,12,13,13,14,14,14
Reserves,187,172,145,211,236,285,242,256,284,369,368,335
Borrowings +,208,192,236,143,150,165,140,102,96,49,99,186
Other Liabilities +,74,76,49,52,81,56,74,58,70,66,66,90
Total Liabilities,480,451,441,418,479,518,468,429,463,498,547,626
Fixed Assets +,199,198,233,231,233,260,291,255,250,224,275,303
CWIP,0,5,4,1,2,50,9,4,11,50,49,11
Investments,-0,-0,-0,-0,-0,-0,-0,-0,1,1,2,4
Other Assets +,281,249,205,186,244,208,168,169,201,224,221,307
Total Assets,480,451,441,418,479,518,468,429,463,498,547,626

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,50,92,18,65,4,63,55,25,23,27,50,3
Cash from Investing Activity +,-22,-26,-10,-9,-17,-55,-10,-7,-21,-45,-71,-73
Cash from Financing Activity +,-43,-60,-15,-56,13,-6,-48,-18,-3,22,23,79
Net Cash Flow,-15,6,-8,-0,0,1,-3,-0,-0,4,2,10
Free Cash Flow,25,66,6,56,-13,9,45,18,3,-19,-21,-67
CFO/OP,117%,364%,77%,464%,14%,137%,"-1,039%",182%,50%,55%,160%,13%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,157,142,102,109,105,105,211,81,59,61,48,56
Inventory Days,42,60,70,98,102,78,147,95,92,65,73,89
Days Payable,60,70,66,84,98,68,173,97,84,67,70,87
Cash Conversion Cycle,139,132,106,123,109,116,184,79,67,58,50,58
Working Capital Days,2,4,-104,-24,-6,-5,-13,16,42,56,29,-0
ROCE %,9%,2%,3%,7%,8%,6%,-7%,-3%,5%,6%,2%,1%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,50.58%,46.99%,46.87%,46.87%,46.87%,46.87%,46.78%,46.78%,46.78%,46.78%,46.71%,46.71%
FIIs +,6.33%,10.24%,10.32%,10.23%,10.00%,10.01%,9.99%,9.81%,9.79%,9.08%,9.05%,9.06%
DIIs +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.09%,0.09%,0.09%
Public +,43.10%,42.77%,42.82%,42.90%,43.13%,43.11%,43.24%,43.41%,43.32%,44.04%,44.13%,44.13%
No. of Shareholders,"8,567","8,950","8,632","8,934","9,221","9,765","10,150","10,140","9,983","9,777","9,742","9,559"

--- CAGR BOXES ---




