--- ABOUT ---
CreditAccess Grameen Limited is registered as a non-deposit accepting NBFC - Microfinance Institution with the RBI. It is engaged in providing microfinance services to women who are enrolled as members and organized as Joint Liability Groups. It also uses its distribution channel to provide certain other financial products and services to the members. [1]

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"22,537","1,406","1,568",29.0

Book Value,Dividend Yield,ROCE,ROE
490,0.00,9.98,10.5

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue +,"1,065","1,170","1,247","1,292","1,457","1,512","1,453","1,380","1,407","1,463","1,508","1,490","1,597"
Interest,346,385,424,442,482,510,485,475,478,482,480,459,478
Expenses +,311,306,345,365,434,453,700,"1,020",864,885,845,678,660
Financing Profit,409,479,478,486,542,549,269,-115,65,96,184,353,459
Financing Margin %,38%,41%,38%,38%,37%,36%,18%,-8%,5%,7%,12%,24%,29%
Other Income +,1,1,1,3,2,1,1,2,1,1,1,1,1
Depreciation,12,12,12,13,14,14,17,16,15,15,16,16,16
Profit before tax,398,467,467,476,529,535,252,-129,51,81,169,338,445
Tax %,25%,25%,26%,26%,25%,26%,26%,-23%,8%,26%,26%,25%,24%
Net Profit +,297,348,347,353,397,398,186,-100,47,60,126,252,340
EPS in Rs,18.98,22.30,21.81,22.20,24.91,24.95,11.67,-6.24,2.96,3.77,7.87,15.75,21.20
Gross NPA %,1.21%,0.89%,0.77%,0.97%,1.18%,1.46%,2.44%,3.99%,4.76%,4.70%,3.65%,4.04%,3.17%
Net NPA %,,0.27%,0.24%,0.29%,0.35%,0.45%,0.76%,1.28%,1.73%,1.78%,1.26%,1.36%,1.12%
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue +,"1,282","1,704","2,461","2,669","3,487","5,167","5,752","6,059"
Interest,417,584,933,987,"1,216","1,738","1,955","1,905"
Expenses +,361,640,"1,308","1,235","1,179","1,444","3,030","3,061"
Financing Profit,504,481,219,447,"1,092","1,984",767,"1,093"
Financing Margin %,39%,28%,9%,17%,31%,38%,13%,18%
Other Income +,1,1,5,81,64,6,4,4
Depreciation,8,20,44,47,50,51,62,63
Profit before tax,498,462,180,481,"1,105","1,939",709,"1,033"
Tax %,35%,27%,27%,27%,25%,25%,25%,25%
Net Profit +,322,335,131,353,826,"1,446",531,778
EPS in Rs,22.41,23.17,8.61,22.65,52.87,90.72,33.27,48.54
Dividend Payout %,0%,0%,0%,0%,0%,11%,0%,0%

--- BALANCE SHEET ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,144,144,156,156,159,159,160,160
Reserves,"2,222","2,590","3,536","4,011","4,948","6,411","6,796","7,682"
Borrowing,"4,867","9,540","10,941","12,921","16,312","21,841","20,446","23,641"
Other Liabilities +,126,316,427,394,439,460,401,447
Total Liabilities,"7,357","12,590","15,060","17,482","21,858","28,871","27,802","31,930"
Fixed Assets +,25,576,573,629,599,609,604,588
CWIP,2,3,1,3,4,5,4,0
Investments,0,46,1,1,455,"1,439",893,"1,075"
Other Assets +,"7,330","11,965","14,486","16,849","20,801","26,818","26,302","30,267"
Total Assets,"7,357","12,590","15,060","17,482","21,858","28,871","27,802","31,930"

--- CASH FLOW ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"-1,378","-2,228",-455,"-2,713","-3,290","-4,734","1,125","-2,770"
Cash from Investing Activity +,-7,-638,24,-33,-314,-994,708,-101
Cash from Financing Activity +,"1,829","2,921","2,146","1,967","3,365","5,494","-1,669","2,751"
Net Cash Flow,444,54,"1,715",-780,-239,-234,164,-120
Free Cash Flow,"-1,396","-2,250",-469,"-2,741","-3,307","-4,754","1,092","-2,787"
CFO/OP,-130%,-194%,-29%,-181%,-132%,-112%,54%,-86%

--- RATIOS ---
,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
ROE %,14%,13%,4%,9%,18%,25%,8%,11%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,66.77%,66.69%,66.66%,66.58%,66.56%,66.54%,66.50%,66.43%,66.43%,66.37%,66.28%,66.24%
FIIs +,9.55%,11.46%,12.00%,11.65%,10.88%,10.76%,9.76%,11.38%,12.13%,12.29%,11.68%,12.94%
DIIs +,11.90%,15.78%,15.79%,15.76%,16.25%,14.86%,14.17%,12.67%,12.76%,13.33%,13.23%,12.59%
Public +,11.77%,6.08%,5.57%,6.01%,6.31%,7.83%,9.57%,9.50%,8.67%,8.02%,8.81%,8.23%
No. of Shareholders,"40,622","51,172","57,989","69,824","83,603","1,03,928","1,25,004","1,19,819","1,01,902","83,943","85,666","83,884"

--- CAGR BOXES ---




