Other Liabilities +,"34,181","38,321","59,000","48,770","58,898","71,430","78,279","90,639","101,783","466,296","524,817","638,404"
Total Liabilities,"607,097","762,212","892,344","1,103,186","1,292,806","1,580,830","1,799,507","2,122,934","2,530,432","4,030,194","4,392,110","4,908,041"
Fixed Assets +,"3,225","3,667","4,000","4,008","4,369","4,776","5,248","6,432","8,431","12,604","15,258","16,492"
CWIP,0,0,0,0,0,0,0,0,0,0,0,0
Investments,"149,454","193,634","210,777","238,461","289,446","389,305","438,823","449,264","511,582","1,005,682","1,186,473","1,280,216"
Other Assets +,"454,417","564,912","677,567","860,717","998,991","1,186,750","1,355,435","1,667,238","2,010,419","3,011,909","3,190,379","3,611,333"
Total Assets,"607,097","762,212","892,344","1,103,186","1,292,806","1,580,830","1,799,507","2,122,934","2,530,432","4,030,194","4,392,110","4,908,041"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"-21,281","-34,435","17,282","17,214","-62,872","-16,869","42,476","-11,960","20,814","19,069","127,242","113,506"
Cash from Investing Activity +,-800,-837,"-1,146",-842,"-1,503","-1,403","-1,823","-2,051","-2,992","16,600","-3,651","6,363"
Cash from Financing Activity +,"18,694","37,815","-5,893","57,378","23,131","24,394","-7,321","48,124","23,941","-3,983","-102,478","-59,005"
Net Cash Flow,"-3,387","2,542","10,242","73,750","-41,244","6,122","33,332","34,113","41,762","31,687","21,113","60,864"
Free Cash Flow,"-22,020","-35,301","16,134","16,377","-64,470","-18,486","40,796","-14,176","17,390","14,882","123,267","110,144"
CFO/OP,-45%,-63%,51%,49%,-72%,-8%,73%,4%,35%,38%,98%,97%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
ROE %,20%,19%,18%,18%,17%,16%,16%,17%,17%,17%,14%,14%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,25.52%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
FIIs +,33.38%,52.13%,52.31%,47.83%,47.17%,48.02%,49.21%,48.30%,48.84%,48.38%,47.67%,44.05%
DIIs +,26.75%,30.39%,30.54%,33.33%,35.20%,35.05%,34.37%,35.68%,35.77%,36.07%,37.00%,40.14%
Government +,0.16%,0.17%,0.17%,0.18%,0.18%,0.18%,0.18%,0.18%,0.18%,0.18%,0.18%,0.18%
Public +,14.19%,17.30%,16.98%,18.64%,17.44%,16.75%,16.23%,15.84%,15.19%,15.33%,15.11%,15.64%
No. of Shareholders,"23,45,672","30,58,659","30,18,247","41,21,815","36,64,325","39,21,910","39,24,442","38,29,146","37,25,911","37,01,272","36,50,087","42,30,425"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,19%
5 Years:,22%
3 Years:,27%
TTM:,4%

Compounded Profit Growth
10 Years:,20%
5 Years:,19%
3 Years:,18%
TTM:,8%

Stock Price CAGR
10 Years:,10%
5 Years:,1%
3 Years:,-2%
1 Year:,-21%

Return on Equity
10 Years:,16%
5 Years:,15%
3 Years:,15%
Last Year:,14%

